text,created_at,tag,sentiment
@PKSejahtera https://t.co/TGjXCAVz9K,2023-05-21 00:03:01,PKS,neutral
@aniesbaswedan @Pak_JK @AgusYudhoyono https://t.co/qkedK3Dq59,2023-05-21 00:03:02,PartaiDemokrat,neutral
@yusuf_dumdum https://t.co/IaVYKv24qi,2023-05-21 00:03:08,Gerindra,neutral
@HensuAja @AgusYudhoyono Namanya cari pengalaman mas bro,2023-05-21 00:03:13,PartaiDemokrat,neutral
@Aryprasetyo85 @gibran_tweet Hadapi aja mas @gibran_tweet. Mmg @PDI_Perjuangan siapa ? Mrk skrg panik krn elektabilitas @prabowo semakin melejit dibanding capres @ganjarpranowo yg penuh kosmetik,2023-05-21 00:03:24,PDI-P,negative
"@ruhutsitompul Tuh laee , pak Anies mau ngadu wawasan. Brani ngaaak.",2023-05-21 00:03:24,NasDem,negative
@tandui72 @YRadianto @adityawilly @NasDem @Surya_Paloh Rakyat yg mana yg menugaskan mu Yohanes???,2023-05-21 00:03:25,NasDem,negative
@dedesrafli @Herri32407314 @zoelfick @kompascom Sudah jelas Partai Nasdem sdh bukan lagi dianggap Koalisi makanya mencuri buat kampanye pilpres 2024 untuk antitesa yg katanya sholeh paling sholeh sedunia tapi mau gunakan dana curian dana proyek BTS hadeh hadeh,2023-05-21 00:03:27,NasDem,negative
Menakar Peluang Koalisi Demokrat-Gerindra Usai Prabowo Temui SBY di Pacitan - detikcom #Prabowo #BangkitBersama https://t.co/p2VpeNpsZ1,2023-05-21 00:03:37,Gerindra,neutral
Menakar Peluang Koalisi Demokrat-Gerindra Usai Prabowo Temui SBY di Pacitan - detikcom #Prabowo #PrabowoSubianto https://t.co/xlz1k5jNIP,2023-05-21 00:03:37,Gerindra,neutral
Menakar Peluang Koalisi Demokrat-Gerindra Usai Prabowo Temui SBY di Pacitan - detikcom #Prabowo #BangkitBersama https://t.co/iRc9R0qLFh,2023-05-21 00:03:38,Gerindra,neutral
Menakar Peluang Koalisi Demokrat-Gerindra Usai Prabowo Temui SBY di Pacitan - detikcom #Prabowo #PrabowoSubianto https://t.co/ILSIYm41Ra,2023-05-21 00:03:38,Gerindra,neutral
Menakar Peluang Koalisi Demokrat-Gerindra Usai Prabowo Temui SBY di Pacitan - detikcom #Prabowo #PrabowoSubianto https://t.co/axNyjMSeMY,2023-05-21 00:03:38,Gerindra,neutral
@Aryprasetyo85 @gibran_tweet Wkwkwk di omelin bu mega dah... Tp yg kliatan bgt benci m gibran Rudi ex walikota solo seh 🤣,2023-05-21 00:03:41,PDI-P,negative
@Gerindra https://t.co/qnS2kkM6LE,2023-05-21 00:03:44,Gerindra,neutral
