text,created_at,tag,sentiment
"""Akan tetapi, per hari ini, saya kader Partai Gerindra, saya loyal, saya ikut arahan pimpinan, dan apa yang saya jalankan ini saya konsultasikan,"" ujar Sandiaga.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:00:16,Gerindra,positive
"Fadhlullah menginstruksikan seluruh pengurus partai untuk memiliki komitmen yang sama dan tidak ragu-ragu bekerja maksimal dalam memenangkan Gerindra pada Pemilu 2024.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:00:24,Gerindra,neutral
"""Menteri Pertahanan Pak Prabowo berpesan, berolahraga akan menjadikan kita sehat,"" kata Sekjen Partai Gerindra Ahmad Muzani.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:00:26,Gerindra,neutral
"Sekjen Partai Gerindra Ahmad Muzani turut menyampaikan pesan dari Prabowo untuk para peserta gowes agar budayakan olahraga.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:00:28,Gerindra,neutral
"Fadhlullah mengajak semua mesin partai Gerindra di Aceh menangkan Prabowo presiden.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:00:31,Gerindra,neutral
"Legislator Gerindra Jalankan Arahan Prabowo untuk Gembira Bersama Warga.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:00:33,Gerindra,neutral
@detikcom Mengerikan komen kadrun2 penyembah nonpribumi 🤮🤮🤮,2022-12-22 00:00:45,Gerindra,negative
"@RadenKasep_2 Pak @jokowi ngomong halus tapi tajam. 
beliau dah paham mental nasdem , pks dan demokrat. 

😂",2022-12-22 00:00:46,NasDem,positive
"Karena itu, sebut Muzani, jika ada nama lain yang mengaku akan diusung Partai Gerindra sebagai capres itu tidak benar.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:00:46,Gerindra,neutral
@detikcom Bapak ini sdh pernah jadi anggota partai mana saja ?,2022-12-22 00:00:53,Gerindra,negative
@Ery_Yanto @okijogjezz @FPD_DPR @NasDem @jansen_jsp @FerdinandHaean3 @PlateJohnny @suryapaloh51 @_PranandaSP_ @AgusYudhoyono @_SEKNAS_RI @ch_chotimah2 @GunRomli @kurawa @muannas_alaidid @yusuf_dumdum_ Bupati koslet👎,2022-12-22 00:01:30,PartaiDemokrat,neutral
"“Rapimnas Partai Gerindra telah menetapkan Ketua Umum Prabowo Subianto sebagai calon presiden,"" kata Fadhlullah.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:01:34,Gerindra,neutral
"Muzani: Jika Ada yang Ingin Jadi Capres dari Gerindra Selain Prabowo, Itu Ilegal.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:01:35,Gerindra,neutral
@PDemokrat Nampol muka sendiri jadinya.....makanya bangun jangan ngelem terus halu kan jadinya,2022-12-22 00:01:36,PartaiDemokrat,negative
"Muzani menuturkan, dalam rapat pimpinan nasional di Sentul pada 12 Agustus 2022 lalu, telah memutuskan calon presiden yang akan diusung Partai Gerindra hanya Prabowo.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",2022-12-22 00:01:41,Gerindra,neutral
