text,created_at,tag,sentiment
@BANGSAygSUJUD @prabowo @Gerindra @habiburokhman @azissubekti Yg penting basmi kadrun dari nkri. Tapi sayangnya disana masih bercokol si padeli. Saya akan dukung pak @prabowo kalau sipadeli keluar dari lingkaran bliau,2023-01-08 00:00:09,Gerindra,negative
"Lestarikan Permainan Tradisional, Partai Golkar Kota Tasikmalaya Gelar Lomba Lato-lato
https://t.co/tFaob2h0J0",2023-01-08 00:00:11,Golkar,neutral
@SangPejuank @Kowidongo @Murdian09309315 @mohamad82583073 @Kadrun_PeKaiii @Mayapada1108 @her_ermi @Nagashima007 @Siantar72 @PaimoMontok @JUN062022 @1st1st2023 @modien_ganesa @_SEKNAS_RI @Thomastjik @ongky_tito @MetdroS @hs_meliala @WAHYU_UNIFORM @Hardjoeno @PribadiBales @bembeast @Kris_Simpati @atiroh07 @AntonKu44233833 @Metdro2 @tengkuzainalar1 @anakranto64 @AwYesaya @Budi_Dharma88 @gustafadi @RiisqiRama @ermi_purba @JohnVirgoVj @FIFAcom @jakintstadium @KemenkeuRI @DitjenPK @BKFKemenkeu @ItjenKemenkeu @kemenkeulib @PPIDKemenkeu @PusdiklatKU @PSSI @KEMENPORA_RI @Deputi3Menpora @ProtokolMenpora @aniesbaswedan @NasDem Fantastis 🤭,2023-01-08 00:00:20,NasDem,neutral
@Kowidongo @Rasto66010876 @Murdian09309315 @mohamad82583073 @SangPejuank @Kadrun_PeKaiii @Mayapada1108 @Nagashima007 @Siantar72 @PaimoMontok @JUN062022 @1st1st2023 @modien_ganesa @_SEKNAS_RI @Thomastjik @ongky_tito @MetdroS @hs_meliala @WAHYU_UNIFORM @Hardjoeno @PribadiBales @bembeast @Kris_Simpati @atiroh07 @AntonKu44233833 @Metdro2 @tengkuzainalar1 @anakranto64 @AwYesaya @Budi_Dharma88 @gustafadi @RiisqiRama @ermi_purba @JohnVirgoVj @FIFAcom @jakintstadium @KemenkeuRI @DitjenPK @BKFKemenkeu @ItjenKemenkeu @kemenkeulib @PPIDKemenkeu @PusdiklatKU @PSSI @KEMENPORA_RI @Deputi3Menpora @ProtokolMenpora @aniesbaswedan @NasDem https://t.co/OxICh64t1x,2023-01-08 00:01:14,NasDem,neutral
@NasDem https://t.co/ji3JdriS6z,2023-01-08 00:01:18,NasDem,neutral
@democrazymedia Pret !,2023-01-08 00:01:23,PDI-P,negative
@Syarman59 @liputan6dotcom @NasDem Kalau memang serius mengusung anies ya harus kita hajar sampai nyungsep https://t.co/hRkpGdLIWI,2023-01-08 00:01:26,NasDem,negative
@Kowidongo @SangPejuank @Mayapada1108 @her_ermi @Rasto66010876 @Nagashima007 @MetdroS @Siantar72 @PaimoMontok @JUN062022 @1st1st2023 @modien_ganesa @Thomastjik @Murdian09309315 @ongky_tito @hs_meliala @mohamad82583073 @WAHYU_UNIFORM @Hardjoeno @PribadiBales @bembeast @Kris_Simpati @atiroh07 @AntonKu44233833 @Metdro2 @tengkuzainalar1 @anakranto64 @AwYesaya @Budi_Dharma88 @gustafadi @RiisqiRama @ermi_purba @JohnVirgoVj @FIFAcom @jakintstadium @KemenkeuRI @DitjenPK @BKFKemenkeu @ItjenKemenkeu @kemenkeulib @PPIDKemenkeu @PusdiklatKU @PSSI @KEMENPORA_RI @Deputi3Menpora @ProtokolMenpora @aniesbaswedan @NasDem @KejaksaanRI https://t.co/duiHBr94OU,2023-01-08 00:01:35,NasDem,neutral
@Kowidongo @SangPejuank @Mayapada1108 @her_ermi @Rasto66010876 @Nagashima007 @MetdroS @Siantar72 @PaimoMontok @JUN062022 @1st1st2023 @modien_ganesa @Thomastjik @Murdian09309315 @ongky_tito @hs_meliala @mohamad82583073 @WAHYU_UNIFORM @Hardjoeno @PribadiBales @bembeast @Kris_Simpati @atiroh07 @AntonKu44233833 @Metdro2 @tengkuzainalar1 @anakranto64 @AwYesaya @Budi_Dharma88 @gustafadi @RiisqiRama @ermi_purba @JohnVirgoVj @FIFAcom @jakintstadium @KemenkeuRI @DitjenPK @BKFKemenkeu @ItjenKemenkeu @kemenkeulib @PPIDKemenkeu @PusdiklatKU @PSSI @KEMENPORA_RI @Deputi3Menpora @ProtokolMenpora @aniesbaswedan @NasDem @KejaksaanRI https://t.co/QQN13waSWs,2023-01-08 00:01:42,NasDem,neutral
"@MarahIchsan Playing victim persis golongan kadrun, pdhl yg mendesak dirinya sendiri",2023-01-08 00:01:44,NasDem,negative
