text,created_at,tag,sentiment
@FeraniRikzan Capres KACINGCALANG dari partai @NasDem,2023-04-20 00:01:52,NasDem,neutral
@AlsadSugi @bbh_oldy @fadlizon @prabowo @Gerindra True,2023-04-20 00:02:06,Gerindra,neutral
"@siregar_najeges @HelmiFelis_ Iya kah bund, Wah berarti media 
Ga update, di up nya setelah
Para partai pendukung deklarasi
Bacapres.",2023-04-20 00:02:22,NasDem,negative
@KusengSembiring Idem,2023-04-20 00:02:44,Gerindra,neutral
@salima252lagi Semua satu kantor DPRD kenak,2023-04-20 00:02:57,PDI-P,neutral
@kompascom Komentar dong @smartfrenworld,2023-04-20 00:03:22,PDI-P,neutral
@Sukardi2017 Min @PDI_Perjuangan ini kata buzzeRp ganjar nih https://t.co/o76MoobjQ5,2023-04-20 00:04:07,PDI-P,neutral
"@kangenband123 @KemenkesRI @andre_rosiade @PKSejahtera Anggota Hewan nya aja begitu, 

Rakyat yg gaji dia, di suruh hisap kontlo nya dia. Begitu dah enak. Dia pura2 ke warung. Trus, temen2 dia masuk untuk gerebek. 

Apa gak beriman kepada jemvoot Anggota Hewan tersebut?
Sampe sekarang, tuh Anggota Hewan belum di eksekusi mati.",2023-04-20 00:04:26,PKS,negative
@CNNIndonesia TOLAK @PDI_Perjuangan,2023-04-20 00:06:52,PDI-P,negative
"Golkar to join forces with PKB-Gerindra, Muhaimin says - The Jakarta Post https://t.co/MmQkJymtcB #PrabowoUnggul #BangkitBersama",2023-04-20 00:07:09,Golkar,neutral
@04_zainal @AgusYudhoyono Tanda2 ketidak jelaskan koalisi pendukung Anies udah mulai nampak,2023-04-20 00:08:10,PartaiDemokrat,neutral
TIDAR Gerindra dan Garda Bangsa PKB Kawal Anak Muda untuk Pemenangan Pemilu 2024 - VIVA - https://t.co/pgrT4bInsZ https://t.co/PEmYxPxc4j #PrabowoUnggul #BangkitBersama,2023-04-20 00:09:03,Gerindra,neutral
"Fraksi Gerindra Gelar Diskusi Dengan Porwan, Ini Pesan Ketua DPRD Pandeglang - https://t.co/t5l0yqAxC8 https://t.co/j464p7CfIN #PrabowoUnggul #BangkitBersama",2023-04-20 00:09:05,Gerindra,neutral
Bappilu Gerindra Buka Puasa Bersama Muda- Mudi Di Desa Sumaja Makmur - https://t.co/3avWwKMBw8 https://t.co/btw3pfj92U #PrabowoUnggul #BangkitBersama,2023-04-20 00:09:06,Gerindra,neutral
"HAA... BENER INI BACOD?
@DahonoB @J0yoWi @manesinamso @goenahmad @pieteriskandar0 @chefbane1 @ElangPSA @G336387 @Rahmah0845 @miuzicgame @mak_iyik @03__nakula @0512Vip @4Y4NKZ @9313Wak @_Dauph1ne_ @adrianteja @Affan79992133 @bwinarso99 @Fahrihamzah @AgusYudhoyono @AntonKu08408962 https://t.co/eIq50dga1k",2023-04-20 00:09:39,PartaiDemokrat,negative
@kompascom Kapan si,2023-04-20 00:09:59,PDI-P,neutral
"@PDemokrat Jadilah tong kosong yg gk bnyk bunyi, jngn seperti padi yg tdk berisi nanti akan damai dan tenang",2023-04-20 00:11:32,PartaiDemokrat,negative
@GusNurParodi @Miduk17 @PKSejahtera @HelmiFelis_ @ekowboy2 Krn akan di ketawain pembaca,2023-04-20 00:14:48,PKS,neutral
"Para pemudik bisa mampir ke Posko Mudik @PKSejahtera  jika mengalami kelelahan. Insya Allah disediakan layanan kesehatan, minuman segar, hiburan untuk anak anak loh.

https://t.co/kZp1gcNycT",2023-04-20 00:14:50,PKS,positive
@bebek_NKRI Waduh kok kayak suaranya orang edaaaaannnnnn,2023-04-20 00:16:47,NasDem,negative
