text,created_at,tag,sentiment
"Kandidat Capres PDI-P Disebut Masih Berkutat antara Dua Nama, Ganjar Pranowo atau Puan Maharani

Klik untuk baca:👇
https://t.co/ck6Q1ckefy

Kompascom+ baca berita tanpa iklan: https://t.co/t7fDRadmbP
Download aplikasi: https://t.co/10smp52OqW https://t.co/rFvOBtmFrj",2023-01-10 00:00:00,PDI-P,neutral
"@inilahdotcom @PDI_Perjuangan @PKSejahtera Silahkan di survey, mana partai yang banyak buzzernya, mana partai yang banyak malingnya, pasti akan cepat ketahuan, rakyat pun tahu harun masiku",2023-01-10 00:00:18,PKS,negative
"@iwanKur76759461 @Android_AK_47 @Deslini2 @PKSejahtera @Fahrihamzah @NasDem NO !!!

https://t.co/3xZcqKzPeV",2023-01-10 00:00:39,PKS,negative
"Pelecehan seksual Anggota DPRD Fraksi PDI-P Kab. SBB, Prov. Maluku terhadap seorang Wanita aktivis Maluku..
Jangan Hukum Tumpul ke bawah pada Rakyat https://t.co/S4LX82OTOO",2023-01-10 00:00:55,PDI-P,negative
@tribunnews Semoga gus umar tenggelam dihajar banjir...aamiin,2023-01-10 00:01:00,Gerindra,neutral
@PKSejahtera @syaikhu_ahmad Penundaan deklarasi Anies dapat menimbulkan dugaan inskonsistensi,2023-01-10 00:01:17,PKS,neutral
"Saling RT dan saling Like Tweet sesama kader @PDemokrat salah satu kunci sukses konsolidasi UDARA
Salam konsolidasi dan silaturahmi sepenuh hati. 
#MNU 
#PatriotDemokrat https://t.co/OLnVI9DztZ",2023-01-10 00:01:17,PartaiDemokrat,positive
@HeryIdris5 Terus SURYA PALOH rajanya? aya2 wae deh.... NASDEM Khan Bukan pemenang pemilu &amp; mayoritas di koalisi &amp; parlemen kok??? @jokowi @PDI_Perjuangan @budimandjatmiko @pramonoanung @FirzaHusain @andrewenas @_Rizmaya__,2023-01-10 00:01:23,PDI-P,negative
"Elektabilitas PKB melejitt 
#pkb2024menang 

@dpp_pkb 

#pkb #elektabilitasparpol #muhaiminiskandar #cakimin #partaikebangkitanbangsa https://t.co/2diOwmJ1bz",2023-01-10 00:01:31,PKB,positive
@sweetiekoizora @AnasImron @andinrahmana Mindra emang asik guys @Gerindra ☺👍🏻,2023-01-10 00:01:42,Gerindra,positive
@ubinhasnanto1 @puanmaharani_ri @PDI_Perjuangan Siap pilih mbak Puan 2024,2023-01-10 00:02:07,PDI-P,neutral
@Gerindra @hellodhia @its_vitamind @andinrahmana https://t.co/e70gxez1fC,2023-01-10 00:02:07,Gerindra,neutral
"@BosPurwa Sempat Nasdem Di Reshafel ,,, Aaaaa Pasti Rezim Ini ada apa2nja 😊",2023-01-10 00:02:14,NasDem,negative
