text,created_at,tag,sentiment
@marlina_idha Ambil sepedanya 😁,2023-01-27 00:00:02,NasDem,neutral
"5) Di sisi lain, kata dia, migrasi tersebut juga terjadi akibat tidak adanya tokoh dominan di Golkar sehingga setiap tokoh punya kesempatan untuk berkembang.

#airlanggahartarto #partaigolkar #golkarpedia #golkar #airlanggapemersatu",2023-01-27 00:00:06,Golkar,neutral
"@AgusYudhoyono Pencitraan,... bantuan Koch di ekspos?",2023-01-27 00:00:13,PartaiDemokrat,neutral
"Pantesan bacapres yg sdh dideklarasikan,mukanya prengut menolak disalamin pendukungnya krn partai yg sdh mendeklarasikan balik badan menjajaki koalisi yg lain😂Terang-terangan Nasdem Datang ke Sekber Gerindra-PKB, Perkuat Koalisi dengan Prabowo-Cak Imin https://t.co/FYU1CSPu7f",2023-01-27 00:00:15,Gerindra,neutral
"@Miduk17 Nasdem menginginkan pembicaraan koalisi ttg cawapres satu paket dgn capres, demokrat mau tetapkan dulu koalisi baru bicara cawapres, ini saling mengunci, nasdem paham manuver demokrat, makanya kemarin siang nasdem merapat ke gerindra pkb, hancur dah",2023-01-27 00:00:22,Gerindra,negative
"@mlbbfess Koalisi 2024
Apa iya min? @Gerindra https://t.co/m6ypRrf5FC",2023-01-27 00:00:37,Gerindra,neutral
@AgungBha @NasDem @hcmeikyansah_ @aniesbaswedan @madtu_madali Membagikan sembako an Ganjar namanya gratifikasi....,2023-01-27 00:01:00,NasDem,neutral
"@Paltiwest @SamuelRadja3 Dalam nya akting, tukang tipu pujaan kaum Munafik.

@nasdem @HelmiFelis @JarnasABW @musniumar @Muhammad_Saewad",2023-01-27 00:01:14,NasDem,negative
"@lahedom99 @Tita83079013 @NasDem Yaa mangkanya banyakin Baca, 
Banyakin Ngopi, 
Browsing yang Jauh. 
. 
Sejak awal mbak Brewok ngajakin si Yohanis, dari itu aja udah tau sharusnya,.... . Mau kmana mereka.",2023-01-27 00:01:15,NasDem,positive
@CherylTanzil Nasdem kok gak ada ?,2023-01-27 00:01:27,NasDem,negative
"@kompascom Sir yohanies mah tenang² bae
Para begindilnyi ying kilinjitan asam urat kumat darah naek lalu misuh²
Congrat for para kadal",2023-01-27 00:01:33,Gerindra,negative
@PDI_Perjuangan Disini tdk ada applikasi itu,2023-01-27 00:01:34,PDI-P,negative
"@detikcom Anakku jadi home alone, jahat bukan ? Bukaaaaaaan",2023-01-27 00:01:40,Gerindra,negative
"@Sigmahalim @Mdy_Asmara1701 @AgusYudhoyono Orang pintar bukan cuma minum tolak angin, orang pintar juga harus bisa menahan diri setelah nonton bokep, memangnya Ponpes, lihat santriwati langsung ngaceng, terus dipakai, itu yg goblok.....",2023-01-27 00:01:43,PartaiDemokrat,negative
@Budionotaslim3 @aniesbaswedan 👍,2023-01-27 00:01:48,NasDem,positive
@democrazymedia Deklarasikan lebih massive bang @AgusYudhoyono @PDemokrat supaya tahu dan semakin semangat untuk @aniesfor2024 #AniesPresidenRI2024,2023-01-27 00:01:51,PartaiDemokrat,neutral
"Eeeh...ada Nasdem!
Cakep nih... https://t.co/0urKK45ZsK",2023-01-27 00:01:54,NasDem,neutral
"6) ""Karena di Golkar tidak ada tokoh utama, dominan, tidak yang sangat kuat secara elektoral. Itu kelemahan tetapi kelebihan. 

#airlanggahartarto #partaigolkar #golkarpedia #airlanggapemersatu #golkar #golkarindonesia",2023-01-27 00:02:00,Golkar,positive
"@panca66 Hahahhaa Demokrat itu selalu mengcopy, Gerindra dn PKB sudah bentuk sekber, mereka jg ingin bentuk sekber memanglah koalisi perubahan ini, koalisi pinter ngopypast mau ketawa tp takut sama pendukung2 mrk hahahahahahaha bodoh ah ketawa lah hahahahhahahaaa",2023-01-27 00:02:03,Gerindra,negative
"@nuicemedia They said Hate new order, now they make new order 2.0 🤭",2023-01-27 00:02:17,PDI-P,neutral
"Bantah Isu Anies 'Ditendang' Usai Kunjungi Sekber Gerindra-PKB, Ketua DPP NasDem: Cek Toko Sebelah...
https://t.co/b8R0aO2ew7",2023-01-27 00:02:17,Gerindra,neutral
"@Sigmahalim @Mdy_Asmara1701 @AgusYudhoyono Bagiku bukan hanya sebagai hiburan berita, tpi bgi Pendukung YohAnis itu bagaikan bencana Dahsyat yg menenggelamkan Mimpi2 NKRI JD negara Khilafah.
Ambyaaaaaar druun.",2023-01-27 00:02:29,PartaiDemokrat,negative
"@ch_chotimah2 @ganjarpranowo @aniesbaswedan Ha ha ha....oenerus kacung. Tdk punya harga diri.  Manusia itu setara. Bukan untk di rendahkan. Kaya elo rendah lonte jd buzerp. Genjer itu muka nya baik tp nyanyata kudeta kod mega wati @PDI_Perjuangan .malah di dukubg buzerp , dan psi. Ini fakta .! https://t.co/zjGsDrFhG5",2023-01-27 00:02:30,PDI-P,negative
@GantineRamane @masexno @Mdy_Asmara1701 @AgusYudhoyono https://t.co/StPIgvvFkV,2023-01-27 00:02:32,PartaiDemokrat,neutral
@ebe_ganzo @PKSejahtera @MardaniAliSera B*nci  k*leng  keder dengan keluarga Jokowi ?? 🤣🤣🤣,2023-01-27 00:02:34,PKS,negative
@alisyarief Jangan bangun benda mati...kata murid firaun,2023-01-27 00:02:35,NasDem,negative
@IbuNe_neng @adammaliq333 @AgusYudhoyono Hahahaa... betuull.. 🤣🤣,2023-01-27 00:02:36,PartaiDemokrat,positive
@OssyDermawan Dari 3 partai (Demokrat-Nasdem-PKS) ketum yg punya nilai jual itu mas AHY. Tetapi malah memilih figur dari luar untuk Bacapres dan sekarang Bacawapres juga. Pertahankam dong mas AHY minimal bacawapres.,2023-01-27 00:02:41,NasDem,negative
@Mdy_Asmara1701 @AgusYudhoyono tapi pak anies ditekan ya ama demokrat kalo gak pilih AHY maka bubar jalan,2023-01-27 00:02:50,PartaiDemokrat,negative
@KompasTV Gak yakin gue. @PDemokrat akan selamanya dimusuhi @NasDem . Ini mah bisa berantakan jika @AgusYudhoyono gak diusung,2023-01-27 00:02:57,PartaiDemokrat,negative
@AgusYudhoyono Emng mudheng gus,2023-01-27 00:03:15,PartaiDemokrat,neutral
@sutanmangara Utang banyak yg di korupsi oleh orang2 partai Demokrat bukan juta mil tp sdh ke t gila lo bro!,2023-01-27 00:03:16,PartaiDemokrat,negative
@jim_tooth @PDemokrat https://t.co/lNW45sA4O8,2023-01-27 00:03:20,PartaiDemokrat,neutral
@jim_tooth @PDemokrat https://t.co/cJ4df53kkg,2023-01-27 00:03:26,PartaiDemokrat,neutral
@jim_tooth @PDemokrat https://t.co/6FmQklIrgC,2023-01-27 00:03:26,PartaiDemokrat,neutral
@BBravo911 @C_Rangkito @tatakujiyati @EnniWibisono @aniesbaswedan @NasDem @PDemokrat @PKSejahtera Lagi ada masalah apa?? Di tinggal nasdem yah?? 🤣🤣🤣🤣🤣 https://t.co/WKL63IBEu8,2023-01-27 00:03:27,PKS,negative
"@MuhammadMumu113 @NasDem PEPESAN KOSONG Wan Abud gak akan jadi Capres apalagi Presiden, NAIF jika Bangsa sebesar ini dipimpin WN Keturunan Imigran yg Ngr leluhurnya Konflik tak kunjung usai. https://t.co/hZDuLEHAsF",2023-01-27 00:03:37,NasDem,negative
@marlina_idha Iya tapi kl ga milih AHY ya kebangetan.....itu kalimat selanjutnya,2023-01-27 00:03:38,NasDem,negative
"7) Golkar menjadi partai terbuka, kayak perusahaan seperti perusahaan tbk,"" kata pakar komunikasi politik dari Universitas Gadjah Mada (UGM) ini.

#airlanggahartarto #partaigolkar #golkarpedia #golkar #golkaronsosmed",2023-01-27 00:03:41,Golkar,neutral
"@PDemokrat Baru aja deklarasi, udah ngatur2 partai lain...",2023-01-27 00:03:41,PartaiDemokrat,negative
"@Candra4smara Memang dari dulu, seandainya Ahok diangkat jadi menteri... 
Dia memilih menteri Bulog... 👍",2023-01-27 00:03:53,NasDem,neutral
"@baringanajah @prastow @PKSejahtera Imbal hasilnya 7,8/tahun  kalau haji nunggu 10 tahun tinggal x10 ,kalau 20 tahun tinggal 7,8 x 20 =",2023-01-27 00:04:01,PKS,neutral
@Deslini2 @Miduk17 Nggak usah dihancurkan dia dah hancur sendiri kok... Lihat saja skrg Nasdem dah nyebrang...,2023-01-27 00:04:19,NasDem,negative
@SantorinisSun turut berduka.......ehh....turut bersuka..🤣,2023-01-27 00:04:26,NasDem,positive
"“Langkah Partai Demokrat &amp; Ketum AHY menetapkan scr resmi Anies Baswedan sbg Bacapres akan memudahkan Partai Demokrat memperoleh caleg² terbaik yg meyakini bhw Anies Baswedan akan memberikan efek ekor jas kpd para bacaleg”
https://t.co/WrSiCT5dFw
Negarawan di uji proses yg rumit https://t.co/gJH8D1yT9e",2023-01-27 00:05:05,PKB,neutral
"@Irwan2yah1 Apa benar ini Kader partai perubahan @NasDem ...
??🤔🇮🇩",2023-01-27 00:05:12,NasDem,negative
@PDemokrat Berubah. Kaya kura2 ninja https://t.co/XViMIPKDMR,2023-01-27 00:05:12,PartaiDemokrat,negative
"@PamanNakal_ @NasDem @aniesbaswedan @PKSejahtera @PDemokrat Baca lagi.. pernyataan tertulis oleh Ketum Demokrat dalam mendukung.. 
🤣🤣🤣 urusan partai dalam pengusungan. 
Berbahagia kolam lihat ini",2023-01-27 00:05:19,PKS,neutral
@sudar586028012 Mkanya Nasdem gerah😂😂,2023-01-27 00:05:21,NasDem,negative
@OposisiCerdas Mungkin toko sebelah di suruh gabung merapat ke anies 👍,2023-01-27 00:05:24,Gerindra,neutral
@abu_waras Kadrun.....boleh bodo tp jangan kebangetan ya,2023-01-27 00:05:25,Golkar,negative
"@musniumar Beli cermin yg lebih bagus lah Mus......

Btw, siapa menabur angin dia bakal menuai badai....

😛😛😛",2023-01-27 00:05:31,NasDem,negative
"@PDemokrat Wakkkkk, pantesan gercep https://t.co/zluP6xvjGy",2023-01-27 00:05:44,PartaiDemokrat,negative
@djokoAdv bahsa serem nya kisas jd orang spt dimn  pun dia berada selalu membwa kejancuran contoh jakarta partai nasdem bahaya itu,2023-01-27 00:05:48,NasDem,negative
@Gerindra Salam Gerindra.. Bangun negri imi,2023-01-27 00:05:54,Gerindra,neutral
"@desita5769 @masexno @Mdy_Asmara1701 @AgusYudhoyono Druuunnnnn... Kaduuuun.
Drone = pesawat tanpa awak.

Kadrun = hakluk hidup tanpa otak https://t.co/LIiXXaCfWT",2023-01-27 00:06:03,PartaiDemokrat,negative
@Syarman59 @PartaiDemokrat @aniesbaswedan @NasDem @Gerindra @DPP_PKB Nganggur nuww Yohanes,2023-01-27 00:06:05,PKB,neutral
"8) Meski menarik bagi tokoh, kata Nyarwi, Golkar juga punya tantangan lain. Nyarwi mengingatkan, makin banyak tokoh yang bergabung, pengelolaan yang akan menjadi kebutuhan. Apalagi, kata dia, jika dikaitkan dgn Pilpres 2024
#partaigolkar #airlanggahartarto #golkarpedia #golkar",2023-01-27 00:06:07,Golkar,neutral
