text,created_at,tag,sentiment
@PuspaHarahap @AndreTa81191419 @Sup14770644Nana @Dennysiregar7 @NasDem Kann gambar nya emang menggambarkan itu,2022-12-07 00:00:00,NasDem,neutral
"Soroti Kemungkinan PKS dan Gerindra Rujuk, Pengamat: Sekutu Abadi! https://t.co/mm1S4iudQY",2022-12-07 00:00:02,Gerindra,neutral
"Ketua Golkar Banten kunjungi Posko sekira pukul 11.00 WIB tepatnya di Kampung Gunung Lanjung 1, Desa Cijedil, Kecamatan Cugenang, Kabupaten Cianjur.

https://t.co/NrxfwAjHSn",2022-12-07 00:00:07,Golkar,neutral
"@tanyarlfes admin Gerindra tetap di hati 

@Gerindra kasi aku duit cpt",2022-12-07 00:00:11,Gerindra,neutral
@sobat_anies Prabowo udah gak level sekarang ...kl mau bagus ayo jadi pendukung aja,2022-12-07 00:00:17,Gerindra,negative
"@KompasTV Emamgnya Nasdem,  ngasi calon yang bukan dari kadernya sendiri.... https://t.co/u7TDRddRzW",2022-12-07 00:00:19,Gerindra,neutral
@NkriUud45 @UsniErlangga @dann84620377 @SangPejuank @JohnVirgoVj @Metdro2 @Mayapada1108 @Rasto66010876 @ermi_purba @PaimoMontok @Kris_Simpati @AntonKu44233833 @Thomastjik @SutayaLili @modien_ganesa @Dewishintasurya @anakranto64 @Lembayung071 @AwYesaya @gustafadi @rmiryanti @hs_meliala @harrycoocaa @Budi_Dharma88 @atiroh07 @Pelangi32224458 @Antaredja1 @Joko1widodo @istidharto @WAHYU_UNIFORM @hamro_s @AriHend95106868 @Hardjoeno @HeriAgustiawan5 @Nr53N74H7N @CrbSira @bambang20020901 @BigDaddy234s @erfinsyafrizal3 @Prihandono72 @SopanEdan @Pemberang1 @OrangBa13921152 @agung_milala @tengkuzainalar1 @PDemokrat @PKSejahtera @NasDem Tolak Anies! https://t.co/qrxF1pZYLq,2022-12-07 00:00:22,PKS,neutral
"@geloraco ini nih yg harus di gugat ,udah mau lengser Masi aja nyari2 muka untuk 3 periode ,dasar muka tembok ingin melanggar konstitusi demi ambisi bodoh https://t.co/xpa8PAdp5O",2022-12-07 00:00:23,NasDem,negative
"@VIVAcoid Oh ternyata dia yg berkhianat toh??! 
@aniesbaswedan @aniesfor2024 @HelmiFelis_ @GeiszChalifah @alisyarief @sutanmangara @bachrum_achmadi @ekowboy2 @putrisakera @musniumar @msaid_didu @RamliRizal @sudirmansaid @Opposite6B90 @NasDem
@Gerindra @PDemokrat @PKSejahtera @KompasTV @CNN",2022-12-07 00:00:26,Gerindra,negative
"@alieeffputra @kompascom @NasDem @Gerindra @aniesbaswedan Kalo dah jadi kadrun emang rada"" semua haha",2022-12-07 00:00:36,Gerindra,negative
@HeryIdris5 @PDemokrat 🤣🤣🤣🤣,2022-12-07 00:00:36,PartaiDemokrat,positive
