text,created_at,tag,sentiment
"@nickynick20_ @paliireona @tanyarlfes Coba analisis aja kak, mbak kamu punya dosen kader golkar ga? Kamu anak tentara bukan? Kakanya pacar kakakmu polisi bukan? 😭",2023-04-09 00:00:09,Golkar,negative
"@andre_rosiade masalah pada rakyat, 
rakyat salah ngasih sedekah https://t.co/yFXgm5d2dv",2023-04-09 00:00:55,Gerindra,negative
"@aminullo7 Hancur?
Rakyat hepi saat libur dg memenuhi tempat2 wisata &amp; berkuliner makanan2 unik yg baru 
Kalau banyak pejabat/politisi yg ditangkap, lihat aja umurnya - pasti dia bukan baru menjabat bro..dah dari dulu. Tapi skr bs ketangkap krn sistem diperbaiki.
PKS, PD, Nasdem sama aja",2023-04-09 00:01:07,NasDem,negative
@PDemokrat Ra urus,2023-04-09 00:02:33,PartaiDemokrat,neutral
@Irwan2yah1 @PDI_Perjuangan @puanmaharani_ri Nyadar ga sich mereka?,2023-04-09 00:02:37,PDI-P,negative
"@tamsul1971 @AB_008_ @jehidayat3 Lu kira Paloh dan orang"" kaya di belakang anies bukan oligarki?, prett!, oligarki yg keok iya, apa dubes  amrik gak ada kepentingan saat kunjungi markas @PKSejahtera ?, boong banget, mereka ngincer Freeport kembali, dan Nikel tentunya, huuuuuuu..... #OposisiTidakLebihBaik",2023-04-09 00:02:54,PKS,negative
"@Chaves1305 @Gerindra @prabowo Wuih.....
Sudah ngk perlu kampanye lagi",2023-04-09 00:03:06,Gerindra,positive
"@geloraco Wooii gak mampu ngurus koalisi, bawa2 pak jokowi, zulhas zulhas keliatan kalian sdh mau kalahah dengan koalisinya PERUBAHAN, dibawah 3 partai NASDEM, PKS, DEMOKRAT",2023-04-09 00:03:45,NasDem,negative
"@marlina_idha Kebo moncrot galau, didandani spt apa jg tetap gudhel tidak payu. https://t.co/8mq4M29d5Q",2023-04-09 00:04:31,PartaiDemokrat,negative
@Gerindra Ayoo berubah. rezim ini minim manfaat buat rakyat! Nyaring tapi kosong.,2023-04-09 00:05:14,Gerindra,negative
"Sinyal kuat dukungan untuk maju sebagai cawapres 2024 datang dari Partai Amanat Nasional untuk menteri BUMN Erick Thohir.
PAN dengan konstituen dan para kadernya, sangat berharap agar @erickthohir bisa dimajukan sebagai cawapres 2024 dari partainya.
#BangkitBersamaET https://t.co/jATwJv8DPN",2023-04-09 00:05:34,PAN,positive
@Gerindra Urus saja kebon singkong yg tak pernah jdi itu,2023-04-09 00:05:36,Gerindra,negative
@__AnakKolong @achmadfauzi_wy @PDI_Perjuangan @budimandjatmiko Gusti Alam mugi rakyat Indonesia enggal da cerdas,2023-04-09 00:05:59,PDI-P,negative
