text,created_at,tag,sentiment
"@aniesbaswedan @NasDem @PKSejahtera @PDemokrat Insya Allah Pak Anies, kami mulai dari keluarga untuk mendukung dan mendoakan Bapak jadi pemimpib kami",2023-05-03 00:00:01,PKS,neutral
"Simak HEADLINE terbaru hari ini.
https://t.co/lGVk7ul4dD",2023-05-03 00:00:01,Gerindra,neutral
@PDI_Perjuangan join https://t.co/QkpM4Klouy,2023-05-03 00:00:03,PDI-P,neutral
@PDI_Perjuangan https://t.co/gwfbNVBop2,2023-05-03 00:00:09,PDI-P,neutral
@PDI_Perjuangan join wir https://t.co/Ind5VZSRjx,2023-05-03 00:00:20,PDI-P,neutral
@Donkol_Maning @Muhamma87797214 @aniesbaswedan @NasDem @PKSejahtera @PDemokrat Memang bloon..baru tau y klo pendukungnya pada blo'on karna kebanyakan nonton Bokep,2023-05-03 00:00:24,PKS,negative
"Teruskan, bisa menang ini Pak Prabowo kalau unggul head to head. pilpres2024 dekade08 mendingprabowo terusmajubersamaprabowo

Prabowo Pilihannya
Prabowo Pemimpin Negeri

@prabowo @gerindra https://t.co/Y8xjZXVaU8",2023-05-03 00:00:27,Gerindra,positive
"Ini bak pertarungan laut dangkal di laut koral...
Armada kapal induk yg saling berburu dan kapal jugernaut besar yang diburu. Siapa yg bisa menemukan lebih dahulu posisi yg tepat akan memenangkan perang walau dan pertempuran akan imbang atau kalah (pertempuran sosmed)",2023-05-03 00:00:33,NasDem,positive
"@hc_poirot Dari metro tv kita jadi tahu siapa itu Jokowi,media yang selalu mengangkat dan memuja wong solo saat itu dan bikin orang2 tertipu,sekarang saatnya Nasdem harus realistis dan pimpin perubahan Indonesia.",2023-05-03 00:00:35,NasDem,negative
"Ketua Umum Partai Gerindra Prabowo Subianto mengajak semua pihak untuk bekerjasama, termasuk Wantimpres Wiranto. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo",2023-05-03 00:00:39,Gerindra,neutral
"@yusuf_dumdum BUZZERP KE POJOK CARA MENJUAL ALAT, AKHIRNYA PETINGGI PETINGGI BUZERP MENURUNKAN PAK JIKOWI KE LAPANGAN ,MEMBANTU BERJUANG😂 https://t.co/JNGQnWxt8g",2023-05-03 00:00:40,NasDem,positive
"Ketua Umum Partai Gerindra Prabowo Subianto mengajak semua pihak untuk bekerjasama, termasuk Wantimpres Wiranto. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo",2023-05-03 00:00:43,Gerindra,neutral
@1973Suharjito @PDI_Perjuangan Siap Mas,2023-05-03 00:00:50,PDI-P,positive
"Dedi Kurnia Syah: Pertemuan Istana Kode Jokowi akan Bersihkan Kader Nasdem di Kabinetnya
https://t.co/fHqw2295VR",2023-05-03 00:00:51,NasDem,neutral
"@andre_rosiade Kami pilih pak Anies Baswedan aja, kalau pak Prabowo jadi penasehat nya aja karena sudah tua",2023-05-03 00:00:56,Gerindra,negative
"Ketua Umum Partai Gerindra Prabowo Subianto disarankan menggandeng tokoh Islam, untuk mempermudah memenangkan Pilpres 2024. pilpres2024 dekade08 mendingprabowo terusmajubersamaprabowo",2023-05-03 00:01:00,Gerindra,neutral
"@Ombahku @geloraco @jokowi @Official_PAN @Golkar5 @Gerindra @DPP_PPP @PDI_Perjuangan @DPP_PKB @PKSejahtera Walaupun di tag ribuan kali ga bakalan di gubris, krn menurutku ""hatinya sudah membatu""",2023-05-03 00:01:04,PKB,negative
@wandystjk2 PKS kalau halu coba pake argo,2023-05-03 00:01:07,Golkar,neutral
@aniesbaswedan @NasDem @PKSejahtera @PDemokrat #AniesForPresidentRI2024 bersama rakyat untuk perubahan Indonesia yang berkeadilan https://t.co/Yu0jC2H9Py,2023-05-03 00:01:09,PKS,neutral
"@geloraco @pramonoanung @setkabgoid  kl @jokowi gpp gak netral yaa ??
https://t.co/5dBz8wYq1W",2023-05-03 00:01:09,NasDem,neutral
"Prabowo menjelaskan, Gerindra selalu terbuka terhadap orang-orang yang tertarik bergabung dengan mereka. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo",2023-05-03 00:01:16,Gerindra,neutral
@aniesbaswedan @NasDem @PKSejahtera @PDemokrat Ini kelakuan buzzer mu ? https://t.co/yCnkVprtpn,2023-05-03 00:01:27,PKS,negative
Wiranto datang untuk menemui Ketua Umum Partai Gerindra Prabowo Subianto. pilpres2024 dekade08 mendingprabowo terusmajubersamaprabowo,2023-05-03 00:01:28,Gerindra,neutral
"Prabowo menjelaskan, Gerindra selalu terbuka terhadap orang-orang yang tertarik bergabung dengan mereka. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo",2023-05-03 00:01:29,Gerindra,neutral
@DPR_RI @FraksiPKB @DPP_PKB @dpwpkbjatim_ @PkbBanyuwangi #nasimkhanindonesianki https://t.co/PzXPQjSTx0,2023-05-03 00:01:29,PKB,neutral
"Prabowo menjelaskan, Gerindra selalu terbuka terhadap orang-orang yang tertarik bergabung dengan mereka. pilpres2024 dekade08 mendingprabowo terusmajubersamaprabowo",2023-05-03 00:01:34,Gerindra,neutral
Prabowo bahkan menyinggung seragam yang Wiranto kenakan mirip dengan seragam Gerindra yang berwarna putih dan cokelat. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo,2023-05-03 00:01:39,Gerindra,neutral
Prabowo bahkan menyinggung seragam yang Wiranto kenakan mirip dengan seragam Gerindra yang berwarna putih dan cokelat. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo,2023-05-03 00:01:45,Gerindra,neutral
"@Herzaky__MP @jokowi Ini yang ngomong orang @PKSejahtera lho...
PEMBOHONG aja kalo tidak menggunakan ISTANA untuk kepentingan partai.

*Saat itu presiden kena kasus SAPI.

https://t.co/gT81YpKBvc https://t.co/ijltTxkria",2023-05-03 00:01:46,PKS,negative
@andre_rosiade Iya Ndree..tapi itu kan hny mimpi seorg uztad..😂,2023-05-03 00:01:46,Gerindra,negative
Wiranto mendukung penuh Ketua Umum Partai Gerindra Prabowo Subianto untuk maju sebagai capres di Pemilihan Presiden (Pilpres) 2024. pilpres2024 dekade08 mendingprabowo terusmajubersamaprabowo,2023-05-03 00:01:48,Gerindra,neutral
"Prabowo menjelaskan, Gerindra selalu terbuka terhadap orang-orang yang tertarik bergabung dengan mereka. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo",2023-05-03 00:01:49,Gerindra,neutral
"@Miduk17 Kasian amat miduk mikirnya secetek ini. Udah tau nasdem nyalonin anis yg antitesa jokowi, ya pasti hitungannya matang .... Dikira SP sekelas giring kali ya",2023-05-03 00:01:50,NasDem,negative
Prabowo bahkan menyinggung seragam yang Wiranto kenakan mirip dengan seragam Gerindra yang berwarna putih dan cokelat. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo,2023-05-03 00:02:01,Gerindra,neutral
