text,created_at,tag,sentiment
"Partai NasDem konsisten mendukung pemerintahan Presiden Joko Widodo dan Wakil Presiden Ma'ruf Amin hingga akhir. NasDem memegang teguh komitmen tersebut

#nasdem #jokowi #pemilu2024

https://t.co/zUNpZIK24r",2023-05-05 00:00:01,NasDem,positive
"Impo terbaru dri abang nasi golkar dpn pabrik
Pake telor 11K
Plus gorengan atu 12K 

Yg pake gorengan celup ke sambel nya plus duarebu @AdityaA81585183",2023-05-05 00:00:11,Golkar,positive
@Bambangelf @cakimiNOW @masfaisolriza Plus golkar akan semakin gemuk. Mestinya.,2023-05-05 00:00:17,Golkar,negative
Bahkan terdapat dugaan bahwa Partai NasDem bisa saja melepas dukungan kepada Anies di penghujung waktu.,2023-05-05 00:00:18,NasDem,negative
Diskursus itu membawa kita untuk melihat serius Partai NasDem sebagai partai pertama yang mendukung Anies sebagai capres. https://t.co/2ObJl0jiRh,2023-05-05 00:00:44,NasDem,neutral
"Menurut hasil survei Charta Politika Indonesia, elektabilitas gubernur Jateng @ganjarpranowo terus meningkat pasca dideklarasikan oleh PDI-P sebagai capres. 
Ayo kita dukung terus pak Ganjar biar elektabilitas terus melejit ✊✊🔥🔥
#GanjarMenangTotal https://t.co/5y5XPQE24V",2023-05-05 00:00:55,PDI-P,positive
@yusuf_dumdum @ganjarpranowo @PDI_Perjuangan https://t.co/efB8VBV7oA,2023-05-05 00:00:58,PDI-P,neutral
@Tan_Mar3M bu susi cocoknya jadi menteri,2023-05-05 00:01:01,NasDem,neutral
"@bprakoso3571 @YanHarahap @AgusYudhoyono Ngoceh bau z nich s @YanHarahap ~  tpi wajar,,,namanya juga pnjilat... https://t.co/VI63BKD0Ln",2023-05-05 00:01:05,PartaiDemokrat,negative
"Menjelang Pilpres 2024, Anies harus membangun personal branding yang kuat. https://t.co/PIGrAPXwin",2023-05-05 00:01:12,NasDem,neutral
@RagilSemar Itu urusan grindra cuman saya masih salut setau saya ga ada kader grindra yg tersandung kasus korupsi tapi pemilu nanta saya pilih pak Anis sudah kecewa sama pak prabowo,2023-05-05 00:01:15,Gerindra,negative
@yusuf_dumdum @ganjarpranowo @PDI_Perjuangan Sm tolol ny lu.. https://t.co/li9pH7mBmm,2023-05-05 00:01:19,PDI-P,negative
@are_inismyname @MuzaniGerindra @AndreasSolusi @bengkeldodo @BANGSAygSUJUD @Lacak08 @Chaves1305 @Kimberley_2024 @Alie_Fahnoor @florieliciouss @Gerindra Tapi yg kalah jgn prngan jadi menteri yak...,2023-05-05 00:01:19,Gerindra,negative
"@CNNIndonesia PKS ini lagi ngelindur, suara gerindra dan capres Prabowo lebih kuat dibanding Anies dan partainya...ngomong nya ngelantur PKS ini kasihan",2023-05-05 00:01:38,Gerindra,negative
"@Hiburanajaaya81 @__AnakKolong @yudhapati88 @PDI_Perjuangan Kalau gak ada kasus kuda tuli y gak ada PDIP mas Bos😁 peran Moerdhani hy 15% lewat saran pd Ibu Ketum, Jasa terbesar buat PDIP itu Simpatisan para pemuda2i yg siang malam jg rmh Ibu Ketum (sblm penyerbuan KudaTuli) yg dimotori Roy BB janis &amp; ..........",2023-05-05 00:01:42,PDI-P,positive
@PDI_Perjuangan Dan terimakasih juga kami sampaikan jika ada diantara masyarakat Indonesia yg melihat perkumpulan seperti mereka mohon agar di tertibkan sebab itu sangat menggangu sekali ketertiban bagi masyarakat umum.🙏🙏🙏 https://t.co/UxvnKzH6Tk,2023-05-05 00:01:52,PDI-P,negative
"@VeelaaRhie @PKSejahtera @jokowi Ini akibat @PARTAIBURUH nggak dukung Capres @FPKSDPRRI 

😁😁😁",2023-05-05 00:01:56,PKS,negative
"Menariknya, kepentingan itu sepertinya terhambat oleh Surya Paloh. NasDem menghindari ketegangan dengan pemerintah. https://t.co/H2xni67k7Q",2023-05-05 00:02:06,NasDem,neutral
@EdiArif96983478 @VeelaaRhie @PKSejahtera @jokowi Masak Menteri oposan jg? https://t.co/RMjtwB8ozC,2023-05-05 00:02:30,PKS,negative
"@tukangkritik99 @blank0429 Wkt kcl smpet berpkr bgtu, ini knp golkar mlu (prtai penguasa wkt tu) yg mnang. Mkanya dulu sering ikut pawai klo g dr pdi y ppp. Seru2an dan GA NGERTI apa2 mslh politik. Tp semakin kesni dan mlai menua. Ke""curang""an jmn dlu yg gw rasain tak membawa sengsara timbang sekarang.🤔",2023-05-05 00:02:31,Golkar,negative
"Paloh juga tidak menghadiri deklarasi rekan koalisi, yakni PKS dan Demokrat, ketika mendeklarasikan dukungan terhadap Anies. https://t.co/7KT6DTiTdX",2023-05-05 00:02:31,NasDem,neutral
@Tan_Mar3M setujaaa,2023-05-05 00:02:48,NasDem,positive
@PDI_Perjuangan https://t.co/6S74K9y2bB,2023-05-05 00:02:59,PDI-P,neutral
@Miduk17 Apa yg ditampilkan bkn yg terbaik... Sepertinya akan ada gebrakan golkar-nasdem-demokrat dkk 😁,2023-05-05 00:02:59,Golkar,neutral
"@PDI_Perjuangan Hanya orang bodoh memilih kader PDIP untuk menjadi presiden,,tdk kapok kalian di tipu petugas partai, premium hilang, pajak naik,gas naik beras naik,uu ciptaker di sahkan, koruptor semakin parah, hutang semakin tinggi, TKA cina menggusur pribumi..itukah yg di bilang puas",2023-05-05 00:03:03,PDI-P,negative
@HidayatNatari 🤣🤣🤣,2023-05-05 00:03:26,Golkar,positive
@Official_PAN @ZUL_Hasan @airlangga_hrt @cakimiNOW @prabowo 5 cowok kadaluwarsa yang takut kehilangan jabatan,2023-05-05 00:03:26,PAN,negative
@VeelaaRhie @PKSejahtera @jokowi Biasanya kl mrk nilai minus berarti kebalikannya sgt bagus!,2023-05-05 00:03:37,PKS,positive
"Berbagai variabel mencurigakan tersebut melahirkan sebuah kesimpulan deduktif yang menarik. Mungkinkah Anies selama ini dimanfaatkan NasDem untuk mendapatkan efek ekor jas? Share your thoughts in the replies ya! ✌🏼 👀

Link: https://t.co/ve7RM6NEPS https://t.co/nbuzLowFO5",2023-05-05 00:03:37,NasDem,neutral
"Keluarga Besar @PDemokrat kedatangan Ketum @DPP_PKB @cakimiNOW. Meski ada perbedaan, sejatinya semangat kami sama; ingin Pemilu 2024 berjalan dgn adil dan demokratis &amp; berupaya menghadirkan kesejahteraan rakyat.
@AgusYudhoyono @Herzaky__MP @TaufikRendusara @ZainahHaddad @RoyJp69 https://t.co/iVkSFPZRQh",2023-05-05 00:03:44,PKB,positive
@qiekio @ganjarpranowo @gusmusgusmu @jokowi @PDI_Perjuangan Nggak punya otak tapi bisa milih presiden sehebat Jokowi....🤣🤣,2023-05-05 00:04:31,PDI-P,positive
"@DalamIstana Lebih condong ke ET sepertinya, ET Menteri andalan dan kepercayaan Jokowi, karena berhasil menyelesaikan beberapa penugasan strategis.",2023-05-05 00:04:39,Gerindra,positive
@democrazymedia Lanjutkan,2023-05-05 00:04:49,NasDem,neutral
"@yusuf_dumdum Alhamdulillah, jd udh ga ada yg abu2 lg ya...minggir yg ga mw di demokrat",2023-05-05 00:05:06,PartaiDemokrat,negative
"@STresnowat1 Emang Nasdem dan Demokrat jadi dukung Anies???

😄😄😄",2023-05-05 00:05:31,NasDem,negative
@Chaves1305 @prabowo @Gerindra Udah ku follow tu Bang di TT,2023-05-05 00:05:50,Gerindra,neutral
@yusuf_dumdum @ganjarpranowo @PDI_Perjuangan Kalau sudah teratas tenang2 sajalah pendukungnya.....jangan grasak grusuk tiap hari kerjaannya bahas Anis 😂😂😂😂😂👍👍👍👍,2023-05-05 00:05:57,PDI-P,negative
@PKSejahtera Ujung²nya klompok sendiri,2023-05-05 00:06:00,PKS,negative
"Pilpres 2024 Pertarungan Cawapres, Golkar Disarankan Bentuk Poros Baru Bersama PKS #BacaRMOL https://t.co/vHx20vH6Hp",2023-05-05 00:06:02,Golkar,neutral
@onelugm WKWKWKKWKWKWKWKWKW,2023-05-05 00:06:03,Golkar,neutral
"@__AnakKolong @yangmi3prnew @PDI_Perjuangan Mati pun beliau tdk takut, stelah ada seorg ratu besar beliau ingin mati dgn ikhlas, sosok yg aku cintai juga klg besar nya, percayalah iman nya cinta NKRI melebihi gunung.
RIP Yong Sulawesi Ben.thiong Luwuk atau https://t.co/Y58Crdy6nC Murdani.",2023-05-05 00:06:08,PDI-P,positive
"@Mulyawans07gma2 @__AnakKolong @PDI_Perjuangan Bir Temu Lawak, jika ngga kuat 'mikir' nglarakake awak ... Gusti Alloh ngga maen Twitter",2023-05-05 00:06:16,PDI-P,negative
"PARTAI BINGUNG SOK BUAT KEJUTAN, paling AHY yg diusung jd cawapres😂😂😂

Partai NasDem mengatakan Cawapres Anies Baswedan bakal menjadi kejutan yang membuat semua orang terkejut. PKS meyakini kejutan itu akan membawa kemenangan.

 https://t.co/VM51Fr2xYh",2023-05-05 00:06:17,NasDem,positive
@Mdy_Asmara1701 Sama sekali gk,2023-05-05 00:06:27,NasDem,negative
"@Bambang_Budimab @YanHarahap Curang treak curang....
2 x komisioner @KPU_ID yg d recruit olh @SBYudhoyono tu b bgabung dgn @PDemokrat 
Yg satu akhirnya jdi koruptor,,,satunya lgi....(tnya sma prof @mohmahfudmd)",2023-05-05 00:06:32,PartaiDemokrat,negative
"@KompasTV Sudah punya koalisi sendiri tetapi para menteri masih ada dikabinet saat ini, politik terkadang unik",2023-05-05 00:06:39,NasDem,neutral
"@msaid_didu BOHONG !!!
@NasDem @aniesbaswedan https://t.co/AUgXZMQdkQ",2023-05-05 00:06:44,NasDem,neutral
@ch_chotimah2 Gak ngaruh om https://t.co/5TjP6ErjO7,2023-05-05 00:07:31,PartaiDemokrat,negative
"@VIVAcoid Artinya kan yg dibahas kan soal capres dan mungkin cawapres Ganjar Pranowo | kalau bahas masalah pemerintahan mustinya perwakilan Nasdem diundang | secara Nasdem bagian dari pemerintahan.
Ya sudahlah... Orang ini terkadang antara ucapan dan sikap tidak sesuai, tergantung arahan.",2023-05-05 00:08:04,NasDem,negative
@Gerindra Prabowo Presiden Gerindra Menang,2023-05-05 00:08:11,Gerindra,neutral
Ketua Umum Partai Gerindra Prabowo Subianto (@prabowo) tak menyerah meski ada pihak yang meledek langkahnya maju kembali menjadi calon presiden (capres) di Pilpres 2024.,2023-05-05 00:08:16,Gerindra,neutral
@choymarkochoy @aniesbaswedan Hati2 pak..sekrg Menteri Pertanian itu kader dari @NasDem memang ada .asalah dgn Pertanian pak? Apakah di campuri oleh partai yg mengusung bapak kah..kalau menurut penglihatan bapak begitu?? Hati2 berkomitmen dn ber komentar bang SP nanti ngambek bubar semua rencana,2023-05-05 00:08:24,NasDem,negative
@__AnakKolong @PDI_Perjuangan Panggilan kecilnya : Bang Ben,2023-05-05 00:08:34,PDI-P,neutral
"Sebelumnya, politisi PDIP yang juga Koordinator Relawan Pemenangan Ganjar Pranowo Adian Napitupulu menyindir PDIP tak takut kalau hanya berhadapan dengan Prabowo yang selalu kalah di ajang pilpres.",2023-05-05 00:08:39,Gerindra,neutral
@Jelli_cent @PDI_Perjuangan https://t.co/wQNIrxQESG,2023-05-05 00:09:14,PDI-P,neutral
@yusuf_dumdum @ganjarpranowo @PDI_Perjuangan https://t.co/bVwjCbC0kG,2023-05-05 00:09:56,PDI-P,neutral
@HidayatNatari Kebanyakan makan kedongdong,2023-05-05 00:10:09,Golkar,negative
"@Mdy_Asmara1701 Ditunggu kejutannya, semoga mengejutkan.
jadi kita bisa terkejut dengan kejutannya yang katanya akan mengejutkan",2023-05-05 00:10:28,NasDem,positive
@detikcom Jenius tapi kok naif tindakannya?,2023-05-05 00:10:37,NasDem,negative
"@mediaindonesia Tenggelamkan
jongos oligarki korup rezim diktator terkejam masalalu.n kaum intoleran
NII,DI TII, HTI,FPI, TERORIS=PKI https://t.co/ZV8etZKsA8",2023-05-05 00:10:38,PartaiDemokrat,negative
"@fadlizon @prabowo Udah ga laku , udahlahh pak @prabowo dan @Gerindra baiknya merapat saja bersama rakyat dukung perubahan bukan melanjutkan pemerintahan yg bobrok... Malu malu",2023-05-05 00:10:49,Gerindra,negative
@alisyarief @DemangLehman2 GOLKAR &amp; PKB PUNYA TUGAS KHUSUS MENGOYAK KPP,2023-05-05 00:10:56,Golkar,negative
@onelugm nasi bantengnya mana,2023-05-05 00:11:14,Golkar,negative
@keuangannews_id @NasDem bagaimana nih :),2023-05-05 00:11:26,NasDem,neutral
@Mdy_Asmara1701 Mencengangkan!! https://t.co/yspKLaI7Fu,2023-05-05 00:11:33,NasDem,positive
@Moch_herianto @NasDem 🤣🤣🤣,2023-05-05 00:11:40,NasDem,positive
"@IndonesiaB001 @Dani09143174 @VeelaaRhie @jokowi @mprgoid @PDI_Perjuangan @prabowo @ganjarpranowo @aniesbaswedan Awalnya respect dgn @jokowi yg berani penuhi tuntutan reformasi Pemberantasan korupsi dgn cara pisahin pengelola pendapatan &amp; belanja negara tapi ditengah jalan menkeu diganti jadi mikir siapa ""invisible hand"" yg menpengaruhi beliau.",2023-05-05 00:11:41,PDI-P,negative
@DalamIstana https://t.co/34LJTiZgMt,2023-05-05 00:11:51,Gerindra,neutral
"@Official_PAN @ZUL_Hasan @airlangga_hrt @cakimiNOW @prabowo 5 ketum partai ini akan dukung Ganjar, bkin Anis nyungsep... 
Pendukung Anis panik, trs bkin hoaks dan fitnah ke ganjar.",2023-05-05 00:11:59,PAN,negative
@Laksmana79 @Mdy_Asmara1701 Keturunan pribumi asli menerima 100% pribumi keturuan arab. Beda yg dari tiongkok yg merasa kelasnya lebih tinggi dari pribumi lainnya..,2023-05-05 00:12:02,NasDem,negative
"@NasDem @aniesbaswedan Sumur Resapan jg baik 🙂👍
Baik untuk penyerapan anggaran",2023-05-05 00:12:09,NasDem,positive
Gus Muhaimin Pemersatu Tokoh Jawa Timur... @cakimiNOW @DPP_PKB @zainul_munas https://t.co/QFOnmjmaTy,2023-05-05 00:12:22,PKB,neutral
"Pilpres 2024 Pertarungan Cawapres, Golkar Disarankan Bentuk Poros Baru Bersama PKS https://t.co/fk7NWzMuBU @rmol_id @Golkar5 @PartaiGolkar",2023-05-05 00:12:30,Golkar,neutral
@mas_djono @cakimiNOW @masfaisolriza Insya Allah semua akan makin gemuk 😁,2023-05-05 00:12:39,Golkar,negative
@Muhamma87797214 @NasDem @aniesbaswedan Berat lo...juara 3 secara bertahan 🤣🤣🤣🤣🤣,2023-05-05 00:12:40,NasDem,positive
"@HidayatNatari Klo bgitu adanya' saya pribadi akan golput dan rakyat mudah mudahan sama , kita tulis di surat suara nama @aniesbaswedan , Fahri Hamzah jgn dan partai partai lainya jgn sok",2023-05-05 00:13:07,Golkar,neutral
"@OposisiCerdas Melihat mondar mandirnya partai istana ke Demokrat , jelas memang mereka hendak mendekati Demokrat dengan begitu meninggalkan koalisinya , nanti gantian ke Nasdem dan PKS strategi belah bambu emang kentara",2023-05-05 00:13:19,NasDem,neutral
