text,created_at,tag,sentiment
@soen_cak @PKSejahtera @PDemokrat @musniumar (((di didinding))) hadehhh....prosesor,2022-12-12 00:00:04,PKS,negative
@ndoroAtmo @Ria26720599 Kadrun Nasdem tukang nyinyir lagi klimpungan https://t.co/O9jvjx5ORs,2022-12-12 00:00:15,NasDem,negative
@SAPAR752 @akbarfaizal68 @NasDem https://t.co/gzzc5Kmv06,2022-12-12 00:00:17,NasDem,neutral
Elektabilitas Ketua Umum Partai Gerindra Prabowo Subianto dan Menteri BUMN Erick Thohir terus menguat jelas ganti tahun menuju Pilpres 2024. Mending Prabowo https://t.co/t5vlbEF3LU dekade08,2022-12-12 00:00:18,Gerindra,neutral
"Kembali Salurkan Bantuan ke Cianjur, Gerindra: Pak Prabowo Ingatkan Selalu Ringankan Beban Rakyat. Mending Prabowo https://t.co/yKKXaOkncx dekade08",2022-12-12 00:00:22,Gerindra,neutral
@marlina_idha @NasDem Ewako!!!!,2022-12-12 00:00:27,NasDem,negative
"@aan_muba @PKSejahtera @PartaiDemokrat @musniumar @MardaniAliSera @panca66 Kayanya kode keras, mereka tdk baik baik saja,",2022-12-12 00:00:40,PKS,negative
"Detik-detik SBY Sekeluarga Hadiri Pernikahan Kaesang, Tanda Demokrat Jadi ‘Tukar Guling’ dengan NasDem? https://t.co/Hx5iWI56Xe",2022-12-12 00:00:53,NasDem,neutral
"Detik-detik SBY Sekeluarga Hadiri Pernikahan Kaesang, Tanda Demokrat Jadi ‘Tukar Guling’ dengan NasDem? https://t.co/Vr8oT5djaI",2022-12-12 00:00:55,NasDem,neutral
keren ah ini @NasDem @PemudaNasDem @aniesbaswedan @RIndonesianies @Relawananies @anies_2024 @AniesPresiden @aniesfor2024 @daganoer @Aniesaja13 @ForAnies https://t.co/oQw5LL2RMt,2022-12-12 00:01:24,NasDem,positive
@elyaksha @PDemokrat Sirik tanda tak mampu  🤣🤣,2022-12-12 00:01:29,PartaiDemokrat,negative
@caul_tanjung Sepertinya Nasdem menebus dosa masalalu memperkenalkan capres yg bnyak memboongi rkyt prestasi palsu janji palsu mrkyt palsu ! Bagai mana dgn Anies?apakh juga seperti yg terjadi pada masalalu capres pemboong!,2022-12-12 00:01:44,NasDem,negative
@NasDem Doorprize yg dpt siapa om ?,2022-12-12 00:02:12,NasDem,neutral
@geloraco Makanya kalau Mendukung /Support jangan Congor dan minta Jatah kursi doang tapi buktikan dengan perbuatan juga Modal. Contoh tuh 👉 NASDEM👍,2022-12-12 00:02:18,NasDem,negative
"""Ini sangat berarti bagi Cianjur. Terimakasih dan semoga ini semua bisa menjadi amal saleh,"" tutur Suherman. Mending Prabowo https://t.co/jjLIAjiyyZ dekade08",2022-12-12 00:02:19,Gerindra,positive
Duet Ketua Umum Partai Gerindra Prabowo Subianto dan Menteri BUMN Erick Thohir terus menunjukkan hasil sinergi positif. Mending Prabowo https://t.co/SMsq5WWyKN dekade08,2022-12-12 00:02:20,Gerindra,neutral
