text,created_at,tag,sentiment
"@cakimiNOW 
@DPP_PKB 
@azhar_arsyad 
@sulsel_01 https://t.co/Hqvzl411DR",2023-03-05 00:00:14,PKB,neutral
"@Shalihin_NAD @aniesbaswedan @NasDem @PDemokrat @PKSejahtera @DPP_PartaiUmmat @AgusYudhoyono Sandi itu penghianat,kalau Anies diduetkan saya tidak pilih,banyak yg lain bisa kang Aher,AHY, dll",2023-03-05 00:00:53,PKS,negative
"@StefanAntonio__ @aniesbaswedan Dear..
@NasDem 
@tatakujiyati 
@musniumar 
@bachrum_achmadi 
@Mdy_Asmara1701 
@ekowboy2 
@AndiSinulingga 
@helmifelis 
@restycayah2 
@alisyarief 
@Relawananies 
@faktaanies 
Gw cuma mau bilang;  Anies Baswedan Bajingan !!

*Mohon maaf kpd buzzer2 Anies yg tdk gw sebutkan
🤣🤣🤣",2023-03-05 00:01:21,NasDem,neutral
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Menarik tapi masalahnya cuma satu, pak.. Kalo nama beliau disebut pertama yang saya ingat: Gk becus kerja.. Licin.. Culas..",2023-03-05 00:01:31,PKS,negative
"Prabowo Subianto : Jokowi Sebut Prabowo Subianto Termasuk 'Pemimpin Berambut Putih', Gerindra: Amin! - detikJateng https://t.co/W1yIuVPod6 #PrabowoUnggul #BangkitBersama",2023-03-05 00:01:33,Gerindra,neutral
@Kania2112_ Kalo biru nasdem ya beb... 😋,2023-03-05 00:01:33,NasDem,neutral
Prabowo Subianto : Budisatrio Djiwandono: Loyalitas Pak Prabowo Subianto Mengakar Hingga ... - FRAKSI GERINDRA https://t.co/qqQMxdtEIt #PrabowoUnggul #BangkitBersama,2023-03-05 00:01:35,Gerindra,neutral
"#SobatDemokrat DPC Demokrat Prabumulih berkomitmen untuk hadir ditengah-tengah masyarakat serta akan sll membantu warga yang sedang kesusahan.
@AgusYudhoyono https://t.co/dObwYjvgKK",2023-03-05 00:01:45,PartaiDemokrat,neutral
@msaid_didu @mohmahfudmd Melawan dr dalam kayaknya susah...harus keluar dulu..para nabi melawan itu dari luar...berapa Musa sudah di dalam tapi kemudian keluar dan melawan...Muhammad demikian keluar ke Madinah lalu melawan..,2023-03-05 00:02:21,Golkar,negative
@ILCTalkshow @aniesbaswedan @AgusYudhoyono @KhofifahIP @sandiuno @puanmaharani_ri cucokny sm puan biar bs berteletubis,2023-03-05 00:02:39,PartaiDemokrat,positive
"@budimandjatmiko @PDI_Perjuangan @66Hasto Proses persiapan sampai pd pemilu2024 lebih didambakan rakyat bila terlaksana secara jurdil!

Bukan soal cepat lambatnya, namun Pemenuhan RASA KEADILAN bagi segenap Rakyat Bangsa Indonesia!

_Papua Monitor_",2023-03-05 00:02:45,PDI-P,positive
"Ketua DPP Partai NasDem Willy Aditya mengatakan Ketua Umum Partai NasDem Surya Paloh dijadwalkan akan menemui  Ketua Umum Partai Gerindra Prabowo Subianto di Hambalang, Jawa Barat, Minggu (5/3/2023) #kepo
https://t.co/iTbFXFagnT",2023-03-05 00:03:10,Gerindra,neutral
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI In Syaa Allah bersama PKS &amp; Anies Rasyid Baswedan menuju Indonesia 🇮🇩 2024 untuk perubahan yang lebih baik,2023-03-05 00:03:18,PKS,neutral
@yusuf_dumdum Kalau gak salah Kurtubi ini orang Nasdem. Coba suruh dia tanya ke Anies knp bagi2 tanah ke warga plumpang..,2023-03-05 00:04:12,NasDem,negative
@ILCTalkshow @aniesbaswedan @AgusYudhoyono @KhofifahIP @sandiuno @puanmaharani_ri Novel bamukim cocok..@karniilyas buzzer wan abud.🖕,2023-03-05 00:04:42,PartaiDemokrat,negative
"@msaid_didu @mohmahfudmd Sandiwara apalagi sih ?
Komentar nya pak , teriakan Sobari dkk yang ngotot mau 3 kali ?",2023-03-05 00:04:51,Golkar,negative
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Betul sekali, pasti berubah lah. Yang sudah bagus jadi rusak ditangan si yohanes BasEdan🙄😏",2023-03-05 00:05:15,PKS,negative
"@msaid_didu @mohmahfudmd Rejim baru tugasnya mengusut dan tangkap pembuat onar, keresahan.",2023-03-05 00:05:27,Golkar,neutral
@alextham878 IMB sementara di area zona bahaya .. legalisir pemprov menimbulkan bencana  @aniesbaswedan benih yg kau tabur dulu ..  silakan menuai sekarang .. enjoy ur laif .. @Mdy_Asmara1701 @tatakujiyati @GeiszChalifah @NasDem @PKSejahtera @PDemokrat 🙌🏽🙌🏽👏🏼👏🏼👌🏼👍🏽 .. https://t.co/EF8cQKx7GR,2023-03-05 00:05:33,PKS,positive
@cakimiNOW @DPP_PKB https://t.co/UnbWw6lIcP,2023-03-05 00:06:48,PKB,neutral
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI ogah,2023-03-05 00:07:18,PKS,neutral
@alex_suprijadi @MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Parah..bener2 parah loe wan..gua beli 1klg 70g pake bertaun2 gak hbs2..terus 10kg di pake buat apaaaa.. https://t.co/GAfrV2i5dS,2023-03-05 00:07:33,PKS,negative
Prabowo Subianto : Prabowo Subianto Gendong dan Kecup Sayang Anak-anak Terdampak ... - FRAKSI GERINDRA https://t.co/2BbHTesXjY #PrabowoUnggul #PrabowoSubianto #BangkitBersama,2023-03-05 00:07:34,Gerindra,neutral
"Prabowo Subianto : Gerindra dan PKB Koalisi, Budisatrio: Prabowo Subianto-Cak Imin Resmikan ... - FRAKSI GERINDRA https://t.co/L6i3rPUlrH #PrabowoUnggul #PrabowoSubianto #BangkitBersama",2023-03-05 00:07:35,Gerindra,neutral
Bagaimana pertanggungjawaban @aniesbaswedan untuk para korban tersebut wahai @NasDem? Karena demi jadi Gubernur dia mengabaikan keselamatan masyarakat dengan menandatangani Kontrak Politik dengan masyarakat tanah merah. https://t.co/qc3MrdQOTM,2023-03-05 00:07:38,NasDem,negative
@AgusYudhoyono @tulusm https://t.co/llQfqmDm1B,2023-03-05 00:07:46,PartaiDemokrat,neutral
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Perubahan menyetop IKN atau melanjutkan IKN ?
Mana yg bnr ?",2023-03-05 00:07:47,PKS,negative
"Sahabat Demokrat Kota Cirebon,

Demokrat S14P memperjuangkan Perubahan dan Perbaikan

Dian Novitasari, S.Kom
Ketua DPC Partai Demokrat Kota Cirebon &amp; Anggota DPRD Kota Cirebon https://t.co/JWXu6py4Rs",2023-03-05 00:08:29,PartaiDemokrat,neutral
"Cak Imin the next 2024

#BudalGus
#GusMuhaiminBerangkat

@cakimiNOW 
@FraksiPKB 
@DPP_PKB 
@pkblampung 
@pkblampungtimur https://t.co/GRSmec8nQd",2023-03-05 00:08:37,PKB,neutral
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Jangan sampai tatanan negara ini hancur karena Anies jadi presiden, si pembual.",2023-03-05 00:08:38,PKS,negative
"@Kimberley_20102 Yallah mbak, dia pikir mesin parpol apa gak kerja dan masyarakat ikuti twitnya. Itu kan hanya twit emosional sedangkan masyarakat tak seperti itu 😁💪❤️🇮🇩💪",2023-03-05 00:09:10,Gerindra,negative
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI https://t.co/sJBdaAlwO9,2023-03-05 00:09:16,PKS,neutral
@Gerindra Capresnya sudah jelas tapi kenapa ga berani deklarasi ya ? Apa yang ditunggu ?,2023-03-05 00:09:18,Gerindra,negative
"Di HUT Gerindra, Jokowi Sebut Prabowo Berpotensi Menang Pilpres - https://t.co/gjjgTAWdR1 https://t.co/5tFnbwICoj #PrabowoUnggul #BangkitBersama",2023-03-05 00:10:34,Gerindra,neutral
Nasdem kelompok aliran sesat - Sumatera Utara https://t.co/L6CaokZgWr,2023-03-05 00:10:35,NasDem,neutral
Gerindra Berharap Dukungan JoMan untuk Prabowo Tulus | https://t.co/Or6oYDRbe1 - https://t.co/1LwTf9lMsP https://t.co/TteGkcUf5Z #PrabowoUnggul #BangkitBersama,2023-03-05 00:10:35,Gerindra,neutral
Romo dan Syarifah Hubabah Annisa Doakan Prabowo Jadi Presiden - FRAKSI GERINDRA https://t.co/Y6Q1xwsFEO #PrabowoUnggul #BangkitBersama,2023-03-05 00:10:37,Gerindra,neutral
Anggota Fraksi Gerindra DPRD Prabumulih Pesan Agar Warga Jaga Persatuan - Sumsel Update https://t.co/jvbLzjsx53 #PrabowoUnggul #BangkitBersama,2023-03-05 00:10:38,Gerindra,neutral
@magekqu @MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI https://t.co/rGrm9IGJvO,2023-03-05 00:11:10,PKS,neutral
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI https://t.co/H4oSBkiR6q,2023-03-05 00:11:21,PKS,neutral
"Terima kasih atas ucapan, harapan &amp; doa yg diberikan Menteri Keuangan, Sri Mulyani Indrawati kpd Partai Demokrat. https #AHYPimpinPerubahan",2023-03-05 00:11:35,PartaiDemokrat,neutral
"@YanHarahap TERUS 
@sutanmangara 
SUDAH SAMPAI DI MANA 
PROSES 
1. PENYELIDIKAN 
@PPATK  
2. SANKSI &amp; HUKUM 
@KPK_RI 
ATAS 
KASUS KORUPSI 
"" LUCAS ENEMBE "" 
KADER @PDemokrat",2023-03-05 00:12:21,PartaiDemokrat,negative
@MARQUEZ__93 Setuju @PDemokrat !! 😂😂😂,2023-03-05 00:13:23,PartaiDemokrat,negative
"Inisiatif @cakimiNOW dan PKB utk kualitas politik di Indonesia
@DPP_PKB 
#KamiBanggaBersamaCakIkin https://t.co/tfxTT33eVh",2023-03-05 00:13:31,PKB,positive
"Sahabat Demokrat Jawa Barat,

Demokrat S14P memperjuangkan Perubahan dan Perbaikan

Mohamad @Handarujati Kalamullah, S.Sos
Sekretaris DPD Partai Demokrat Jawa Barat
Wakil Ketua DPRD Kota Cirebon https://t.co/YmtPXMiwFr",2023-03-05 00:13:48,PartaiDemokrat,neutral
"@Sukardi2017 @PKSejahtera @Official3Ato @Dennysiregar7 @ferdinand_mpu @ekokuntadhi1 @ruhutsitompul BUZZERSrp cengsat ini ke
habisan bahan utk mn
fitnah mknya now sasaran nya
ke partai yg ga di koalisi..

mkin ketauan aja GOUBLOK nya https://t.co/vGmpeau4Y0",2023-03-05 00:13:58,PKS,negative
"@Hasbil_Lbs Semoga presiden RI 2024 nanti menerapkan budaya MALU dan MUNDUR untuk semua menteri-menteri dan pejabatnya. 

Gak usah harakiri, cukup MUNDUR saja untuk menegaskan mereka masih menjunjung MORALITAS. 
@aniesbaswedan @prabowo @ganjarpranowo @AgusYudhoyono @mohmahfudmd @jokowi",2023-03-05 00:14:03,PartaiDemokrat,negative
@SBYudhoyono @AgusYudhoyono https://t.co/fX1BgMtX3T,2023-03-05 00:14:09,PartaiDemokrat,neutral
"@YanHarahap COBA 
@YanHarahap 
JELAS KAN 
SUDAH SAMPAI DI MANA 
PROSES 
1. PENYELIDIKAN 
@PPATK 
2. SANKSI &amp; HUKUM 
@KPK_RI 
ATAS 
KASUS KORUPSI 
"" LUCAS ENEMBE "" 
KADER @PDemokrat",2023-03-05 00:14:55,PartaiDemokrat,negative
"@SBYudhoyono @AgusYudhoyono ini contoh akibat bermain api, rakyat kecil yang menanggung akibat nya https://t.co/1Ud5wArfA4",2023-03-05 00:14:59,PartaiDemokrat,neutral
"Sesok pemimpin yang tulus Mengabdi, berbakti dan bermanfaat bagi bangsa dan negara

#prabowo #prabowosubianto #presiden #indonesia #gerindrababel #erzaldirosman #gerindra #partaigerindra #bangkabelitung #Gerindra #GerindraBabel #gerindramen...",2023-03-05 00:15:10,Gerindra,positive
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Ancorr,2023-03-05 00:15:21,PKS,neutral
"@ifull1934 @MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI BERAT,  UUD'45 al PRESIDEN WNI ASLI, kini telah diamandemen WNK ASING diijinkan Nyapres,  Masy tetap memilih WNI ASLI sbg RASA HORMAT kpd PENDIRI BANGSA dan WNI ASLI tak diragukan jiwa NASIONALISMENYA. https://t.co/aEFFU8fBvI",2023-03-05 00:15:42,PKS,positive
"@detikcom PDIP mmg parte ngehek, klaimnya parte wong cilik, aslinya parte penyokong pemodal. 
Yg jelas salah pertamina sdh 6 kali meledak, yg disalahkan masy yg hidup dengan keterbatasan.",2023-03-05 00:15:52,NasDem,negative
"@Gerindra @neeszahra Salah karena aku gapernah dikasi gift tiap minta, giliran cewe dikasi. Pilih2 ah bintang 1!!!",2023-03-05 00:15:52,Gerindra,negative
"@Gerindra Kalo dulu iya,...saya salaj satunya,.dan ibu ibu militan,...tapi sejak kami dibtinggalkan demi jabatan,  ..maafya ..kami tidak akan tenggelam 2 x...",2023-03-05 00:15:53,Gerindra,negative
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI ane jg percaya klo anies jadi presiden negara ini akan berubah...
berubah dr yg baik menjadi bobrok....
makanya ane ogah dukung.....
apalagi partai elu klo berkuasa bisa hancur negara ini....pendukung khiafah tak akan berdiri di negaraku.....",2023-03-05 00:16:11,PKS,negative
"@MustEkeph @alextham878 @aniesbaswedan @Mdy_Asmara1701 @tatakujiyati @GeiszChalifah @NasDem @PKSejahtera @PDemokrat ABAIkan Hukum, demi AMBISI &amp; VOTE!!.... contoh poliTIKUS yg TIDAK meMIKIRkan NASIB Rakyat
😤🤮🤮",2023-03-05 00:16:19,PKS,negative
"@Dowey_Jo @detikcom PDIP yg jelas gak punya hati, secara langsung salah rakyat, walau ditujukan ke Anies. PDIP parte ngehek.",2023-03-05 00:17:05,NasDem,negative
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Perubahan menjadi lebih buruk pun adalah sebuah perubahan.,2023-03-05 00:17:24,PKS,neutral
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Jangan ditanggepin, dia cuma numpang buat maju caleg lagi... Skrg bingung mau nyerang siapa lagi 😂",2023-03-05 00:17:30,PKS,negative
"@YanHarahap @PPATK @KPK_RI @PDemokrat ☝️ 
MANA 
SUARA MU 
@YanHarahap",2023-03-05 00:17:38,PartaiDemokrat,positive
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Berubah ke era kemunduran,2023-03-05 00:18:16,PKS,neutral
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Wkkwkkwkkwkk ngimpi pleciden plicedenan
Pokok manut pak jokowi",2023-03-05 00:18:37,PKS,negative
"@NendiSu43 @MudasirRomini @Dennysiregar7 @aniesbaswedan @NasDem @PKSejahtera Lu tinggal dmn bro.. dipedesaan yg tdk ada internet &amp; tdk bisa akses youtube? Bnyk video sana, gerombolan mngatasnakan agama sweeping, mncari suara spy jd gubnr dgn mngatasnamakan agama, demo yg arogan bawa batu, tau kpnjangan NKRI? Smua Negara punya aturan yg hrs ditaati",2023-03-05 00:19:00,PKS,negative
"@RichardHardigan @PalestineChron #SaveSheikhJarrah
#SaveSilwan #SaveMasaferYatta
#UNInvestigateApartheid
#israelwarcrimes 
@hnurwahid @PKSejahtera
@fpks_mprri @FPKSDPRRI @UNHumanRights @amnesty
@MWLOrg_en @IntlCrimCourt
BDS what to boycott israel product
https://t.co/Xjlt3sJJ4Q",2023-03-05 00:19:08,PKS,neutral
"Semoga Cakimin menjadi Pemimpin Negara
@cakimiNOW @DPP_PKB @baGUSMUHAIMIN24 @azzameldzikrie @Brigade01Arwan1 @Nurhamz25186363 https://t.co/YnrzE2JnQ3",2023-03-05 00:19:17,PKB,positive
"@are_inismyname @prabowo @jokowi @Alie_Fahnoor @azissubekti @bengkeldodo @Gerindra Sepakat dg mbak. Pancasila mewajibkan kita ke depan kan bijak ketimbang bajak 😁🤭

Sejarah tetaplah sejarah. 

Untuk Indonesia semua harus ke depan kan kebenaran",2023-03-05 00:19:33,Gerindra,positive
"@UnpetitG @iwan_mochamad @NasDem @aniesbaswedan Lalu .... Apa komen anda tentang banyak sumur"" resapan yang gagal dan merusak jalan"" di Jakarta??
Saya orang Jakarta juga ... Prihatin dengan keadaan Jakarta setelah dipimpin Anies ...

https://t.co/AGUnKUdXMR
....",2023-03-05 00:19:36,NasDem,negative
@Wawan_74 @DJoker_GinOngs @Diek_Clev @Mayapada0812 @Karsono12732862 @yantireinke @cuayong1 @SobatMIDO @UwohMe @hoax_bukan @AlbiderForU @LonenyDragon @pangarekaptogel @KasmaranWahyu @dady_tri @Pahamya_Okesip @AlamTimur3 @NembeNetes @KatyushaDwinova @wrahardian2 @HeryIdris5 @winoto_ali @Afridu6 @suryasena53 @tabascopepsauce @FurqonJimmy @K7_m0en @moh_aak @Anwarbohebo @panjianom102 @Jebenk63285910 @Midjan_La_2 @Wongnetral8 @AntoAlif6 @IrwanSido @bdleonanda @WagimanDeep212_ @voaindonesia @arifhidayat @mochamadarip @GibsonVibgyor @cordova_media @yo2thok @PKSejahtera @Thalomoan1 https://t.co/aAlDgZkSOi,2023-03-05 00:19:55,PKS,neutral
"@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Dua²nya GAGAL, @MardaniAliSera MEWEK.",2023-03-05 00:19:57,PKS,negative
"📹 Tucker Carlson, Fox News:

Joe Biden kehilangan kemampuannya untuk berbicara. Ini normal pada usianya 80 tahun.

Tidak wajar jika seluruh Partai Demokrat menyangkal pengaruh usia terhadap kesehatan.

Joe, jelas tak memiliki kekuatan intelektual yg cukup utk menjalankan negara. https://t.co/UhoQxqoxWj",2023-03-05 00:20:00,PartaiDemokrat,negative
"Sangat memungkinkan sekali... Akan semakin banyak gambar ini jika... Jika yaaa .. Jika  @AgusYudhoyono jadi disandingkan dengan Bapak @aniesbaswedan dalam Pilpres 2024 nanti.. 
@panca66 

Viral, Truk Bergambar AHY, AHY : Semoga Tidak Mengganggu Konsentrasi https://t.co/l39bLYH7w7",2023-03-05 00:20:24,PartaiDemokrat,negative
"@Wawan_74 @DJoker_GinOngs @Diek_Clev @Mayapada0812 @Karsono12732862 @yantireinke @cuayong1 @SobatMIDO @UwohMe @hoax_bukan @AlbiderForU @LonenyDragon @pangarekaptogel @KasmaranWahyu @dady_tri @Pahamya_Okesip @AlamTimur3 @NembeNetes @KatyushaDwinova @wrahardian2 @HeryIdris5 @winoto_ali @Afridu6 @suryasena53 @tabascopepsauce @FurqonJimmy @K7_m0en @moh_aak @Anwarbohebo @panjianom102 @Jebenk63285910 @Midjan_La_2 @Wongnetral8 @AntoAlif6 @IrwanSido @bdleonanda @WagimanDeep212_ @voaindonesia @arifhidayat @mochamadarip @GibsonVibgyor @cordova_media @yo2thok @PKSejahtera @Thalomoan1 apa sih yang ada di dalam pikiran kecebong bipang sampai segitunya TIDAK-PRO rakyat ?
hah ?  hah ?  hah ?
ancur lo bong pang
KAGAK-PRO rakyat
parah lo
gak waras
sakit jiwa
TIDAK-PRO rakyat

kadrun tulen
karisma derajat unggul
betul-betul keren

kecebong bipang
kecele dibo'ongin https://t.co/FcUz8rWcg0",2023-03-05 00:20:29,PKS,negative
@HelmiFelis_ Bukannya sdh gabung di Gerindra,2023-03-05 00:20:30,Gerindra,negative
"@Timesofgaza #SaveSheikhJarrah
#SaveSilwan #SaveMasaferYatta
#UNInvestigateApartheid
#israelwarcrimes 
@hnurwahid @PKSejahtera
@fpks_mprri @FPKSDPRRI @UNHumanRights @amnesty
@MWLOrg_en @IntlCrimCourt
BDS what to boycott israel product
https://t.co/Xjlt3sJJ4Q",2023-03-05 00:21:00,PKS,neutral
@Diek_Clev @Mayapada0812 @DJoker_GinOngs @Wawan_74 @Karsono12732862 @yantireinke @cuayong1 @SobatMIDO @UwohMe @hoax_bukan @AlbiderForU @LonenyDragon @pangarekaptogel @KasmaranWahyu @dady_tri @Pahamya_Okesip @AlamTimur3 @NembeNetes @KatyushaDwinova @wrahardian2 @HeryIdris5 @winoto_ali @Afridu6 @suryasena53 @tabascopepsauce @FurqonJimmy @K7_m0en @moh_aak @Anwarbohebo @panjianom102 @Jebenk63285910 @Midjan_La_2 @Wongnetral8 @AntoAlif6 @IrwanSido @bdleonanda @WagimanDeep212_ @voaindonesia @arifhidayat @mochamadarip @GibsonVibgyor @cordova_media @yo2thok @PKSejahtera @Thalomoan1 https://t.co/pULoReuR7D,2023-03-05 00:21:32,PKS,neutral
@Umar_Hasibuan__ Pengen diajak makan duren lagi sepertinya 😅😅😅,2023-03-05 00:21:33,NasDem,negative
"@Jhonkosmik Bs itung2an ga bos, kalo cm Demokrat n PKS ga bs nyalonin capres, wajarlah butuh 1 partai lagi, 
Daripada KIR n KIB yg butuh petunjuk buat bs majuin capres",2023-03-05 00:21:36,NasDem,negative
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI G bakalan laku,2023-03-05 00:21:42,PKS,neutral
@Kimberley_20102 🤣🤣🤣,2023-03-05 00:21:44,Gerindra,positive
@SBYudhoyono @AgusYudhoyono TOLONG PAK PIKIR DUA KALI SBLM BERSEKUTU DGN ORANG² YAMAN DEMI RAKYAT NKRI https://t.co/QKxriRijKm,2023-03-05 00:21:55,PartaiDemokrat,negative
@MardaniAliSera @aniesbaswedan @PKSejahtera @FPKSDPRRI Perubahan ndasmu .... paling perubahan nama,2023-03-05 00:21:59,PKS,neutral
