text,created_at,tag,sentiment
@sarah_enjeuLL @prabowo Peliharaan,2023-04-14 00:00:02,Gerindra,neutral
@Relawananies Nasdem partai pengusungnya saja blm yakin bisa menang !!!,2023-04-14 00:00:07,NasDem,negative
"Jelas, kinerja Prabowo sebagai Menhan dianggap publik masih sangat baik. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:21,Gerindra,positive
"Terlihat, sikap Prabowo Subianto yang mempersatukan bangsa. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:23,Gerindra,positive
"Jelas optimis dan yakin suara Menhan Prabowo di Sulawesi bakalan besar. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:28,Gerindra,positive
"Tentu, inilah 4 alasan kenapa elektabilitas Pak Prabowo unggul. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:29,Gerindra,positive
"Jelas dong, komunikasi Pak Prabowo yang makin intensif, membuatnya unggul. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:30,Gerindra,positive
"Jelas dong, komunikasi Pak Prabowo yang makin intensif, membuatnya unggul. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:30,Gerindra,positive
"Pencalonan Anies Baswedan untuk jadi presiden dinilai membawa efek positif bagi NasDem Kota Serang.

#aniesbaswedan #nasdem #ronialfanto

https://t.co/ofZyVhgEtZ",2023-04-14 00:00:30,NasDem,neutral
"Jelas, kinerja Prabowo sebagai Menhan dianggap publik masih sangat baik. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:30,Gerindra,positive
"Terlihat, sikap Prabowo Subianto yang mempersatukan bangsa. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:31,Gerindra,positive
"Tim Prabowo subianto Kembali membentuk simpul pemenangan, utamanya di Sulawesi selatan. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:32,Gerindra,positive
"Peran Prabowo dalam menjaga kedaulatan NKRI dan menghargai adat istiadat masing masing daerah adalah hal yang perlu didukung. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:32,Gerindra,positive
"Jelas, etika politik &amp; kerendahan hati Prabowo yg jadi tolak ukur didukungnya. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:32,Gerindra,positive
"Deklarasi Dukungan Untuk Prabowo, Ormas Celebes 08 Optimis Menang di Sulsel. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:33,Gerindra,positive
"""Kepada seluruh masyarakat untuk dapat berpartisipasi dalam agenda kami ini menjadikan Prabowo Presiden 2024”, pungkas Karaeng. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:34,Gerindra,positive
"“Kami yakin diangka 75% melihat elektabilitas Prabowo begitu kuat di Sulsel,” pungkas Raja. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:35,Gerindra,positive
"Laskar Celebes mendeklarasikan diri mendukung Prabowo Subianto untuk maju sebagai calon Presiden 2024 mendatang. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:36,Gerindra,positive
"""Kami ormas celebes 08 optimis dan yakin untuk mendukung beliau (Prabowo) untuk maju sebagai capres RI 2024” pungkas Aris. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:38,Gerindra,positive
"“Prabowo adalah sosok yang tegas tapi rendah hati,"" kata Aris. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:41,Gerindra,positive
"""Endorsement Jokowi, komunikasi yang makin intensif, dan sikap Prabowo pasca-Pemilu 2019,"" kata Chairul. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:41,Gerindra,positive
"Kinerja Prabowo sebagai menteri pertahanan (menhan) dianggap publik masih sangat baik. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:42,Gerindra,positive
"Andri Mengisyaratkan Kepada Seluruh Lembaga Adat Untuk Mendukung Prabowo Di Pilpres 2024. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:49,Gerindra,positive
"Terlihat, sikap Prabowo Subianto yang mempersatukan bangsa. #AllInPrabowo #dekade08 #mendingprabowo #terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:50,Gerindra,positive
"Lalu, sikap dan perlakuan Presiden Jokowi kepada Prabowo beberapa waktu terakhir. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:50,Gerindra,positive
"Endorsement atau sokongan Jokowi terhadap Prabowo sangat menentukan kesuksesan memenangkan kontestasi Pemilu 2024. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:00:58,Gerindra,positive
"Dari hasil survei ISC, tingkat likeabilitas atau kesukaan terhadap Prabowo 89,7 persen. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:00,Gerindra,positive
"Jika pilpres digelar saat survei dilakukan, Prabowo Subianto menjadi pilihan utama dengan dukungan 33,5 persen. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:02,Gerindra,positive
"Hasil Musra Relawan Jokowi Tunjukkan Prabowo Menguat di Aceh, Bengkulu dan Jambi. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:06,Gerindra,positive
"Hasil Musyawarah Rakyat Relawan Jokowi menunjukkan posisi Ketua Umum Gerindra Prabowo Subianto menguat di tiga provinsi. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:13,Gerindra,positive
"“Hasilnya, Prabowo meraih paling banyak suara di Aceh dengan angka 40,61 persen,"" kata Panel. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:15,Gerindra,positive
"Di Jambi, Prabowo mengungguli dengan jumlah suara tertinggi, yaitu 22,69 persen. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:23,Gerindra,positive
"Airlangga Terus Komunikasi dengan Prabowo demi Koalisi Besar. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:24,Gerindra,positive
"Dalam musra di Bengkulu, Prabowo menduduki peringkat tertinggi dengan persentase 45,37 persen. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:31,Gerindra,positive
"Airlangga Anggap Wajar Pertemuannya dengan Prabowo karena Sama-sama Memimpin Koalisi. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:37,Gerindra,positive
"""(bersama Prabowo) membahas sejumlah hal, masalah pangan, pengembangan perekonomian, dan pertahanan di IKNN,"" tulis Airlangga. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:37,Gerindra,positive
"Diundang Prabowo Subianto ke Kemhan, Susi Pudjiastuti: Saya Hari Ini Sangat Terhormat Sekali dan Gembira. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:37,Gerindra,positive
"Adapun pertemuan Susi dan Prabowo hari ini bertujuan untuk menjalin silaturahmi. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:39,Gerindra,positive
"Mantan Menteri Kelautan dan Perikanan Susi Pudjiastuti menemui Menteri Pertahanan (Menhan) Prabowo Subianto. AllInPrabowo dekade08 mendingprabowo terusmajubersamaprabowo

Maju Bersama Prabowo
Terbukti Kerjanya Prabowo

@prabowo @gerindra",2023-04-14 00:01:39,Gerindra,positive
