text,created_at,tag,sentiment
"Nah, menariknya, sejarah antara Anies dengan SBY dan Partai Demokrat (@pdemokrat) goes way back, guys. Pada tahun 2009 dulu, misalnya, Anies pernah jadi anggota Tim 8 bentukan Pak SBY. Selain itu, Anies juga pernah ikut Konvensi Capres Demokrat pada tahun 2013. https://t.co/cUTHX77N18",2023-02-26 00:00:00,PartaiDemokrat,positive
@AmirDemokrat @panca66 @aniesbaswedan @AgusYudhoyono @PDemokrat @NasDem @PKSejahtera Btw sudah baik Kasih sara,2023-02-26 00:00:24,PKS,neutral
@husni80 @DrEvaChaniago @PKSejahtera @aniesbaswedan Nunggu duit yg masuk dulu lah. Yg paling banyak yg didukung,2023-02-26 00:00:29,PKS,negative
@ch_chotimah2 Coba tanya si kumis @musniumar,2023-02-26 00:00:29,NasDem,neutral
"@PKSejahtera @muharram_t @aniesbaswedan Teriak Bela Palestina Kencang banget.
Tapi kok bisa bekerja sama dengan AS yg nota Bene merupakan Pendukung setia Zionis Israel musuh bebuyutan Palestina ?
Akankah berubah menjadi Bela Israel? https://t.co/rhew2Ca7sK",2023-02-26 00:00:30,PKS,negative
@aboebakar15 @PKSejahtera Alhamdulillah sukses selalu Ustadz,2023-02-26 00:00:34,PKS,positive
@aboebakar15 @PKSejahtera Subhanallah keren 👍,2023-02-26 00:00:52,PKS,positive
"@aniesbaswedan @NasDem @PDemokrat @PKSejahtera Semoga Anda istiqomah.
Rekam jejak dan cita2 besar bukannya tanpa noda.
Kami dukung Anda melawan ketidak adilan di negeri ini.
Kami dukung Anda memperjuangkan keberdaulatan RI.",2023-02-26 00:01:07,PKS,positive
@CH4__15R Gubernur Jateng masih @ganjarpranowo dari @PDI_Perjuangan ?,2023-02-26 00:01:08,PDI-P,neutral
@PKSejahtera @syaikhu_ahmad @aniesbaswedan Partai Komunis Suriah,2023-02-26 00:01:13,PKS,neutral
@detikcom Narasi tai media,2023-02-26 00:01:28,NasDem,neutral
