text,created_at,tag,sentiment
"Kekuatan KIB ada di Golkar &amp; Airlangga Hartarto.
#ENGLOTxRapidLife #ประเทศไทยมีมินยุนกิแล้ว Bright MyEcstasy 800K Grow UNIDENTIFIED WONDER Siwon Suho #HappyGradWOOation #PARKJEONGWOO MyJPJ Anthony Loke https://t.co/tXt1OznABU",2023-02-11 00:00:01,Golkar,positive
"Harmoni PKB-NU.
@cakimiNOW 
@DPP_PKB
@baGUSMUHAIMIN24 
@BagusMuhaiminS1 https://t.co/LUXdJcAotj",2023-02-11 00:00:08,PKB,neutral
"Ketua Umum Gerindra Prabowo Subiato belum mengantongi nama calon presiden (capres) dan cawapres yang diusung Koalisi Kebangkitan Indonesia Raya (KIR).

@prabowo

#capres2024

#pemilu2024

#dekade08

#mendingprabowo",2023-02-11 00:00:14,Gerindra,neutral
"Prabowo Tak Ingin Ambil Keputusan tanpa Cak Imin, Capres Gerindra Belum Tampak ‘Hilalnya’.

@prabowo

#capres2024

#pemilu2024

#dekade08

#mendingprabowo",2023-02-11 00:00:14,Gerindra,neutral
"Ketua Umum Gerindra Prabowo Subiato belum mengantongi nama calon presiden (capres) dan cawapres yang diusung Koalisi Kebangkitan Indonesia Raya (KIR).

@prabowo

#capres2024

#pemilu2024

#dekade08

#mendingprabowo",2023-02-11 00:00:15,Gerindra,neutral
"Prabowo Tak Ingin Ambil Keputusan tanpa Cak Imin, Capres Gerindra Belum Tampak ‘Hilalnya’.

@prabowo

#capres2024

#pemilu2024

#dekade08

#mendingprabowo",2023-02-11 00:00:15,Gerindra,neutral
"Ketua Umum Gerindra Prabowo Subiato belum mengantongi nama calon presiden (capres) dan cawapres yang diusung Koalisi Kebangkitan Indonesia Raya (KIR).

@prabowo

#capres2024

#pemilu2024

#dekade08

#mendingprabowo",2023-02-11 00:00:15,Gerindra,neutral
"@ElinHerlinawa14 @PDemokrat @gibran_tweet lah gobloknya natural sekali bu, mending ibu coba kesana terus bentangin bendera partai ibu, gmn rasanya, jgn cuma bisa bangga2in...mending sunlight nya diminum dulu bu biar lemak di otak luntur",2023-02-11 00:00:20,PartaiDemokrat,negative
"Presiden Joko Widodo mengungkapkan, elektabilitas Ketua Umum Partai Gerindra Prabowo Subianto berpotensi menjadi yang tertinggi.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-02-11 00:00:20,Gerindra,neutral
"Ketua umum (Ketum) Partai Gerindra itu, mendapat antusiasme para Nahdliyin dan mereka bahkan berulang kali meneriakkan 'Prabowo Presiden'.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-02-11 00:00:21,Gerindra,neutral
"Ketua umum (Ketum) Partai Gerindra itu, mendapat antusiasme para Nahdliyin dan mereka bahkan berulang kali meneriakkan 'Prabowo Presiden'.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-02-11 00:00:26,Gerindra,neutral
