text,created_at,tag,sentiment
Menebak Stok Kader Partai Golkar Untuk Mengisi Posisi Zainudin Amalia di Menpora https://t.co/XW4jsg7Aeo,2023-02-23 00:00:03,Golkar,neutral
"Ketua Umum Gerindra Prabowo Subianto menjadi yang tertinggi dalam hal akseptabilitas (tingkat kesukaan atau penerimaan).

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-23 00:00:15,Gerindra,neutral
"Akseptabilitas Ketua Umum Partai Gerindra Prabowo Subianto mendapatkan di angka 72,2%.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-23 00:00:17,Gerindra,neutral
"Syukuran ulang tahun Partai Gerindra ke-15 oleh DPC Partai Gerindra Kabupaten Pekalongan diisi dengan relawan pemenangan Capres 2024 Prabowo Subianto.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Aja",2023-02-23 00:00:20,Gerindra,neutral
"DPC Gerindra Kabupaten Pekalongan saat ini terus melakukan konsolidasi demi memenangkan Prabowo Subianto pada kontestasi Pemilu 2024 mendatang.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-23 00:00:23,Gerindra,neutral
@dewaasmarat1 @hnurwahid @PKSejahtera Nga berasa negara mo digadaikan?,2023-02-23 00:00:27,PKS,negative
@hnurwahid @PKSejahtera @aniesbaswedan Aamiin Yaa Rabbal Alamiin 🤲🤲🤲,2023-02-23 00:01:14,PKS,positive
@hnurwahid @PKSejahtera Semoga Allah meridhoi,2023-02-23 00:01:18,PKS,positive
"#BudalGus
#GusMuhaiminBerangkat
@cakimiNOW 
@DPP_PKB https://t.co/h0Zh7gwM7s",2023-02-23 00:01:18,PKB,neutral
@kafiradikalis @prabowo @Gerindra @Dahnilanzar Gw yg belum nikah bacanya sampai melongo,2023-02-23 00:01:18,Gerindra,negative
"Pesan Kapus dan Mandat Seniman
#BudalGus 
#GusMuhaiminBerangkat 
@cakimiNOW
@EmHasanuddin
@DPP_PKB
@Jazilul_Fawaid
@zainul_munas
@SukoyoKasekpro
@zainul_munas 
@Mursyidan10 
@zakaria_hmy https://t.co/yP0YoX4i4x",2023-02-23 00:01:20,PKB,neutral
"Anies kekeh pertahankan FPI dan HTI meski dilarang nasdem, perpecahan didepan mata! 
#PolitikIdentitas
#PemiluJujur
#MoneyPolitik
@daniel65716940
@FelisaThunder
@HusnaNur01 https://t.co/JlsFM3sdJR",2023-02-23 00:01:30,NasDem,negative
"@Aiek_Speechless Tapi sedang tersandung nih...
Gegara @NasDem sedang bermain di 2 kaki.
Setelah terdanderanya sang menteri @PlateJohnny.

Mudah²an sih...gagal https://t.co/YksWtLY1HB",2023-02-23 00:01:31,NasDem,negative
"Sekarang kite kudu pinter, Harus bisa bedain mana survey beneran mana survey pesenan hahaha 
#PolitikIdentitas
#PemiluJujur
#MoneyPolitik
@psely51
@JamesMi47340206
@Erixgbaztiaan",2023-02-23 00:01:31,NasDem,positive
"Gabener emang top masalah doorprize. Safari di kalimantan selatan. Anies dan nasdem sediakan 2000 kupon doorprize. Nanti utang ga tuh ? janji ga korup ?
#PolitikIdentitas
#PemiluJujur
#MoneyPolitik
@yusias1
@62medsos
@hijaualaminya https://t.co/w6Rz2nhOlT",2023-02-23 00:01:31,NasDem,positive
"Nasdem yang latar belakang ketum nya pengusaha saya curiga ada politik balas budi jika doorprize nya aja udah mevvah 
#PolitikIdentitas
#PemiluJujur
#MoneyPolitik
@pratiwiserna
@firmansyahsima
@zubaedah_ahmad",2023-02-23 00:01:32,NasDem,positive
@Joker_Wedoks @marlina_idha @aniesbaswedan @AgusYudhoyono Kita menilai dari perbuatannya..karakter baik..punya atitude apa tidak..oh ternyata si yaman manusia ga punya sopan santun,2023-02-23 00:01:38,PartaiDemokrat,negative
@andihiyat coba admin @Gerindra kali paham,2023-02-23 00:01:45,Gerindra,neutral
"@Dw99935050Dwi @ajengcute16__ @AgusYudhoyono @NasDem Perubahan kelebihan bayar?
No.",2023-02-23 00:02:10,PartaiDemokrat,neutral
"@yudiwijayaa @hnurwahid @PKSejahtera Betul, dulu anti amerika sek sekutu. Ati2 aja, Negara nga akan hancur kalo tidak ada rakyatnya yg berkhianat.",2023-02-23 00:02:17,PKS,negative
"Ketum Gerindra Prabowo Subianto menjadi yang tertinggi dalam hal akseptabilitas (tingkat kesukaan atau penerimaan).

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-23 00:02:25,Gerindra,neutral
"Popularitas ketum Partai Gerindra Prabowo Subianto mendapatkan 94,5%.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Aja",2023-02-23 00:02:35,Gerindra,neutral
"@NasDem @PDemokrat @AgusYudhoyono Muter2 wae pidato berapi2 tp tket bacapres dan bacawapres tak kunjung lahir,haha alot cari posisi msg2, mainnya yg jauh dong,, ☺",2023-02-23 00:02:39,PartaiDemokrat,negative
"Sebelumnya, Ketua Umum DPP Jokowi Mania Immanuel memastikan pihaknya mendukung penuh Ketua Umum Gerindra Prabowo Subianto menjadi Capres di Pemilu 2024.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-23 00:02:42,Gerindra,neutral
"#BudalGus 
#GusMuahaiminBerangkat 
@cakimiNOW 
@DPP_PKB https://t.co/rUUoFCmZCs",2023-02-23 00:02:53,PKB,neutral
"@kafiradikalis @prabowo @Gerindra @Dahnilanzar Bisa2nya tidur sementara istri mau melahirkan. Apalagi klo jd anggota dewan, bakalan sering tidur saat bahas nasib rakyat",2023-02-23 00:02:55,Gerindra,negative
"Sah! Daftar 13 Formatur PP Pemuda Muhammadiyah Terpilih, Berpeluang Jadi Ketum https://t.co/fpqceVMSw5 lewat @jokowi @muhammadiyah @Kemenag_RI @HaedarNs @KEMENPORA_RI @kemenkopmk @PPAisyiyah @ppnasyiah @PDI_Perjuangan @puanmaharani_ri @ganjarpranowo @PKSejahtera @ZUL_Hasan",2023-02-23 00:03:13,PKS,neutral
@WinSamb @alisyarief Jurnalis KOPLAAAAK....tanpa perlawanan rakyat lewat PDI sa'at itu....mungkin REFORMASI msh jd mimpi....,2023-02-23 00:03:20,Golkar,positive
@marlina_idha @aniesbaswedan @AgusYudhoyono Apa yg harus diteladani dari orang tukang bohong. https://t.co/Agdj7xWXPS,2023-02-23 00:03:32,PartaiDemokrat,negative
@andihiyat Pak tolong pak cariin @Gerindra,2023-02-23 00:03:38,Gerindra,neutral
@andihiyat Mungkin mimin @Gerindra bisa bantu...,2023-02-23 00:03:39,Gerindra,neutral
@dapitdong Bukan cepat lupa.. tapi pemaaf 😊,2023-02-23 00:03:42,NasDem,positive
"@BTRxZaflaabaeVL Punya hp bagus2, coba lah buka google om !!. Dia dari partai apa? Kader mana? @PDI_Perjuangan kan? Partai nya bukan kaleng2 om !",2023-02-23 00:03:49,PDI-P,negative
"Jika Pak Prabowo benar-benar maju untuk yang keempat kalinya, yang paling diuntungkan adalah Partai Gerindra.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Lebih Baik Prabowo",2023-02-23 00:04:02,Gerindra,positive
@are_inismyname @azissubekti @BANGSAygSUJUD @bengkeldodo @Gerindra @Kosim__ @Kimberley_20102 @jatmiko99604253 @mj_59__ @prabowo Sepakat...mereka bersuara lantang hanya topeng pencitraan 😂,2023-02-23 00:04:17,Gerindra,negative
"Efek ekor jas dukungan pada Pak Prabowo-lah yang dibutuhkan Gerindra.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-23 00:04:19,Gerindra,positive
@kawanlangitku @suradiparlan5 @aniesbaswedan @NasDem Mau dukung malah jeblosin..terbukti pooling litbang kompas anies melorot 2 %,2023-02-23 00:04:38,NasDem,negative
@kafiradikalis @prabowo @Gerindra @Dahnilanzar Jubir idola nya @Kosim__ nih wkwkwkwkkk,2023-02-23 00:04:41,Gerindra,neutral
"Ketua Umum Gerindra Prabowo Subianto menjadi yang tertinggi dalam hal akseptabilitas (tingkat kesukaan atau penerimaan).

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-23 00:04:44,Gerindra,neutral
"Akseptabilitas Ketua Umum Partai Gerindra Prabowo Subianto mendapatkan di angka 72,2%.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-23 00:04:47,Gerindra,neutral
@JoshGrobax @garis_ralucu @hnurwahid @PKSejahtera https://t.co/NNQmsnynKP,2023-02-23 00:05:00,PKS,neutral
"@OrangBa13921152 @hnurwahid @PKSejahtera Lho blm tau ya anies emang jago dlm hal perubahan. Hny perubahan nama aja, kerja  nol besar",2023-02-23 00:05:01,PKS,negative
"Popularitas Ketua Umum Partai Gerindra Prabowo Subianto mendapatkan 94,5%.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Lebih Baik Prabowo",2023-02-23 00:05:17,Gerindra,neutral
@garis_ralucu @hnurwahid @PKSejahtera Asal gak horny gpp kali bang,2023-02-23 00:05:19,PKS,negative
@hnurwahid @PKSejahtera Deklarasi kok sendiri🤣🤣🤣ajak semua dedemitnya🤣🤣,2023-02-23 00:05:33,PKS,negative
"Ketua Umum Gerindra Prabowo Subianto telah melangsungkan pertemuan dengan DPP Jokowi Mania di Kertanegara, Kebayoran Baru, Jakarta Selatan.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-23 00:05:36,Gerindra,neutral
@Jhonkosmik Jadi harus dukung partai apa nich. PDIP atau Gerindra. Kasih tau dong partai yg bersih,2023-02-23 00:05:39,Gerindra,negative
@PDI_Perjuangan Melawan lupa tanah wakaf jateng https://t.co/P1a1NXuNDI,2023-02-23 00:05:40,PDI-P,neutral
"3] Kemudian sebanyak 49,5 persen responden mengharapkan sembako harga murah dan tersedia. Sedangkan 30,2 persen responden mengharapkan keberlanjutan pembangunan infrastruktur.

#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia",2023-02-23 00:05:54,Golkar,neutral
@IskanQL @PKSejahtera @aniesbaswedan https://t.co/Gvuvg2dRO1,2023-02-23 00:05:59,PKS,neutral
"Syukuran ulang tahun Partai Gerindra ke-15 oleh DPC Partai Gerindra Kabupaten Pekalongan diisi dengan relawan pemenangan Capres 2024 Prabowo Subianto.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Aja",2023-02-23 00:06:04,Gerindra,neutral
"Gus Muhaimin: Kebudayaan Jadi Panglima Pembangunan Bangsa.

Ketua Umum Partai Kebangkitan Bangsa (PKB), Abdul Muhaimin Iskandar (Gus Muhaimin) menginginkan agar kebudayaan dijadikan sebagai… https://t.co/Oo8x0hxb2C #PolitikPemerintahan #gusmuhaimin #kirun via @beritajatimcom",2023-02-23 00:06:06,PKB,neutral
"@saiful_mujani Yg sy takut kan lembaga"" survey yg ada di Indonesia menggunakan metodelogi TIPU"" krn tujuan mendirikan lembaga survey unt cari makan 🙏🙏🙏",2023-02-23 00:06:07,NasDem,negative
@Oposisi_Militan @Aiek_Speechless @NasDem @PlateJohnny Maaf saya bukan penyuka dan pencinta bokep @ganjarpranowo,2023-02-23 00:06:17,NasDem,negative
