text,created_at,tag,sentiment
"@LianyEmiky @jokowi @halimiskandarnu @imansyukri @malik_haramain @kpw4jatim @p3md_trenggalek @Cristiano @InfosuporterID @shofamubarok1 @TriAnd0ko #BangkalanKotaDzikirSholawat
#TppJatim
#PendampingDesa
#Siliragung

@jokowi 
@halimiskandarnu
@arifwijaksan4
@yenirisnawati1
@hoedha_mieft
@MoudyM5
@NiluhNisa
@sapotelas 

@yennywahid
@cakimiNOW
@prabowo
@budimuni98
@agusyudhoyono
@aniesbaswedan
@ganjarpranowo
@LiputanOfficial",2022-11-28 00:00:12,PartaiDemokrat,neutral
"“HMI itu ada di semua partai. Gila. Gue baru sadar. Di Gerindra saja sekitar 40 persen,” kata Prabowo seraya berguyon. https://t.co/2hemALqaUb @prabowo #dekade08 #MendingPrabowo #Pilpres2024 #terusmajubersamaprabowo",2022-11-28 00:00:14,Gerindra,negative
@geloraco https://t.co/ORsjxRzQKj,2022-11-28 00:00:16,NasDem,neutral
@geloraco Kami se Sumatera TIDAK PERCAYA hasil survey berbayar!! Itu saja!,2022-11-28 00:00:44,NasDem,negative
"Waketum PBB Sukmo menanggapi Ketua Bappilu Partai Demokrat Andi Arief yang menyebut Presiden Jokowi memasuki fase bebek lumpuh. Menurutnya, Andi Arief cerewet. https://t.co/30AoFEYRpk",2022-11-28 00:00:56,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
#TppJatim
#PendampingDesa
#Siliragung

@jokowi 
@halimiskandarnu
@arifwijaksan4
@yenirisnawati1
@hoedha_mieft
@MoudyM5
@NiluhNisa
@sapotelas 

@yennywahid
@cakimiNOW
@prabowo
@budimuni98
@agusyudhoyono
@aniesbaswedan
@ganjarpranowo
@LiputanOfficial https://t.co/1ZVqGPQxR4",2022-11-28 00:01:00,PartaiDemokrat,neutral
@cagubnyinyir2 @AgusYudhoyono @OmDickyajah @fghar135 @gundala2221 @ales_arema @DewiEmeline2 @tukangaduayam @djokoAdv https://t.co/fpbTt3H9Xp,2022-11-28 00:01:11,PartaiDemokrat,neutral
"“HMI itu ada di semua partai. Gila. Gue baru sadar. Di Gerindra saja sekitar 40 persen,” kata Prabowo. https://t.co/vimbjPq9lA @prabowo #dekade08 #MendingPrabowo #Pilpres2024 #terusmajubersamaprabowo",2022-11-28 00:01:17,Gerindra,negative
"Ridwan Kamil Bakal Umumkan Partai Pilihan Tahun Ini, Golkar Jadi Pelabuhan Terakhir?
 https://t.co/iLn6Oc8ZGB",2022-11-28 00:01:35,Golkar,neutral
@tentang_logika @pengarang_sajak @PDI_Perjuangan Aahhh i see.....,2022-11-28 00:01:37,PDI-P,neutral
"@Syarman59 @_MbakSri_ @PDemokrat Kekuatan politik real kok bayar massa pake ngibul acara doa bersama ulama lagi.. Ibu-ibu mau ngaji malah di cap relawan, tiada hari tanpa ngibul.. Buzzer pki penyembah rezim bantu bikin narasi kalo yg dteng beneran relawan padahal rakyat yg dikibulin jokowi https://t.co/QmIaIyCnu1",2022-11-28 00:01:51,PartaiDemokrat,negative
"@Nurulaini1309 @Gunturribut17 @jokowi @halimiskandarnu @arifwijaksan4 @yenirisnawati1 @hoedha_mieft @MoudyM5 @NiluhNisa @sapotelas #BangkalanKotaDzikirSholawat
#TppJatim
#PendampingDesa
#Siliragung

@jokowi 
@halimiskandarnu
@arifwijaksan4
@yenirisnawati1
@hoedha_mieft
@MoudyM5
@NiluhNisa
@sapotelas 

@yennywahid
@cakimiNOW
@prabowo
@budimuni98
@agusyudhoyono
@aniesbaswedan
@ganjarpranowo
@LiputanOfficial",2022-11-28 00:02:04,PartaiDemokrat,neutral
"Prabowo mengatakan, kader Gerindra harus bersatu dengan partai politik lain demi menjaga persatuan bangsa. https://t.co/62SI6TVmrB @prabowo #dekade08 #MendingPrabowo #Pilpres2024 #terusmajubersamaprabowo",2022-11-28 00:03:00,Gerindra,neutral
@bachrum_achmadi Yg dijanjiin Mangkin galau mangkin bingung mo Krn jurus langkah plonga plongo cakadul,2022-11-28 00:03:18,Gerindra,negative
@NyaiiBubu Mulai panas..beda pilihan capres pdi-p dengan pilihan pak Jokowi 😄🤦‍♂️,2022-11-28 00:03:26,PDI-P,negative
@ide_top @Matahari_1912 @IiiZahrah @JacksQuevara @desita5769 @paidjo2018 @ZoelHayat @uusbustami @RFauzy5 @yaminhariyanto @BZa121325 @RadarKorupsi @MurwaniSetyasih @GanisArfianiar @iNewsSK @amuda_saiful @ketupatminang @panglima_z @JangkrikLampung @SMujsin @ISTANA_CLina10 @musyhad @Combro_411 @DeJee_007 @Dhanny76978950 @Nong_Dewintha @annourcharity @alamanda_maroon @LuNaEndelia @RizkiAsihan @agamlangsa @tegaxdirimu @hendri_donal65 @setgeldong @yasenosa @bangozie18 @MurazzaA @RezimSampah @TsaniAnwar @eddie_volkers @naimgoera @bi__sa @matta_2103 @me_kiea_ @CindyBexter @akunkeenam212 @by_blackangel @NasDem @HaedarNs @aniesbaswedan Siapa yg enggak gemes lihat perangai anjing2 kurap peliharaan rezim yang sentiasa MENGGONGGONG org2 yg bseberangan dgn tuan mrka.,2022-11-28 00:03:46,NasDem,neutral
"""Semua harus waspada dan terus menjaga kekompakan dan persatuan. Dalam hal ini, Partai Gerindra dan partai politik lain harus bersatu untuk menjalin kerja sama yang baik,"" Prabowo. https://t.co/62SI6TVmrB @prabowo #dekade08 #MendingPrabowo #Pilpres2024 #terusmajubersamaprabowo",2022-11-28 00:04:00,Gerindra,positive
@tukangrosok___ @AgusYudhoyono Pengangguran koq duitnya banyak bener ...,2022-11-28 00:04:06,PartaiDemokrat,negative
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/6O8P3cYNel",2022-11-28 00:04:33,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/VSIYCRnGRh",2022-11-28 00:04:33,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/nliJEVFp4i",2022-11-28 00:04:33,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/qcQ9nquscV",2022-11-28 00:04:33,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/tOdAd2L1MU",2022-11-28 00:04:33,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/c0fP8U3BXA",2022-11-28 00:04:34,PartaiDemokrat,neutral
"Bangkalan Tempatnya Majelis Dzikir dan Shalawat.
#BangkalanKotaDzikirSholawat 

TPPJatim
#TPPSumenep

@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono https://t.co/gTYEbGZhP4",2022-11-28 00:04:34,PartaiDemokrat,positive
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/7xP6ZFeZIe",2022-11-28 00:04:38,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/dUBY0G6N7B",2022-11-28 00:04:38,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/A7dchsmxJ1",2022-11-28 00:04:38,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/PAwrMdqdEv",2022-11-28 00:04:38,PartaiDemokrat,neutral
@detikcom Memang Andi Arief ini KECENTILAN.... tolong suruh kasih ROK ...bisakah ?,2022-11-28 00:04:38,PartaiDemokrat,negative
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/qNfum9gkDg",2022-11-28 00:04:38,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/XCTTdMm6r9",2022-11-28 00:04:38,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/ys9xerhHVZ",2022-11-28 00:04:38,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/hNwbXEiKx9",2022-11-28 00:04:39,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/o7f3Xum9C7",2022-11-28 00:04:39,PartaiDemokrat,neutral
"#BangkalanKotaDzikirSholawat
TPPJatim
#TPPBangkalan
@jokowi 
@halimiskandarnu
@yennywahid
@prabowo
@bclsinclair
@NajwaShihab
@Ansor_Satu
@Lesti_Jenong_DA
@mohmahfudmd
@gusmusgusmu
@ganjarpranowo
@agnezmo
@AgusYudhoyono
@MuhaiminIskand
@AgusRavySport 
@Inunkbellis 
@ketutbalitar https://t.co/u5ljxHTEuY",2022-11-28 00:04:40,PartaiDemokrat,neutral
@P_Eneste @NasDem @PDemokrat @PKSejahtera Ngoahahaha,2022-11-28 00:04:44,NasDem,neutral
@_LOVE_AG4EVER @PDI_Perjuangan @budimandjatmiko Aktivis ayam sayur..,2022-11-28 00:04:49,PDI-P,negative
"@JumadiAkhi12 @PDI_Perjuangan Kl sudah melsngkah . 
Pantang surut dong kebelakang. 
Setelah menunjukan kekuatan nya  langkah selanjutnya adalah ketum 😂",2022-11-28 00:04:52,PDI-P,neutral
