text,created_at,tag,sentiment
@OposisiCerdas Auto...,2023-01-06 00:00:16,NasDem,neutral
@VIVAcoid Menteri Nasdem keluar udah pasti perang politik habis-habisan nih,2023-01-06 00:00:34,NasDem,negative
@NasDem Yakinnnn?. Ndobol ah😂😂😂,2023-01-06 00:00:51,NasDem,negative
"Golkar Dukung Ganjar Di Pilpres 2024.
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#capres2024
#ganjarpranowofor2024
#GanjarPilihanRakyat
#GanjarHebat
#GanjarAmanah https://t.co/vr7gaZaVAA",2023-01-06 00:01:00,Golkar,positive
@OposisiCerdas Preeeeeet,2023-01-06 00:01:11,NasDem,negative
@OposisiCerdas Chontoooool,2023-01-06 00:01:23,NasDem,negative
@NasDem .lantas prubahan dan restorasinya apa ya ?!,2023-01-06 00:01:28,NasDem,neutral
"Keren....! Banyak menerima masukan, Partai Demokrasi Indonesia Perjuangan (PDIP) berpotensi mengusung Menteri BUMN Erick Thohir sebagai cawapres untuk kontestasi Pilpres 2024.
@erickthohir dimiliki semakin kuat jika dipasangkan dengan @ganjarpranowo.
#BangkitBersamaET https://t.co/DxWLqog8MJ",2023-01-06 00:02:00,PDI-P,positive
@bob924382 @delArdian_ @NasDem Btl,2023-01-06 00:02:01,NasDem,neutral
@NasDem Game Over,2023-01-06 00:03:24,NasDem,negative
"@NasDem Ngedabrus ... Apa kompetensinya anis????  Punya mata tolong dipakai melihat,  punya telinga dipakai mendengar, punya otak dipakai berpikir dan punya hati nurani dipakai bercermin
Anis hanya bisa membuat wc serapan spy apbd habis",2023-01-06 00:03:24,NasDem,negative
@NasDem Anies Done,2023-01-06 00:03:46,NasDem,neutral
"@NasDem Program yg pro hajat hidup org banyak lanjutkan.
Klo program yg bukan untuk hajat hidup org banyak dihilangkan sajalah.",2023-01-06 00:03:54,NasDem,negative
