text,created_at,tag,sentiment
"Cak Imin: Saya Ingin Jadi Presiden Agar Mengubah Keadaan Lebih Baik

@cakimiNOW
@halimiskandarnu
@DPP_PKB
@FraksiPKB
@fraksipkbjatim_
@dpwpkbjatim_
@Brigade01Arwan1
@Ari_Asharie
@enterdeeper
@GosBrodhen_73
@cak_furi1
@maulanakpw
@UBerdesa
@mujib_mdr
 https://t.co/v2ooBZqgEX",2022-12-23 00:00:45,PKB,neutral
@Gerindra selamat ngtwit min,2022-12-23 00:01:08,Gerindra,neutral
@liputan6dotcom Kami tidak percayakan. Nasdem maju teruuuuus,2022-12-23 00:01:11,NasDem,negative
@NasDem https://t.co/SuuiQBIZQW,2022-12-23 00:02:16,NasDem,neutral
"@Gerindra Min, kalo Jumatan sama Pak Prabowo ga?",2022-12-23 00:02:57,Gerindra,negative
"@Gerindra thank you, Min. it's a gloomy friday by the way 🥶",2022-12-23 00:03:09,Gerindra,positive
"@liputan6dotcom Kontradiksi dengan kenyataan yg ada, saat safari Anis ke daerah selalu ramai, di survei malah nurun, aneh nih..makin heran gw wkwkw",2022-12-23 00:03:16,NasDem,negative
"@LAODE79285118 @Novelis11 @PaimoMontok @WAHYU_UNIFORM @SangPejuank @hs_meliala @MNurhuda0209 @ReSinagal2 @Deny90605367 @Ayah20202 @BigDaddy234s @UsniErlangga @Budi_Dharma88 @Rusman30966088 @AwYesaya @AriHend95106868 @Metdro2 @SopanEdan @AntonKu44233833 @Thomastjik @JohnVirgoVj @Rasto66010876 @gustafadi @modien_ganesa @rmiryanti @NkriUud45 @harrycoocaa @atiroh07 @Antaredja1 @Joko1widodo @istidharto @dann84620377 @SutayaLili @hamro_s @Hardjoeno @HeriAgustiawan5 @Nr53N74H7N @CrbSira @Lembayung071 @bambang20020901 @erfinsyafrizal3 @Prihandono72 @anakranto64 @Pemberang1 Ciri nilai moral berkaitan dg tanggungjawab pribadi #Anies. Nilai moral mengharuskan #Anies mempertanggungjawabkan kesalahannya dg mengundurkan diri, baik secara sukarela maupun karena diminta oleh @suryapaloh51 @NasDem, @syaikhu_ahmad @PKSejahtera maupun @SBYudhoyono @PDemokrat https://t.co/EugCxIymwg",2022-12-23 00:03:24,PKS,neutral
@abu_waras @ilc @karniilyas Ngapain ada golkar,2022-12-23 00:04:15,Golkar,negative
"Nasdrun dilema ! elektabilitas nasdem turun akibat Anis! MAKAN TUH BATUNYA !

AIB 2
22 Desember
Eric
Faisal
Darwin Nunez
Reply 1988
Udang
Morningg
Christmas
Cwtb
Pagii
#BulgariSerpentiLightUp 
#JumatBerkah https://t.co/T4k5TrtAIU",2022-12-23 00:04:18,NasDem,negative
@abu_waras @NasDem @karniilyas Ya dongkrak lagi pake polling tweet..  nanti klaim rakyat Indonesia sadar akan pilihannya bila perlu di ekspose 180 jt pemilih telah menentukan pilihan ke junjunganmu.....gak ada yg protes.. ..,2022-12-23 00:04:29,NasDem,negative
"@CNNIndonesia Survey pemecah belah dan Penggiringan opini yang menyesatkan !
Semoga antum semua dapat hidayah @smrc_id",2022-12-23 00:04:59,NasDem,negative
@CakTugiman @PDemokrat Kalo udah masuk Kelompo Kadrun ya begitulah sikap dan sifatnya,2022-12-23 00:05:43,PartaiDemokrat,neutral
"@nusantara_one Si wan bacot yg boker, pak Heru yg harus cebok...
Logika macam apa itu @Gerindra ?",2022-12-23 00:05:45,Gerindra,negative
@IrfanLugina @Gerindra Why are they trying to hide this? https://t.co/3bGBr1xzyU,2022-12-23 00:06:20,Gerindra,negative
@Gerindra Codm apa ML ngab,2022-12-23 00:06:29,Gerindra,neutral
@Gerindra Kalau dibeliin baso ujan ujan enak min,2022-12-23 00:06:31,Gerindra,positive
@Gerindra @axelinebrous @KompasTV Baiklahh https://t.co/mX5vEQcjZo,2022-12-23 00:07:06,Gerindra,neutral
"@democrazymedia Dan gw percaya NASDEM tau boroknya ni pemerintah, tinggal nunggu waktu aja nasdem ribut ama pemerintah 😂👍",2022-12-23 00:07:27,NasDem,negative
@LAODE79285118 @Novelis11 @PaimoMontok @WAHYU_UNIFORM @SangPejuank @hs_meliala @MNurhuda0209 @ReSinagal2 @Deny90605367 @Ayah20202 @BigDaddy234s @UsniErlangga @Budi_Dharma88 @Rusman30966088 @AwYesaya @AriHend95106868 @Metdro2 @SopanEdan @AntonKu44233833 @Thomastjik @JohnVirgoVj @Rasto66010876 @gustafadi @modien_ganesa @rmiryanti @NkriUud45 @harrycoocaa @atiroh07 @Antaredja1 @Joko1widodo @istidharto @dann84620377 @SutayaLili @hamro_s @Hardjoeno @HeriAgustiawan5 @Nr53N74H7N @CrbSira @Lembayung071 @bambang20020901 @erfinsyafrizal3 @Prihandono72 @anakranto64 @Pemberang1 @suryapaloh51 @NasDem @syaikhu_ahmad @PKSejahtera @SBYudhoyono @PDemokrat Ciri khas nilai moral berkaitan dg hati nurani #Anies untuk segera mengumumkan pengunduran dirinya karena mewujudkan nilai moralnya sebagai negarawan yang mengutamakan keselamatan dan kemaslahatan bangsa dan negara di atas kepentingan dan ambisi pribadi dan golongan pendukungnya. https://t.co/LtEsnQk0Xg,2022-12-23 00:07:40,PKS,neutral
"@BosPurwa Contoh manusia munafik, pdhal dia sendiri yg bikin ribut, melemparkan calon presiden si A saat ultah golkar,capres si B saat ultah perindo,lalu capres si C saat ngumpulin relawan di GBK. Negarawan koq kayak provokator klas teri sih,cukup sekali ini aja pumya presiden kayak gini.",2022-12-23 00:07:42,Golkar,negative
"@damarjati_dimas @FerdinandHutah7 @aniesbaswedan @NasDem @PKSejahtera @jokowi Again, ini ga ada hubungannya sama Anies, lu bisa kasih hard evidence Anies yang nyuruh?
Anies sendiri sudah menyatakan agar orang² luar daerah ga usah masuk ikut²an ke Jakarta. Jejak digitalnya ada. https://t.co/jh7P8WM1il",2022-12-23 00:07:59,PKS,negative
@FenisiaPhoenix @NasDem Pa bewok prustsi pontang panting akibat pundung lendingnya nyungseppp wkwkwk,2022-12-23 00:08:13,NasDem,negative
@arifin34533 @PDI_Perjuangan Terahir mencalonkan berarti strategi Lawan uda Mentok...,2022-12-23 00:08:15,PDI-P,neutral
"@democrazymedia Cowok biasanya klo jarinya keriting punya sifat, baper, tersinggungan, iri, dengki dan pendendam",2022-12-23 00:08:22,NasDem,negative
@democrazymedia Plonga plongo...sih😁,2022-12-23 00:08:55,NasDem,positive
@RJNthekid @Gerindra jgn sampe dinotice plis,2022-12-23 00:09:40,Gerindra,negative
@SeruniPuspaAlam @NasDem @aniesbaswedan 🤣🤣🤣 nanti bakal banyak menteri tituler juga donk..,2022-12-23 00:09:46,NasDem,neutral
