text,created_at,tag,sentiment
@zacky_fahlevi @BANGSAygSUJUD @Gerindra @azissubekti @bengkeldodo @are_inismyname @florieliciouss @NgkongRoses @putri_Aalona @Msimsims2ND @Kimberley_2024 @FDerKanzler ini ya https://t.co/ZwD77RL6KH,2023-04-13 00:00:21,Gerindra,neutral
"Bener banget, Erick Thohir berpotensi berpasangan dengan Prabowo di Pilpres 2024. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:22,Gerindra,positive
"Setuju banget, duet yang ideal untuk Pak Prabowo dan Erick Thohir. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:23,Gerindra,positive
"Bener banget, Erick Thohir berpotensi berpasangan dengan Prabowo di Pilpres 2024. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:23,Gerindra,positive
"Jelas, popularitas Menhan Prabowo dikatakan tertinggi sebesar 96,7 persen. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:24,Gerindra,positive
"Bener banget, Erick Thohir berpotensi berpasangan dengan Prabowo di Pilpres 2024. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:25,Gerindra,positive
"Mantap banget, Pak Prabowo jadi pilihan utama dengan dukungan 33,5 persen. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:26,Gerindra,positive
"Setuju banget, duet yang ideal untuk Pak Prabowo dan Erick Thohir. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:30,Gerindra,positive
"Mantap, duet Menhan Prabowo-Erick sudah dapat dukungan berbagai kalangan. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:31,Gerindra,positive
"Bener banget, Erick Thohir berpotensi berpasangan dengan Prabowo di Pilpres 2024. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:32,Gerindra,positive
"Mantap, duet Menhan Prabowo-Erick sudah dapat dukungan berbagai kalangan. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:32,Gerindra,positive
"Jelas, popularitas Menhan Prabowo dikatakan tertinggi sebesar 96,7 persen. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:33,Gerindra,positive
"Mantap banget, Pak Prabowo jadi pilihan utama dengan dukungan 33,5 persen. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:34,Gerindra,positive
"Bener banget, Erick Thohir berpotensi berpasangan dengan Prabowo di Pilpres 2024. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:34,Gerindra,positive
"Mantap, duet Menhan Prabowo-Erick sudah dapat dukungan berbagai kalangan. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:35,Gerindra,positive
@KaredokLeunca__ @ahy @AgusYudhoyono Sama2 bungul ngebet jadi pres sama wapres 😁,2023-04-13 00:00:37,PartaiDemokrat,neutral
@NenkMonica @PKSejahtera bagoes...hehe,2023-04-13 00:00:42,PKS,neutral
"Bener banget, Erick Thohir berpotensi berpasangan dengan Prabowo di Pilpres 2024. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:44,Gerindra,positive
"Tentu, Prabowo dan Erick punya keunggulan yang saling melengkapi. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:47,Gerindra,positive
"Tentu, Prabowo dan Erick punya keunggulan yang saling melengkapi. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:48,Gerindra,positive
"Setuju banget, duet yang ideal untuk Pak Prabowo dan Erick Thohir. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:49,Gerindra,positive
"@Dennysiregar7 @AgusYudhoyono Waduh kiamat, jangan deh pak mahfudz dipasangin dg anis. Rusak  pak mahfudz nya nanti. Jangan mau deh pak, terlebih yg usung sp, orang dg karakter mencla-mencle. Lebih baik pak mahfudz jadi guru bangsa aja.",2023-04-13 00:00:49,PartaiDemokrat,negative
"Setuju banget, duet yang ideal untuk Pak Prabowo dan Erick Thohir. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:49,Gerindra,positive
"Jelas, popularitas Menhan Prabowo dikatakan tertinggi sebesar 96,7 persen. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:50,Gerindra,positive
"Mantap banget, ada lagi sikap Pak Prabowo yang mempersatukan bangsa. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:51,Gerindra,positive
"Mantap banget, Pak Prabowo jadi pilihan utama dengan dukungan 33,5 persen. #pilpres2024 #dekade08 #mendingprabowo #terusmajubersamaprabowo

Rakyat Pilih Prabowo
Mending Prabowo Gaes

@prabowo @gerindra",2023-04-13 00:00:52,Gerindra,positive
