text,created_at,tag,sentiment
"""Hari ini adalah hari peringatan atau memperingati ulang tahun Gerindra yang ke-15 jatuh pada tanggal 6 Februari 2023,"" ucap Muzani.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Aja",2023-02-21 00:00:00,Gerindra,neutral
"Selamat pagi sahabat Kompas. Kami melanjutkan rilis #SurveiKepemimpinanNasional. Data Litbang Kompas menunjukkan, elektabilitas @golkar_id melampaui @PDemokrat. Baca hasil survei selengkapnya di harian Kompas (https://t.co/Z6bhYbEJRg).

https://t.co/adz8rN3SxQ

#AdadiKompas https://t.co/9NlIOWHaTm",2023-02-21 00:00:01,Golkar,neutral
"@keuangannews_id Lo apa?
Primitip kah?",2023-02-21 00:00:07,Gerindra,negative
@keuangannews_id Memangnya emaknya Prabowo  orang mana tidak usah bernarasi pribumi asli atau bukan dasar politikus kolot,2023-02-21 00:00:09,Gerindra,negative
"Jika Prabowo Subianto dan partai Gerindra menang nanti, partai katanya tetap akan memperjuangkan masyarakat di sektor pangan.

@prabowo

#capres2024

#pemilu2024

#dekade08

#terusmajubersamaprabowo

#mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:00:16,Gerindra,positive
"Jika Prabowo Subianto dan partai Gerindra menang nanti, partai katanya tetap akan memperjuangkan masyarakat di sektor pangan.

@prabowo

#capres2024

#pemilu2024

#dekade08

#terusmajubersamaprabowo

#mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:00:17,Gerindra,positive
"""Kami ucapkan terima kasih yang tahun 2019 lalu mempercayakan ke Gerindra dan jadi pemenang pemilu 2019 di Banten ini,"" ucap Muzani.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-21 00:00:18,Gerindra,positive
"Jika Prabowo Subianto dan partai Gerindra menang nanti, partai katanya tetap akan memperjuangkan masyarakat di sektor pangan.

@prabowo

#capres2024

#pemilu2024

#dekade08

#terusmajubersamaprabowo

#mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:00:19,Gerindra,positive
"""Hari ini adalah hari peringatan atau memperingati ulang tahun Gerindra yang ke-15 jatuh pada tanggal 6 Februari 2023,"" ucap Muzani.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Aja",2023-02-21 00:00:20,Gerindra,neutral
"Sekjen Muzani meminta warga Banten kembali memenangkan Gerindra di Pemilu 2024 dan mendukung Prabowo sebagai presiden.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-21 00:00:20,Gerindra,neutral
"Gerindra menggelar pesta rakyat yang dilakukan dalam rangkaian peringatan HUT ke-15 di Kota Serang, Banten.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Lebih Baik Prabowo",2023-02-21 00:00:23,Gerindra,neutral
"Partai Gerindra Gelar Pesta Rakyat di Banten, Minta Dukung Prabowo Presiden 2024.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-21 00:00:23,Gerindra,neutral
"Jika Prabowo Subianto dan partai Gerindra menang nanti, partai katanya tetap akan memperjuangkan masyarakat di sektor pangan.

@prabowo

#capres2024

#pemilu2024

#dekade08

#terusmajubersamaprabowo

#mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:00:24,Gerindra,positive
"Partai Gerindra Gelar Pesta Rakyat di Banten, Minta Dukung Prabowo Presiden 2024.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-21 00:00:25,Gerindra,neutral
"Sekjen Gerindra Ahmad Muzani meminta warga Banten mendukung Prabowo maju capres di Pilpres 2024.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:00:28,Gerindra,neutral
Maman Abdurrahman Caleg DPR-RI Dari Partai Golkar No Urut 8 Dapil Se-kalimantan Barat,2023-02-21 00:00:55,Golkar,neutral
@keuangannews_id https://t.co/ODuDWzS8uh,2023-02-21 00:00:58,Gerindra,neutral
@keuangannews_id Prabowo pribumi apa China????,2023-02-21 00:00:58,Gerindra,negative
"@KPU_ID KPU perlu dengerin nih, analisa cerdas, logis &amp; masuk akal, RAKYAT SDH CERDAS. Smoga KPU berisi org2 yg tau aturan.
🔴LIVE! BAWASLU SIBUK SER4NG ANIES? POLITISI NASDEM DAN DEMOKRAT: JANGAN DENGKI! AWASI PEJABAT AKITF!
https://t.co/gXpjKMZfeH",2023-02-21 00:01:01,NasDem,negative
"@keuangannews_id MAAF, Apakah @Gerindra sekarang tempat menampung Oknum-Oknum yang CACAT OTAK sehingga MUSNAH AKAL.???...",2023-02-21 00:01:04,Gerindra,negative
@democrazymedia Kelilingnya sih enggak tapi.... hehehe,2023-02-21 00:01:07,NasDem,neutral
"Jika Prabowo Subianto dan partai Gerindra menang nanti, partai katanya tetap akan memperjuangkan masyarakat di sektor pangan.

@prabowo

#capres2024

#pemilu2024

#dekade08

#terusmajubersamaprabowo

#mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:01:17,Gerindra,positive
@keuangannews_id Prabowo pribumi apa China?????,2023-02-21 00:01:18,Gerindra,negative
"@humaspoldalpg @gtobing2903 @jokowi @mohmahfudmd @ListyoSigitP @psi_id @PDI_Perjuangan @PartaiGolkar Gak ada hukuman buat perusuh nya, bos?",2023-02-21 00:01:28,PDI-P,negative
"Jika Prabowo Subianto dan partai Gerindra menang nanti, partai katanya tetap akan memperjuangkan masyarakat di sektor pangan.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:01:29,Gerindra,positive
"Sekjen Muzani meminta warga Banten kembali memenangkan Gerindra di Pemilu 2024 dan mendukung Prabowo sebagai presiden.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-21 00:01:30,Gerindra,neutral
"Jika Prabowo Subianto dan partai Gerindra menang nanti, partai katanya tetap akan memperjuangkan masyarakat di sektor pangan.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:01:30,Gerindra,positive
"""Kami ucapkan terima kasih yang tahun 2019 lalu mempercayakan ke Gerindra dan jadi pemenang pemilu 2019 di Banten ini,"" ucap Muzani.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Dukung Prabowo",2023-02-21 00:01:31,Gerindra,positive
"Gerindra menggelar pesta rakyat yang dilakukan dalam rangkaian peringatan HUT ke-15 di Kota Serang, Banten.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Lebih Baik Prabowo",2023-02-21 00:01:31,Gerindra,neutral
"""Kami harap 2024 datang akan kembali mempercayakan Partai Gerindra jadi pilihan masyarakat Banten,"" ucap Sekjen Muzani.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:01:32,Gerindra,positive
"""Kami harap 2024 datang akan kembali mempercayakan Partai Gerindra jadi pilihan masyarakat Banten,"" ucap Sekjen Muzani.

@prabowo

capres2024

pemilu2024

dekade08

terusmajubersamaprabowo

mendingprabowo

Prabowo Lebih Baik",2023-02-21 00:01:32,Gerindra,positive
@keuangannews_id Semakin banyak bicara ferdinand hutahaen alias sempak merah apalagi selalu nyinyirin anies maka semakin jijik publik dg @Gerindra ... jgn anggap remeh efek fenomena anies saat ini karna semakin diserang dan dizalimi anies  akan spt pak sby 2004 ketika dizalimi ibu mega,2023-02-21 00:01:39,Gerindra,negative
