text,created_at,tag,sentiment
"@Rudie55297123 Setuju, ni orang racunnya @Gerindra
Sekecewa apapun kami dengan GP  tak akan beralih ke Capres lain.",2023-04-08 00:00:08,Gerindra,negative
@husni80 @prabowo @Alie_Fahnoor @are_inismyname @BANGSAygSUJUD @bengkeldodo @DarekaRendy @KhoirilAnwar_ @Kosim__ @florieliciouss @yusufagro Dimana?,2023-04-08 00:00:46,Gerindra,neutral
"@democrazymedia @Gerindra perlu klasifikasi. 
Soal ini sungguh lucu sekaligus memalukan pak @prabowo",2023-04-08 00:01:00,Gerindra,negative
"@geloraco Disaat susah kamu bilang bukan kader, disaat senang kamu peluk-cium.

Tega benar sikapmu @PDI_Perjuangan",2023-04-08 00:02:01,PDI-P,positive
@Chaves1305 @are_inismyname @bengkeldodo @azissubekti @prabowo @BANGSAygSUJUD @Alie_Fahnoor @emham08 @Gerindra @KhoirilAnwar_ Yuk nyinyirin Anies lagi ... 😋🤭,2023-04-08 00:02:35,Gerindra,positive
"Sohib baru @andre_rosiade 
di @Gerindra . https://t.co/FdHB0HHX9F",2023-04-08 00:02:46,Gerindra,neutral
@AyoungLorenzo @NasDem Setor nasi,2023-04-08 00:02:58,NasDem,neutral
@AgusYudhoyono Rungkad rungkad rungkad https://t.co/7j8VVUpgCc,2023-04-08 00:02:58,PartaiDemokrat,neutral
@Gerindra @prabowo @PartaiPerindo Sudah ga respect gue sm gerindra...dulu keluarga gue mati matian dukung gerindra sekarang pindah nasdem,2023-04-08 00:03:19,Gerindra,negative
"@MichelJungle89 @__AnakKolong @PDI_Perjuangan Banyak rakyat sendiri yg masih butuh pembelaan,
Sdhkah semua fasal di UUD 45 diterapkan , sperti fasal 29, 34 misalnya",2023-04-08 00:04:14,PDI-P,negative
@OposisiCerdas malah kita muak ama begal partai yang direstui pemerintah,2023-04-08 00:04:27,PartaiDemokrat,negative
"Wajar jika ada Pendukung 
yang GERAH. https://t.co/GU6WVWmAPM",2023-04-08 00:04:31,Gerindra,negative
"Airlangga Hartarto dan Yanti Airlangga mendapat sambutan hangat dari seluruh mantan relawan yang berjuang merawat pasien Covid-19 selama lebih dari dua tahun.
#airlanggahartarto #capres2024 #golkarindonesia @golkar_id https://t.co/lqkVMTDAZg",2023-04-08 00:04:56,Golkar,neutral
