text,created_at,tag,sentiment
"DPD NasDem Kota Bekasi akan melakukan pendaftaran calon anggota legislatif (Caleg) ke KPU Kota Bekasi hari ini. Sekitar 100 kader akan pawai dengan berjalan kaki.

#Nasdem #Bekasi #Caleg

https://t.co/2oAhWebVdr",2023-05-12 00:00:01,NasDem,neutral
"@Ndons_Back @saiful_mujani @bengkeldodo @AndreasSolusi @BANGSAygSUJUD @Alie_Fahnoor @Gerindra @prabowo @florieliciouss @Chaves1305 Yo wis lah,
Yg penting apa masih mau nekad nyapres",2023-05-12 00:00:13,Gerindra,neutral
Lepas dari @PSSleman Seto Nurdiyantoro Maju Jadi Caleg @DPR_RI  https://t.co/wA2ka9hWd4 @farhanpenyiar @NasDem #yogyakarta @fraksinasdemDPR,2023-05-12 00:00:27,NasDem,neutral
Golkar Dukung Prabawo jika Gerindra Gabung Koalisi Besar https://t.co/M3kkcRzHUE,2023-05-12 00:00:42,Golkar,neutral
"Prestasi Pak Ganjar bukan lagi level nasional tapi sudah internasional, salut 👍🏻.

Asnawi Innalillahi Husein Jepang Chiquita Nguyen Rora Piala Asia Partai NasDem Vietnam #ลูคัส #LESFLAMMES2023 #SEAGames2023 #BABYMONSTERisSEVEN #GanjarPranowo #GanjarMenangTotal #Capres2024 https://t.co/BDi8tLRNZ8",2023-05-12 00:01:00,NasDem,positive
"@GunRomli Udah dihapus tweetnya... dasar partai gurem @PDemokrat 

Goblok kok sempurna...",2023-05-12 00:01:41,PartaiDemokrat,negative
"Asnawi Innalilahi Juve Minang Kamis 11 Mei 2023 Mourinho Chris Martin Partai NasDem Jepang
#HARAM https://t.co/Pw7HLUgh8S",2023-05-12 00:01:51,NasDem,neutral
@RurouniKingtuk Ayo semangat pak SP💪,2023-05-12 00:01:52,NasDem,positive
"Optimis hadapi Pemilu 2024, Partai Nasdem resmikan Kantornya yang baru https://t.co/YvJueeDSn5 https://t.co/YJkuLl6vUv",2023-05-12 00:02:04,NasDem,neutral
"@CakYulius @KPU_ID @PKSejahtera @radiefrmadna Harus di usutlah gak fair 
@PKSejahtera 
Maksudnya gimana gitu",2023-05-12 00:02:08,PKS,negative
"@Uki23 @PDemokrat 😄 maksud hati mau jd spt org pintar, apa daya kemampuan kurang,  analogi buat kader PD yg sering blunder..",2023-05-12 00:02:24,PartaiDemokrat,negative
"@RurouniKingtuk يسر الله لنا خيرا حيثما كنا 
Semoga Allah mudahkan kita dalam #kebaikan di manapun berada. AAY",2023-05-12 00:02:47,NasDem,neutral
"@muchlis_ar @yunartowijaya Jangan jadi provokator Yunarto, negara ini sdh aman &amp; saling memaafkan. Kalau kamu memang manusia bersih, telah melakukan survey dgn jujur sebut siapa capres terbaik, pasti semua rakyat ikut pilihanmu. 
Tapi, kalau kamu manusia berdosa, jangan hancurkan negara ini!  @Gerindra",2023-05-12 00:02:50,Gerindra,negative
@jawapos https://t.co/tnpyZ4FeBF,2023-05-12 00:02:51,Golkar,neutral
"Luar biasa perhatian Pak Ganjar terhadap para pegawai non-ASN, salut !!. 

Asnawi Innalillahi Husein Jepang Chiquita Nguyen Rora Piala Asia Partai NasDem Vietnam #ลูคัส #LESFLAMMES2023 #SEAGames2023 #BABYMONSTERisSEVEN #GanjarPranowo #GanjarMenangTotal #ganjarpilihanterbaik https://t.co/nI2LvrJe7N",2023-05-12 00:03:00,NasDem,positive
"Prestasi Pak Ganjar bukan lagi level nasional tapi sudah internasional, salut 👍🏻.

Asnawi Innalillahi Husein Jepang Chiquita Nguyen Rora Piala Asia Partai NasDem Vietnam #ลูคัส #LESFLAMMES2023 #SEAGames2023 #BABYMONSTERisSEVEN #GanjarPranowo #GanjarMenangTotal #Capres2024 https://t.co/96ky28BX6j",2023-05-12 00:03:00,NasDem,positive
Asnawi Innalilahi Juve Minang Kamis 11 Mei 2023 Mourinho Chris Martin Partai NasDem Jepang #HARAM https://t.co/dEm6zOXJ74,2023-05-12 00:03:00,NasDem,neutral
@PDemokrat Banyak perubahan mana zaman sby sama zaman jokowi? Jaman sby mana pedesaan yang diliat? Cuakzz,2023-05-12 00:03:29,PartaiDemokrat,negative
"@saiful_mujani @Ndons_Back @bengkeldodo @AndreasSolusi @BANGSAygSUJUD @Alie_Fahnoor @Gerindra @prabowo @florieliciouss @Chaves1305 Pak @jokowi gak waras dong ya, ngangkat letjen penculikan jadi Menhan , oh no... bagaimana menurut agan @gibran_tweet",2023-05-12 00:03:29,Gerindra,negative
@Hasbil_Lbs Demokrat emang sengaja LG diobok obok,2023-05-12 00:03:34,PartaiDemokrat,negative
"@OnlyFrens Centang Biru kenapa TOLOL gini ya 
Lu nyindir kader @PKSejahtera Yg jelas2 ketahuan Nonton Bokeb di Ruang Sidang,Kalau peluk ² Bini orang boleh ya,PEKOK lu",2023-05-12 00:03:36,PKS,negative
"Bakal Caleg NasDem Bertabur Bintang, Ada Pedangdut Anisa Bahar hingga Presenter Choky Sitohang https://t.co/itE8zUxXjW",2023-05-12 00:03:37,NasDem,neutral
"@RurouniKingtuk @AbdHali59646742 InsyaAllah memang.. Anies pilihan kami di Sumatera.. 
Stop pilih ganjar dan partai nya..",2023-05-12 00:03:46,NasDem,negative
"@laskarpeningit @Uki23 @PDemokrat Kata siapa basi, radikal itu nyata adanya, dan emg ideologi yg mampu cuci otak yg ngelahirin org org bermasalah kaya kamu.",2023-05-12 00:03:52,PartaiDemokrat,negative
"Mantan Ketua KPU Maju Sebagai Bacaleg, Ketua Bappilu Partai Demokrat Karawang Optimis Pertahankan Kemenangan
https://t.co/b0h9G2vtgQ",2023-05-12 00:04:02,PartaiDemokrat,neutral
@keuangannews_id Bahkan seluruh Indonesia. Karena hanya Bangsa yg dungu yg dukung Ganjar penerus programHaramJkw termasuk proyekKotaHaramIKN yg mjd bagian dari aksi JkwPengkhianatBesarNRI dan JkwKoruptorKakap hingga ribuan triliun rupiah yang harus dimakzulkan dan dituntut hukuman mati,2023-05-12 00:04:21,Golkar,negative
"I Want the Earth Plus 5% - Apa yang Sebenarnya Terjadi dalam Sistem Keuangan Global
https://t.co/1NJVALyWwY
#HARAM Sore Partai Nasdem
Jepang",2023-05-12 00:04:24,NasDem,negative
@Tommy93781780 @PDemokrat https://t.co/lKncQdH7ay,2023-05-12 00:04:36,PartaiDemokrat,neutral
@PDemokrat https://t.co/fIY6Atc2Dc,2023-05-12 00:04:44,PartaiDemokrat,neutral
@bungzayin @imanlagi Hahahahaaaaa,2023-05-12 00:04:57,Gerindra,positive
"Prestasi Pak Ganjar bukan lagi level nasional tapi sudah internasional, salut 👍🏻.

Asnawi Innalillahi Husein Jepang Chiquita Nguyen Rora Piala Asia Partai NasDem Vietnam #ลูคัส #LESFLAMMES2023 #SEAGames2023 #BABYMONSTERisSEVEN #GanjarPranowo #GanjarMenangTotal #Capres2024 https://t.co/GvimJv77GR",2023-05-12 00:05:00,NasDem,positive
@knpiharis @jokowi @PDI_Perjuangan @puanmaharani_ri @ganjarpranowo Pengenya Elo tapi sayangnya engga ada yg lirik,2023-05-12 00:05:03,PDI-P,negative
"@geloraco Partai aja tak mungkin semua milih, apalagi rakyat,jangankan mimpi jadi tukang ramai lah boss",2023-05-12 00:05:06,Golkar,negative
@knpiharis @jokowi @PDI_Perjuangan @puanmaharani_ri @ganjarpranowo Taek...,2023-05-12 00:05:28,PDI-P,neutral
"@VIVAcoid @PDemokrat sedang MELUDAHI Partainya sendiri ya 🥱🥱

Mewariskan KORUPTOR terbanyak...SATU PARTAI!!! https://t.co/Nt6kEsD3Tw",2023-05-12 00:05:45,PartaiDemokrat,neutral
"@RurouniKingtuk Bongkar aja kartu AS kecurangan Pilpres 2024 Pak Surya paloh biar Rakyat Indonesia tau semua, betapa krg ajar nya KPU &amp; komisioner""nya dalam mengkhianati Rakyat. Spy diPilpres 2024 nanti Rakyat bs mengawasi scr lebih maksimal lagi, benar"" bangsat &amp; biadab skl...",2023-05-12 00:06:10,NasDem,negative
