text,created_at,tag,sentiment
"Dear @Gerindra, pak @prabowo,

Saya kasih lagi nieh didikan s3ngkuni yang selama 2x pilpres menghina dina bapak, dan kami lawan dengan berbagai cara yang kami bisa, walaupun kami BUKAN SIAPA-SIAPA nya bapak.

Sekarang ? Selamat pak, mereka sudah ada di gerbong bapak. https://t.co/5iJhBr79BX",2023-04-19 00:00:07,Gerindra,negative
@DoankWarto Nasdem tujuan utamanya naikkan suara,2023-04-19 00:00:22,NasDem,neutral
@PDemokrat @teukuriefky_1 Saya terharu dengan sepak terbang partai Demokrat.... Sy prihatin.. Sy baper,2023-04-19 00:01:47,PartaiDemokrat,positive
@AgusYudhoyono Ini berkat ke pemimpinan pak  Jokowi,2023-04-19 00:01:51,PartaiDemokrat,neutral
"@aniesbaswedan - @AgusYudhoyono
Indonesian People's Leader 2024 The Best...
@FPD_DPR @DppPDEMOKRAT @SBYudhoyono
@Edhie_Baskoro @Herzaky__MP @DemokratPapua
@PDemokrat @demokrat_fkpd https://t.co/0BJe6KNxhu",2023-04-19 00:02:16,PartaiDemokrat,neutral
@kangdede78 @aniesbaswedan @GeiszChalifah @AndiSinulingga @BosPurwa @abu_waras @tatakujiyati @Mdy_Asmara1701 @Relawananies Namanya kadrun itu udah ada pilihan pasti kalo ga pks ya partai kummat. Itu captive market mereka. Ga mungkinlah pilih nasdem apa demokrat.ya tolol aja si kalo mengharap suara kadrun. Yang ada makin  nyungsep partainya.,2023-04-19 00:04:24,NasDem,negative
"""Sejak awal saya katakan,TNI hrs bertindak tegas memberantas teroris ini.Mrk jelas2 pemberontak yg wajib dilumatkan dr Bumi Pertiwi"" kata Dave Laksono,anggots komisi 1 DPR dr Fraksi Golkar

#BinasakanKKBSampaiTuntas https://t.co/SJlyYOkgLY",2023-04-19 00:04:49,Golkar,negative
@keuangannews_id ya bener khan.... begitu dia gabung gerindra bikin ulah aje biar nama prabowo mangkin nyungsep,2023-04-19 00:05:50,Gerindra,negative
@ducardian @DitjenPajakRI @mohmahfudmd #SahkanRUUPerampasanAset #SahkanRUUPerampasanAset #SahkanRUUPerampasanAset @DPR_RI @mohmahfudmd @jokowi @PDI_Perjuangan @Gerindra @psi,2023-04-19 00:07:54,Gerindra,negative
"@kompascom Ibul for Jabar 1, timsesnya Once dan Dhani, diusung @Gerindra cocok 😁",2023-04-19 00:08:13,Gerindra,positive
@mazzini_gsp Dia bukan pemilik. Hanya boneka.,2023-04-19 00:08:18,Golkar,negative
"Demokrat: Gerindra Selalu Puji Jokowi, Bagaimana Mau Nyeberang Usung Perubahan | https://t.co/Or6oYDRbe1 - https://t.co/1LwTf9lMsP https://t.co/A0Z4djNV2x #PrabowoUnggul #BangkitBersama",2023-04-19 00:09:33,Gerindra,neutral
"Berbagi dengan Insan Pers, Gerindra Sumut Konsisten Perkuat Silaturahmi - Sentral Berita https://t.co/PTv3i6eZLD #PrabowoUnggul #BangkitBersama",2023-04-19 00:09:37,Gerindra,neutral
@mazzini_gsp 😂,2023-04-19 00:11:48,Golkar,positive
@jordialannn @KPK_RI #SahkanRUUPerampasanAset #SahkanRUUPerampasanAset #SahkanRUUPerampasanAset @DPR_RI @mohmahfudmd @jokowi @PDI_Perjuangan @Gerindra @psi,2023-04-19 00:11:49,Gerindra,negative
"@ruhutsitompul Halah nanti klo Anies menang, ni orang bakalan muji2 trus pindah ke Nasdem. Track record nya kan begitu dari dulu😁",2023-04-19 00:13:30,NasDem,negative
@YanHarahap @AgusYudhoyono https://t.co/NNRgfxIjR2 https://t.co/F2kUALX23g,2023-04-19 00:13:32,PartaiDemokrat,neutral
