text,created_at,tag,sentiment
"Manuver Prabowo Ketemu Keluarganya Jokowi Disoroti, Elite Gerindra: Jangan Dikaitkan Politik https://t.co/HeXB0kvrKL",2023-01-28 00:00:02,Gerindra,neutral
@ekowboy2 https://t.co/CXptIIWE0D,2023-01-28 00:00:06,Gerindra,neutral
"yassalam..
Sehat dan Berkah selalu menyelimuti mu sang Pemimpin.
@cakimiNOW 
@DPP_PKB 
@EmHasanuddin 
@zainul_munas 
@hasanroviqi 
@Brigade01Arwan1 https://t.co/HKGZhRNtq7",2023-01-28 00:00:18,PKB,positive
@NasDem @aniesbaswedan Ckckck.. Yg dibanggain dari dulu masih seputar TATA BACOD doang 🤣🤣🤣,2023-01-28 00:00:25,NasDem,negative
"@Mochsyahril31 @NasDem @aniesbaswedan Punten, ini acara JAMDA YRKI 3 di Jogja 😊🙏🏻 https://t.co/67OrKvA2oa",2023-01-28 00:00:28,NasDem,neutral
"Ketua Gerindra Jawa Timur, Anwar Sadad telah menyiapkan kader-kader milenial yang berisikan perempuan di sejumlah daerah, termasuk Jombang.
#JatimNow #AnwarSadad #PartaiGerindra #Jombang #Pemilu2024 #DPRDJatim #GerindraJombang https://t.co/CefC7M5tWD",2023-01-28 00:00:35,Gerindra,neutral
@abu_waras Partai Siluman Indonesia.......,2023-01-28 00:00:41,Golkar,neutral
"@musniumar Kamu harus bisa membedakan antara fitnah dan fakta. Kalau ada fitnah yang menerpa Anis Baswedan, coba kamu buktikan itu fitnah",2023-01-28 00:00:44,NasDem,negative
"Demokrat Ungkap Alasan Tak Deklarasikan Anies Bacapres seperti NasDem
https://t.co/2SyehcHNEE",2023-01-28 00:00:45,NasDem,neutral
@sandi_io Demokrat tetap dibutuhkan krn ada pak SBY disana. Dugaan saya Demokrat akan deklarasi pada waktunya.,2023-01-28 00:00:45,NasDem,neutral
@Mochsyahril31 @NasDem @aniesbaswedan @DivHumas_Polri @TurnBackHoax,2023-01-28 00:00:57,NasDem,neutral
"@AndisBoga @NasDem @aniesbaswedan Faktanya masih Banjir sih kalau yg aq lihat.
gak tau kalau yg lain lihatnya",2023-01-28 00:01:04,NasDem,negative
"Di Perayaan Natal Nasional Partai Gerindra, Prabowo Serukan Semua Umat Beragama Jaga Persatuan  - Media Semesta24 https://t.co/3SRabOWASA https://t.co/n2ylgU7E3U",2023-01-28 00:01:21,Gerindra,neutral
@tatakujiyati @aziz_djogdja @aniesbaswedan @NasDem @PDemokrat @PKSejahtera Alhamdulillah,2023-01-28 00:01:22,PKS,neutral
