text,created_at,tag,sentiment
"Bapak Prabowo pernah berpesan: Di antara kalian pasti akan menjadi pemimpin di masa mendatang, bisa jadi di bidangmu atau di generasimu. 

Selamat Ulang Tahun Partai Gerindra. Senantiasa selalu berjuang untuk Rakyat Indonesia

#gerindra #TIDAR #prabowo https://t.co/DLCCSQqfUk",2023-02-06 00:00:01,Gerindra,positive
https://t.co/8WUtoHlG40,2023-02-06 00:00:19,Golkar,negative
"@MurtadhaOne1 Dah 2 bulan Topeng Monyet gak kluyuran joget2... naik private jet.

Apa Nasdrun lagi mikir2 ulanv",2023-02-06 00:00:20,NasDem,negative
"@democrazymedia Kader pdip berprestasi... Siapa ya...???
Yg masuk bui ya banyak...!!!",2023-02-06 00:01:53,NasDem,negative
@keuangannews_id Tunggu waktu yg tepat,2023-02-06 00:01:54,Golkar,negative
"Para pembisik kepingin menggantiin menteri,dengan berbagai dalih, Tapi  Pak Presiden tidak mau.
https://t.co/DtVTBldL6e",2023-02-06 00:02:00,NasDem,negative
@geloraco Saatnya menamatkan hegemoni pdip yg korup,2023-02-06 00:02:13,NasDem,neutral
"@tidar_pp Di folback pak @prabowo sudah, tinggal di folback min @tidar_pp aja yg beloman 😁✌️",2023-02-06 00:02:14,Gerindra,neutral
@AgusYudhoyono Lagi kampanye capres ya gus...ehhh gak ada nyalonin ding ya termasuk partai sendiri...pilih jadi antek nasdem wakakakaakakk,2023-02-06 00:02:16,PartaiDemokrat,negative
"Bakal Bertemu Golkar, Muhaimin Akan Ajak Gabung Koalisi https://t.co/NfVRAwFe6q",2023-02-06 00:02:28,Golkar,neutral
"@AgusYudhoyono @aniesbaswedan semua nyanyi, baladewa yg satu kok gak ikutan nyanyi 🤣🤣",2023-02-06 00:02:41,PartaiDemokrat,neutral
@OposisiCerdas NASDEM SBG PARTAI NASIONALIS (SESUAI NAMANYA) pd Waktunya akan DUKUNG Dan USUNG NEGARAWAN WNI PRIBUMI. https://t.co/ch7Q0x7XEt,2023-02-06 00:02:42,NasDem,neutral
"@keuangannews_id Faisal Basri ini kadang kadang ada betulnya...

https://t.co/T1JDInbREE",2023-02-06 00:02:43,NasDem,neutral
"@MurtadhaOne1 Dah 2 bulan Topeng Monyet gak kluyuran joget2 naik private jet yak.

Apa Nasdrun lagi mikir2 ulang kah, secara suara utk partai makin jeblok, kaderpun pada hengkang 🤣🤣🤣.",2023-02-06 00:02:47,NasDem,negative
@aly_benzema Prediksi saya bhw peroleh Gerindra di pemilu 2024 di bawah 4%.,2023-02-06 00:02:50,Gerindra,neutral
@ocongBoyy @Dennysiregar7 Para pasukan nasi bungkus dah lama gak makan nasi bungkus gratisan,2023-02-06 00:02:54,NasDem,negative
"@info62id @AgusYudhoyono @aniesbaswedan Jangankan bubaran konser, bubaran anak sekolah aja bikin macet...",2023-02-06 00:02:59,PartaiDemokrat,negative
"@bs_vito Pakde Jokowi emang Ngak Kaleng2
Teruji dari dahsyat nya terpaan badai dan hujan.",2023-02-06 00:03:06,NasDem,positive
"@DoankWarto @Danimas19 @AgusYudhoyono anak presiden 2x, kasian banget, masih ngarep mau jadi bacawapres dr @aniesbaswedan...🤣🤣🤣🤣 sama² punya borok, makanya berani, saling ngotot...kalian akan AmiesdanEDAN pada waktunya...
Cem mana @bachrum_achmadi betulkan?",2023-02-06 00:03:27,PartaiDemokrat,negative
@NasDem @aniesbaswedan https://t.co/1thDscFpWR semoga bisa jadi refrensi buat Orang2 yg masih ketutup Akal dan Kewarasan nya 😂😂,2023-02-06 00:03:45,NasDem,negative
"Geger lagi soal kesepakatan politik antar kandidat Capres. Dulu katanya ada Perjanjian Batu Tulis antara PDIP vs Gerinda? Konon PS merasa dikhianati. Skrg ada lg rumor kesepakatan Anies vs PS dimana Ketum Gerindra tsb juga merasa diprank? Maklum, dlm politik yg kekal Kepentingan?",2023-02-06 00:03:52,Gerindra,negative
"@kohlervooler @_Rizmaya__ @budimandjatmiko @aniesbaswedan @NasDem Membisu
https://t.co/dS1rG6Y8My",2023-02-06 00:04:25,NasDem,neutral
"@andre_rosiade @prabowo @Gerindra Sy tdk liat lg komitmen PS, hari2nya cm asik sendiri dg ambisinya. Maaf, terkesan ngejilatnya jg bikin eneg. Pendukung mana yg anda maksud berkomitmen? PS msh punya pendukung? Ya. Percaya kok. Tp lbh bnyk mana skrg, yg stay atau yg goodbye ?",2023-02-06 00:04:35,Gerindra,negative
"""Inilah yang mambuat Partai Gerindra bertambah kuat di usia 15 tahun, karena orang-orang ikhlas yang berjuang untuk bangsa dan negaranya tidak pernah lelah,"" kata Muzani.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-02-06 00:04:39,Gerindra,positive
@AirinDatangLagi @AgusYudhoyono Tempat nongkromg kamu kok dikasih tau....nanti kamu nongkrongnya dimana???😀,2023-02-06 00:04:50,PartaiDemokrat,negative
Peluang lahirnya pasangan Anies Baswedan-Ridwan Kamil untuk maju Pilpres 2024 bisa saja muncul setelah Ketua Umum Partai Nasdem Surya Paloh bertemu dengan Ketua Umum Partai Golkar Airlangga Hartarto pada Rabu (1/2/2023). https://t.co/SBi13FpV3S,2023-02-06 00:04:59,Golkar,neutral
"@AgusYudhoyono Mantep pak ahy,awas hati2 ama si yohanies minjem duit ntr kaya korban kemarin si sandiaga 50milyar sampe lengser blom ganti ga tau malu ga tau diri tuh si yaman.. Derajat mu jauh ama si yohanies pak ahy,jangan mau nurutin dia apalgi minjem duit",2023-02-06 00:05:17,PartaiDemokrat,negative
@Tita83079013 @PKSejahtera Dimana PKS berlabuh pilih lawanya,2023-02-06 00:05:22,PKS,neutral
"Dirgahayu ke 15 partai gerindra...
Semoga semakin baik kedepannya dalam menjalankan progam2 pro kerakyatan sebagai bukti komitmen janji keberpihakan prabowo pada rakyat lewat progam KESIRA dan terus berjuang mensahkan RUU PPRT💪💪💪 https://t.co/6DXpNGWK2L",2023-02-06 00:05:35,Gerindra,positive
