text,created_at,tag,sentiment
@HukumDan Niat banget oposisi bikin berita2/narasi2 begini di saat mrk yakin tanpa ini mrk tdk bisa ngejar ketertinggalan thd @ganjarpranowo dan @PDI_Perjuangan,2023-04-23 00:00:00,PDI-P,negative
"Momentum di sela-sela pertemuan Prabowo-Jokowi siang ini di Solo.

#prabowo #mendingprabowo #terusmajubersamaprabowo #dekade08 #prabowosubianto #ketumgerindra #prabowomenhan  #prabowopresiden2024 #gerindra #gerindrabali #dpdgerindrabali #gerindramenang #ahmadmuzani #sufmidaso https://t.co/5jEa3EprVQ",2023-04-23 00:00:08,Gerindra,neutral
@MurtadhaOne1 @fadlizon Ancur Gerindra ada buntal.....,2023-04-23 00:00:19,Gerindra,negative
@Partai_Slebew @PDemokrat katakan tidaak...,2023-04-23 00:00:31,PartaiDemokrat,neutral
@Adi_8002 @ZainAris @NasDem Gak usah ngeGas jink,2023-04-23 00:00:43,NasDem,negative
"@prichardlincoln @ahmad_bellamy @PDI_Perjuangan Dari jaman dulu sejak di malaysia gayanya gitu, gak ada yang berubah dari dia. Lu aja yang kaget baru tau 🤣",2023-04-23 00:00:49,PDI-P,negative
"@alextham878 Anis kan KUTU LONCAT  juga?
1. Konvnesi Denokrat.. dan KALAH
2. 2014  ikut tim Pèmenangan JoKowi-JK meskipun dab  DIPECAT
3. 2017, ikut CAGUB dari GERINDRA",2023-04-23 00:01:41,Gerindra,negative
"@MARQUEZ__93 Benar kata Anies percuma dia melawan Ganjar, mending mundur 🤣🤣",2023-04-23 00:01:44,PDI-P,negative
@DoankWarto Klo bisa pecat fadli zon dari gerindra pasti pendukung prabowo meningkat,2023-04-23 00:01:44,Gerindra,negative
"@_palungmariana @nahdlatululama @DPP_PKB @BanserCC @muhammadiyah @PPPemudaMu @MUIPusat @mohmahfudmd @DPR_RI Mantab ulasannya,lanjutken...terusken....gasken....",2023-04-23 00:01:55,PKB,neutral
"@OposisiCerdas nantinkalah tanfing jd pembantu lg ya, jd tetap punya kekuasaan sbg raja kecil, tanpa ijtima ulama mah ngeblangsak pula",2023-04-23 00:02:12,Gerindra,negative
@alisyarief akibat mabuk nasi goreng,2023-04-23 00:02:12,Gerindra,neutral
"@BatuKepla @BennyHarmanID ha ha... jilat ludah sendiri, masa sura banyak diatur dengan jumlah elektabilitas kecil. 
😆😆😆",2023-04-23 00:02:23,NasDem,negative
