text,created_at,tag,sentiment
"@detikcom Sudah jelas, BONEKA.... Pergi kemana-2 pakai milik siapa...",2022-12-11 00:00:20,NasDem,negative
"""Sesuai aspirasi dan amanah dari seluruh kader Partai Gerindra yang disuarakan dalam Rapimnas, capres Gerindra hanya satu yaitu Prabowo Subianto,"" kata Budi. Mending Prabowo https://t.co/1Wvid11GEM dekade08",2022-12-11 00:00:21,Gerindra,neutral
"@Metdro2 @SangPejuank @Mayapada1108 @_SEKNAS_RI @anakranto64 @PaimoMontok @Lembayung071 @istidharto @AwYesaya @WAHYU_UNIFORM @Budi_Dharma88 @Rasto66010876 @gustafadi @Thomastjik @RiisqiRama @ermi_purba @JohnVirgoVj @MNurhuda0209 @dann84620377 @NkriUud45 @UsniErlangga @AntonKu44233833 @AriHend95106868 @Kris_Simpati @SutayaLili @modien_ganesa @rmiryanti @hs_meliala @harrycoocaa @atiroh07 @Antaredja1 @Joko1widodo @hamro_s @Hardjoeno @HeriAgustiawan5 @Nr53N74H7N @CrbSira @bambang20020901 @BigDaddy234s @RonalSihotang78 @agung_milala @aniesbaswedan @Relawananies @SuaraAnies @AniesIndonesia @NasDem @suryapaloh51 Ngomong aja kau, ada buktinya ?? Ini yg ada buktinya 😛😛😛 https://t.co/FtwNOMIZpp",2022-12-11 00:00:25,NasDem,neutral
"@Lisaamartatara4 @prabowo Entahlah tega kalian membohongi kami yg benar2 support full ternyata sdh ada perjanjian dgn banteng utk mengamankan 2 periode.
Ee skrng mereka pengen 3 periode. Atau next bagiannya Gerindra?. Smg Allah Subhanallahu Wa Taalla tidak mengabulkan 🤲. Yg ada Islam di benturkn.",2022-12-11 00:00:27,Gerindra,negative
@marlina_idha https://t.co/MxYsaJ5mS5,2022-12-11 00:00:30,NasDem,neutral
@aniesbaswedan @NasDem @NasDem_Sulsel77 PREETT ... ! lah pokoknya 👎,2022-12-11 00:01:10,NasDem,positive
"@Aryprasetyo85 Si andre itu nyentil jkw juga, dri solo ke jkt sapa yg dukung, laah kok jdi rival di pilpres. 
Politik itu dinamis bung... ngapain eloe ngegas,  kalo junjungan ente dah turun ente paling balik arah...",2022-12-11 00:01:26,Gerindra,negative
@susipudjiastuti https://t.co/tRUzWkwPhl Insya Allah amanah,2022-12-11 00:01:27,NasDem,positive
@Riyan72478949 @apocalypsoblitz @aniesbaswedan @NasDem @NasDem_Sulsel77 Cukup terakhir di jakarta 😜 https://t.co/Z9YAPmSsNY,2022-12-11 00:01:29,NasDem,neutral
"@OssyDermawan Kalo @AgusYudhoyono @SBYudhoyono datang, narasinya emang gitu. Ada yg kaitkn ke politik.",2022-12-11 00:01:31,PartaiDemokrat,negative
