text,created_at,tag,sentiment
"@keuangannews_id Demi politik bisa ancur nih persatuan indonesia. Membentur benturkan ""bangsa keturunan"" dan ""bangsa asli"". Knapa sih orang macam ini msh d kasih panggung mulu 🙈",2023-02-15 00:00:00,Gerindra,negative
"Dari desa kita bangkit
#BudalGus 
#GusMuahaiminBerangkat 
@cakimiNOW 
@EmHasanuddin 
@DPP_PKB 
@Jazilul_Fawaid 
@zainul_munas 
@SukoyoKasekpro 
@Brigade01Arwan1 
@Mursyidan10 
@AbuYus79147958 https://t.co/J02MNY67dF",2023-02-15 00:00:03,PKB,neutral
@keuangannews_id Si anjing mulai menebar fitnah lagi...,2023-02-15 00:00:32,Gerindra,negative
"@SAgungs1 @JunifaArifin @aniesbaswedan @NasDem Bj Habibi cm 9 bulan jd presiden,itupun mempersiapkan pemilu 1999",2023-02-15 00:00:38,NasDem,neutral
@DodyWij05875789 🤭,2023-02-15 00:00:45,Gerindra,positive
"@DoankWarto Bikin pendukung Jokowi, Ahok, Ganjar, PDI-P, BuzzerRp Laknat kebakaran Jembut ( memelihara jenggot kan salah sunnah Nabi,kalian rata rata islamphobia)",2023-02-15 00:00:48,PDI-P,negative
"@SAgungs1 @JunifaArifin @aniesbaswedan @NasDem Habibi cm 1,2thn,itu pun utk persiapkan pemilu 1999",2023-02-15 00:01:15,NasDem,neutral
@DokFun @beautydyah Mohon penjelasan dari @Gerindra @Dorraemon_ @bengkeldodo @andre_rosiade ttng ruu yg dibahas,2023-02-15 00:01:28,Gerindra,neutral
Juliyatmono Ungkap Alasan Pemberhentian Ketua Golkar Solo - detikJateng https://t.co/U1FVOapE6l,2023-02-15 00:01:32,Golkar,neutral
"Terpilih Aklamasi, Loedwick Mandacan Siap Kembalikan Kejayaan Golkar di Mansel - LinkPapua https://t.co/xqosVpMLuB",2023-02-15 00:01:34,Golkar,neutral
"Golkar Jateng: Pesta Rakyat Indonesia Bersatu, Bangkitkan Keceriaan Pasca Pandemi - Suara Merdeka - Suara Merdeka Network https://t.co/18hfK6fVAW",2023-02-15 00:01:36,Golkar,neutral
"Perbesar Koalisi Jelang Pemilu 2024, PKB Terus Komunikasi dengan Golkar dan NasDem - https://t.co/B8bKZqgVYK https://t.co/sDRho2PTbU",2023-02-15 00:01:37,Golkar,neutral
@NasDem @madtu_madali @aniesbaswedan ngising sekebonnnn,2023-02-15 00:01:44,NasDem,neutral
@NasDem @aniesbaswedan Nasdrun,2023-02-15 00:01:59,NasDem,neutral
"Sepertinya sering muncul berita, posting Prabowo atau Gerindra 

Kesannya ada 
Parpol  yg terpojok oleh Gerindra dan PKB.
Parpol apa atau mana?",2023-02-15 00:02:14,Gerindra,negative
"@keuangannews_id Mimin lagi ikutan framing bunuh Anies ya ?, ocehan sampah ferdinand kok dikutip ?, cair min duitnya ? 

Asiklah......",2023-02-15 00:02:18,Gerindra,negative
"@Hulk_SlaluHijau @keuangannews_id @Gerindra Bocah tu tuyul.
Dewasa tp KANG NYOLONG",2023-02-15 00:02:24,Gerindra,negative
14 Prioritas @PDemokrat lur.#AHYPimpinPerubahan https://t.co/7lVDAjqxLU,2023-02-15 00:02:25,PartaiDemokrat,neutral
@keuangannews_id BANGSAT_BANGSA,2023-02-15 00:02:27,Gerindra,positive
@Hulk_SlaluHijau @keuangannews_id @Gerindra Ya makanya jgn suka bawa2 namakakek 🤭😁,2023-02-15 00:02:40,Gerindra,negative
"@Mdy_Asmara1701 Mantap.. Cocok jadi Cawapres @aniesbaswedan . @AgusYudhoyono punya segudang pengalaman baik di militer maupun sipil, PANGDAM, PANGKOSTRAD, KASAD, Gubernur &amp; Menteri sdh pernah dia jabat.",2023-02-15 00:02:51,PartaiDemokrat,positive
"@gabbyatmaja @nasi1kepal @tanyarlfes Bener banget, aku tau kasus lumpur lapindo ini, tiap org muja2 anak mantu nya aku suka agak gimana gitu, kayak mereka hidup spt raja dan ratu diatas penderitaan rakyat kecil, kayak, apa gak malu gitu?",2023-02-15 00:02:53,Golkar,negative
"@decarlieracing @Hulk_SlaluHijau @keuangannews_id @Gerindra Nah ni betul.
Sampe ibunya ikut ikutan",2023-02-15 00:02:57,Gerindra,negative
"@YoezZar @aniesbaswedan @NasDem @PKSejahtera @PDemokrat @Adiprayitno_20 Zulfan Lindan sakit hati dipecat SP
tentu pendapatnya akan agak bias",2023-02-15 00:03:03,PKS,negative
"@keuangannews_id Pengkhianatan merajalela, dari pada kekuasaan politik selalu andalkan hutang sampai ke luar negeri Lebih baik Kita andalkan Indonesia Kaya segalanya (Revolusi Moral) ?

Salam Bangkit ! https://t.co/QgYzhzk7UY",2023-02-15 00:03:13,Gerindra,negative
"Mandat DESA untuk INDONESIA""
Gus Muhaimin Iskandar
#BudalGus! 
#GusMuhaiminBerangkat Nahkodai Kapal Menuju Kebangkitan Bangsa
@cakimiNOW 
@DPP_PKB 
@EmHasanuddin 
@baGUSMUHAIMIN24 
@BagusMuhaiminS1 https://t.co/OoalJGN4qi",2023-02-15 00:03:31,PKB,positive
"@lpkkaltim @keuangannews_id Ijazah siapa yg palsu ??
.
Hihihi",2023-02-15 00:03:42,Gerindra,negative
@SartonoHutomo @PDemokrat 🙏🇮🇩💙#DEMOKRAT14✍️:,2023-02-15 00:03:43,PartaiDemokrat,positive
@Official_PAN @ZUL_Hasan Tunjukin KTP lagi ga pak???,2023-02-15 00:03:52,PAN,negative
"Menteri Pertahanan RI yang juga Ketua Umum Partai Gerindra Prabowo Subianto menjamu Gubernur Jawa Timur Khofifah Indar Parawansa di Rumah Makan De Soematra, Surabaya.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-02-15 00:04:09,Gerindra,neutral
"@Gerindra Awas tuh, habis menghitung malah ketiduran",2023-02-15 00:04:21,Gerindra,negative
"BAKOMSTRA (Badan Komunikasi Strategis). Kenapa strategis? Karena politik itu perang komunikasi, perang informasi, perang narasi, perang opini. 
@AgusYudhoyono 
@PDemokrat 
@Herzaky__MP https://t.co/l8DfLPukfR",2023-02-15 00:04:29,PartaiDemokrat,neutral
"Menteri Pertahanan RI yang juga Ketua Umum Partai Gerindra Prabowo Subianto menjamu Gubernur Jawa Timur Khofifah Indar Parawansa di Rumah Makan De Soematra, Surabaya.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-02-15 00:04:32,Gerindra,neutral
