text,created_at,tag,sentiment
"Soal Sistem Terbuka Atau Tertutup, Partai Demokrat: Serahkan ke Pemerintah dan DPR Saja https://t.co/tTOImGpASP",2023-06-01 00:00:02,PartaiDemokrat,neutral
@Arifzen10661460 @kwetiau01 @EdiArif96983478 @puanmaharani_ri @PDI_Perjuangan @AdianNapitupul1 @budimandjatmiko @ruhutsitompul @DPP_PPP @psi_id @DPPPerindo @OmpungGuru @RD_4WR1212 @Yani03495310 @putrakibang7 @harismartwi @UmyHisyam @Anpras7 @suhendr18799122 @SuhendarUken @UMKMTalaga @AdeSaep80397047 @lubis_punk @LubisMangkuto @BSoma277 @CanTik181984873 @HalimHeppy @CasanovaX8X @mikuroQ @Maria_Dzadina @Bram_AbuBakar @neraca_harga @Urrangawak @Aephendra22 @03__nakula @hartta_ @sasak70320 @nunungmar1404 👉 @Arifzen10661460 🙏☕☺️ https://t.co/jvm1fxo2Fv,2023-06-01 00:00:07,PPP,neutral
"Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno menghadiri Rapat Pimpinan Nasional Gerakan Pemuda Ka'bah, organisasi sayap kepemudaan Partai Persatuan Pembangunan (PPP).

Selengkapnya: https://t.co/uTkk4WyuTr 
___
#Vivacoid #Sandiagauno #PPP https://t.co/YpTPFZcAZH",2023-06-01 00:00:10,PPP,neutral
@JinNonik @the3brothers2 @AntonKu32183838 @PribadiBales @dady_tri @Karsono12732862 @Pieter_Sun01 @UwohMe @Yudiantiyaman @LonenyDragon @Amran_bin_Ali @JokoPintar2 @Wawan_74 @Ezharhap @Daniel_Moreno77 @creampie_99 @KasmaranWahyu @Kode_Bagus @Irfan_Cowgan @RefublikAteis @Diek_Clev @asasfuro @madularang @DiposuroP @Karuhun_69 @hoax_bukan @SobatMIDO @aikel112629 @roedinapit @tkngsiomay @ZtrideorDIE @KavezuAzila @ScioCogitoCredo @wrahardian2 @sugi_0706 @PUTRY_NUSANTARA @gus_ur_ @HeryIdris5 @Samsulhuda1988 @puspita3_eka @MUIPusat @cholilnafis @krishjogja @Anatta_21 @amun_ra2 @SBYudhoyono @NasDem Gw spt om julianto tio donk 🤗 https://t.co/yIvqouFBko,2023-06-01 00:00:12,NasDem,neutral
@TeddGus @aniesbaswedan @PDemokrat @NasDem @PKSejahtera Halqh ted ted retorika aja lo. Lo kan tau demokrat lagi mau dibegal. Kalo berhasil dibegal ya demokrat emggak akan daftarin Anies ke KPU. Jadi lo taukan bedebahnya siapa ? Udah lo dukung aja kasus 8T dibongkar semuanya. Kalo melibatkan banyak partai biar dibuka semua.,2023-06-01 00:00:22,PKS,negative
"@JinNonik @Kowidongo @the3brothers2 @AntonKu32183838 @PribadiBales @Pieter_Sun01 @UwohMe @Yudiantiyaman @LonenyDragon @Amran_bin_Ali @dady_tri @JokoPintar2 @Wawan_74 @Ezharhap @Daniel_Moreno77 @creampie_99 @KasmaranWahyu @Kode_Bagus @Irfan_Cowgan @RefublikAteis @Diek_Clev @asasfuro @madularang @DiposuroP @Karuhun_69 @hoax_bukan @SobatMIDO @aikel112629 @roedinapit @tkngsiomay @ZtrideorDIE @KavezuAzila @ScioCogitoCredo @wrahardian2 @sugi_0706 @PUTRY_NUSANTARA @gus_ur_ @HeryIdris5 @Samsulhuda1988 @puspita3_eka @MUIPusat @cholilnafis @krishjogja @Anatta_21 @amun_ra2 @SBYudhoyono @NasDem @ganjarpranowo @jokowi Pengemis, pengamen di Jakarta bukan KTP DKI, klo gak percaya lu cek aja ke lapangan, pemulung juga bukan KTP DKI. Bahkan pedagang mikro pun yg bukan KTP DKI dipersilahkan cari rejeki di DKI.",2023-06-01 00:00:28,NasDem,neutral
"@Ndaxwz @Gerindra Dari hasil pernikahan juga klo orang tamu engak melakukan perbokepan terus lho di bikin dan di lahirkan dari rahim apa,,,udahlah jd manusia engak usah pada munafik,,,klo lho bukan hasil perbokepan apa lho di lahiran dari tong sampah",2023-06-01 00:00:44,Gerindra,negative
"@Kangmas_Solo @mohmahfudmd Dan omongan profesor ini terbukti lagi
Alhamdulillah
Cc
@PKSejahtera 
@PDemokrat 
@jokowi 
@msaid_didu 
@tifsembiring",2023-06-01 00:00:45,PKS,positive
@papa_loren @PKSejahtera Calon PDIP saja kalah sama Calon PKS . Ini partai nol koma kok mau LAWan PKS di Depok. Pulang saja mas Kaesang @kaesangp https://t.co/3jUW4Fwx9Q,2023-06-01 00:00:55,PKS,negative
@JinNonik @PribadiBales @the3brothers2 @Karsono12732862 @Pieter_Sun01 @UwohMe @Yudiantiyaman @LonenyDragon @AntonKu32183838 @Amran_bin_Ali @dady_tri @JokoPintar2 @Wawan_74 @Ezharhap @Daniel_Moreno77 @creampie_99 @KasmaranWahyu @Kode_Bagus @Irfan_Cowgan @RefublikAteis @Diek_Clev @asasfuro @madularang @DiposuroP @Karuhun_69 @hoax_bukan @SobatMIDO @aikel112629 @roedinapit @tkngsiomay @ZtrideorDIE @KavezuAzila @ScioCogitoCredo @wrahardian2 @sugi_0706 @PUTRY_NUSANTARA @gus_ur_ @HeryIdris5 @Samsulhuda1988 @puspita3_eka @MUIPusat @cholilnafis @krishjogja @Anatta_21 @amun_ra2 @SBYudhoyono @NasDem Ngasih tau elu aja Pir,2023-06-01 00:00:58,NasDem,neutral
@PDemokrat Nah gini. Membangun Indonesia harus dimulai dari masyarakatnya. Hanya babi babi dan anjing2 pendukung jokowi yg lebih mementingkan IKN ketimbang perut rakyat.,2023-06-01 00:01:00,PartaiDemokrat,negative
"@dennyindrayana Woi..Denny  macam betul aja kau, Lagi pusing kau kan karena jadi tersangka korupsi jadi taktik mu adalah menyerang pemerintah.",2023-06-01 00:01:04,PartaiDemokrat,negative
"@Danil0445986449 @Adi_8002 @PKSejahtera @aniesbaswedan @psi_id kalau iya memangnya kenapa...?? malunya di mana..??
apa alasan malunya ??
ukuran malu dan tidak malunya apa..??",2023-06-01 00:01:20,PKS,negative
#haripancasila 1 Juni 2023 #calegdprd #provinsi #sulsel #nasdem https://t.co/VUrlWcmtuV,2023-06-01 00:01:23,NasDem,neutral
