text,created_at,tag,sentiment
"Melihat perkembangan komunikasi kerjasama yang tanpa perkembangan yang berarti itu, ditambah dengan elektabilitas NasDem yang rontok pasca deklarasi capres, serta capres yang mereka usung ternyata tidak juga menemukan tanda-tanda dominasinya.

Malming
Terong https://t.co/8Jxe8Lh4Vr",2023-01-29 00:00:00,NasDem,negative
"Melihat perkembangan komunikasi kerjasama yang tanpa perkembangan yang berarti itu, ditambah dengan elektabilitas NasDem yang rontok pasca deklarasi capres, serta capres yang mereka usung ternyata tidak juga menemukan tanda-tanda dominasinya.

Malming
Terong https://t.co/5bKSumlU1s",2023-01-29 00:00:01,NasDem,negative
@SimbangT @tukangrosok22 @AgusYudhoyono Jogednya di awan,2023-01-29 00:00:07,PartaiDemokrat,neutral
@Tita83079013 @NasDem Brewok siapkan penggiringan opini seolah Jkw yg minta shg tdk dimusuhi kodirun,2023-01-29 00:00:22,NasDem,neutral
"Pada sore hari, Prabowo juga direncanakan hadir pada perayaan Natal Nasional Partai Gerindra di Gedung Serbaguna Pemprov Sumut di Jalan Willem Iskandar Medan.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-01-29 00:00:23,Gerindra,neutral
"Melihat perkembangan komunikasi kerjasama yang tanpa perkembangan yang berarti itu, ditambah dengan elektabilitas NasDem yang rontok pasca deklarasi capres, serta capres yang mereka usung ternyata tidak juga menemukan tanda-tanda dominasinya.

Malming
Terong https://t.co/Il47X6TFAY",2023-01-29 00:00:30,NasDem,negative
"Pada sore hari, Prabowo juga direncanakan hadir pada perayaan Natal Nasional Partai Gerindra di Gedung Serbaguna Pemprov Sumut di Jalan Willem Iskandar Medan.

@prabowo

capres2024

pemilu2024

dekade08

mendingprabowo",2023-01-29 00:00:33,Gerindra,neutral
@buncitooo @tukangrosok22 @AgusYudhoyono Biarin ajah...jd ketauan kan mana munafiknya mana ngganya,2023-01-29 00:00:36,PartaiDemokrat,negative
@aniesbaswedan @NasDem @PDemokrat @PKSejahtera Makin sulid,2023-01-29 00:00:47,PKS,neutral
@alisyarief Eneg lihat angon2 bebek ini yg gak tahu malu  .,2023-01-29 00:00:53,Golkar,negative
@_Rizmaya__ @NasDem HTI matamu picekk a...ga da isu lain apa kok dari dulu itu itu aja...cari cara yg elegan dong buat menandingi lawan politikmu,2023-01-29 00:01:00,NasDem,negative
@NasDem @aniesbaswedan Anis tukang ngibul,2023-01-29 00:01:01,NasDem,negative
@geloraco Bila benar Inilah bukti klo pak jokowi sbg presiden melakukan permusuhan dg rakyat nya,2023-01-29 00:01:17,NasDem,negative
