text,created_at,tag,sentiment
"Terlebih, ucap @RAMujiyono, seluruh daerah pemilihan (Dapil) di Jakarta telah diisi calon anggota legislatif (caleg) yang potensial untuk mendongkrak suara Demokrat di Jakarta.
#DemokratS14P
#KemenanganBersama2024
@AgusYudhoyono

https://t.co/z5pUtL9iRz",2022-12-16 00:00:28,PartaiDemokrat,neutral
@Gerindra Semungut puguuu,2022-12-16 00:00:44,Gerindra,negative
@aniesbaswedan @NasDem @NasDem_Sulsel77 Merubah apa kang..merubah nama jalan sama lirik lagu,2022-12-16 00:01:07,NasDem,neutral
@__AnakKolong 🙂,2022-12-16 00:01:21,NasDem,positive
"@Miduk17 Dia bukan penyanyi, drpd pleciden bloon yg tidak membaca apa yg ia tandtatangani.",2022-12-16 00:01:29,NasDem,negative
@Miduk17 Kalo wan abud mah hapal goyang padang pasir 🤣 https://t.co/ktDGlMy6K4,2022-12-16 00:01:35,NasDem,neutral
@NapiPKS @aniesbaswedan @NasDem Dipikir dulu sebelum share..jangan2 ini hoax..kalau viral nnti sampeyan ruwet...tapi opo.benar ya kata2 beliau ini ??apa beliau nggak pernah pakai batik??,2022-12-16 00:01:35,NasDem,negative
@tempodotco Ga mantap.,2022-12-16 00:01:38,NasDem,negative
@OssyDermawan @PDemokrat https://t.co/z7AzVQkuWg,2022-12-16 00:01:42,PartaiDemokrat,neutral
@NapiPKS @aniesbaswedan @NasDem Emang dia bukan orang Indonesia,2022-12-16 00:01:54,NasDem,negative
