text,created_at,tag,sentiment
"Surya Paloh Sudah Jelaskan ke AHY Soal Kunjunganya ke Golkar 
https://t.co/z3agnV6mn4",2023-02-05 00:00:01,Golkar,neutral
"Lihat Tanda-tanda, Airlangga Hartarto Optimistis Golkar Jadi Pemenang Pemilu 2024 https://t.co/vFVtNPIYig",2023-02-05 00:00:02,Golkar,neutral
"Bergabungnya Thariq Modanggu secara resmi di Partai Golkar tentu akan memberi efek positif bagi eksistensi beringin khususnya di wilayah Provinsi Gorontalo.
https://t.co/HZ8PPNq8bG

#golkar #golkarpedia #Airlanggahartarto #golkarindonesia #golkaronsosmed #partaigolkar https://t.co/JkA9AhQUw1",2023-02-05 00:00:05,Golkar,neutral
@Tita83079013 @PKSejahtera @NasDem Gassspol...,2023-02-05 00:00:23,PKS,neutral
@abu_waras Biasa saja gam senang....mrk pendukung jokowi.,2023-02-05 00:00:37,NasDem,negative
"@ekowboy2 Spill aerial scene..
.gak akan berani kasih gambar drone..massa seupil hasil rekayasa.",2023-02-05 00:01:27,NasDem,negative
@OposisiCerdas https://t.co/d51EMeghdb,2023-02-05 00:01:45,NasDem,neutral
@Mashadi37659701 @Hengky68297570 @prastow @Hasbil_Lbs @PDemokrat @erickthohir @smindrawatii @ticco1973 @rahayupuspa7 Kalau bapak pensiunan PNS pasti lancar krn ada backup lebih dari 100T pertahun dari APBN.,2023-02-05 00:02:22,PartaiDemokrat,positive
@ekowboy2 Rakyat mana nih ?,2023-02-05 00:02:32,NasDem,negative
@AyangCakep @prabowo @Gerindra Tidak tergiur kursi kabinet....,2023-02-05 00:02:37,Gerindra,neutral
@benaldiyudha @MafiaWasit Kasihan @Persija_Jkt di PHP yohanes anis  @alisyarief @sudjiwotedjo @iwanpiliang7 @AgusYudhoyono @marlina_idha @Mdy_Asmara1701 @tatakujiyati @SisiwittFrida @Helmi_Felis @Andiarief__ @panca66 @OssyDermawan @NasDem @BosPurwa @DonAdam68 @abu_waras @NajwaShihab @Rosianna766Hi,2023-02-05 00:02:45,PartaiDemokrat,neutral
