text,created_at,tag,sentiment
"@PartaiSocmed Hello @PDI_Perjuangan 

Shame on u",2023-05-28 00:00:00,PDI-P,neutral
@DPP_PKB @dpcpkbjaksel Pemimpin yang selalu kaya ide dan gagasan untuk kepentingan negara lebih baik kedepan. Sehat selalu Gus. #GusMuhaimin #DanaDesa5Miliar.,2023-05-28 00:00:08,PKB,positive
@geloraco https://t.co/fpldRkG9ic,2023-05-28 00:00:19,Golkar,neutral
@Dhyndha_ Metro tivu sudah siuman dan sadar.,2023-05-28 00:00:29,Golkar,neutral
@geloraco https://t.co/FqqFldmrUN,2023-05-28 00:00:30,Golkar,neutral
@geloraco https://t.co/1tmYk7lOwY,2023-05-28 00:00:45,Golkar,neutral
@BagusMuhaiminS1 @cakimiNOW @DPP_PKB umbluuukk  thok,2023-05-28 00:00:59,PKB,neutral
@geloraco https://t.co/pCE0hHRKOP,2023-05-28 00:01:01,Golkar,neutral
@korantempo Kayanya cuan tutup mulutnya lebih gede....,2023-05-28 00:01:05,NasDem,negative
@DPP_PKB @cakimiNOW Presiden.,2023-05-28 00:01:35,PKB,neutral
@DPP_PKB @cakimiNOW Presiden,2023-05-28 00:01:43,PKB,neutral
@AkuTerpesona8 @mancall_look77 @ApulPSitompul @ch_chotimah2 @AgusYudhoyono kiranya di infonedia ya 😂😂😂😂😂😂 https://t.co/2RJunqAjpq,2023-05-28 00:01:43,PartaiDemokrat,positive
@Miduk17 @aniesbaswedan @AgusYudhoyono Pak @ganjarpranowo pak @jokowi harap pendukung anda ini ditertibkan. Suka memprovokasi dan memecah belah https://t.co/ump8OiQ1wO,2023-05-28 00:01:50,PartaiDemokrat,negative
"@musniumar poros / koalisi kalian hanya kombinasi antara sedot duit dan gelontor duit sedangkan mutu dasar rendah, yang di gadang2 karbitan semua hanya wayang, yang ambisi caplin dan kebo bunting, musni umar pengen berperan, peran pembokat aja gih laku",2023-05-28 00:01:56,Golkar,negative
@DE_Sapta5 @MuhiqR @a_rogansi @Dunianyasantai @kereta_langsam @Mayapada0812 @Yurissa_Samosir @NohCeukenohhh @xix0_3 @Gerindra @prabowo dan yg dikasih mandat tidak pernah bersuara sama sekali. Minimal kasih penjelasan apa sebabnya,2023-05-28 00:02:18,Gerindra,negative
"Ribuan kader Hadiri Konsolidasi Pemenangan Pilpres di Banten, Ganjar Disambut Teriakan 'Presiden'

Bacapres @PDI_Perjuangan @ganjarpranowo, menghadiri konsolidasi pemenangan pilpres 2024 di kantor DPD PDIP Serang.
#,GanjarMenangTotal https://t.co/9eKWbrjHhN",2023-05-28 00:03:05,PDI-P,neutral
@indosupporter keren golkar mania,2023-05-28 00:03:08,Golkar,positive
"@iman100017 @MOSLEMSOLIDARI1 @PDI_Perjuangan ini loh kadermu❗
Apa sudah ada Perintah dari Partai ❓",2023-05-28 00:03:10,PDI-P,negative
"@AriantaSyah @Yurissa_Samosir Inipun EDITAN...

JUNI, KOALISI BUBAR.
@aniesbaswedan GIGIT JARI.
@SBYudhoyono @PDemokrat @AgusYudhoyono @Edhie_Baskoro @BennyHarmanID @Andiarief__ @YanHarahap @ajengcute16__ https://t.co/4qF4aO25uw",2023-05-28 00:03:35,PartaiDemokrat,neutral
@NataliusPigai2 Diserang balik paling juga dibilang rasis 😜,2023-05-28 00:03:40,NasDem,negative
"@ntijamet Rezam rezim rezam rezim doang otaklo, tukang zina dibelain mulu 🤣",2023-05-28 00:03:50,NasDem,negative
"@Miduk17 @idjorojorojo @aniesbaswedan @AgusYudhoyono Kualitasnya 🤮🤮🤮 mbok cari pendukung yg smart n terpelajar, kelakuan pendukung mencerminkan yg didukung",2023-05-28 00:03:58,PartaiDemokrat,positive
@tengkorak_maut 8T ... Go main2,2023-05-28 00:04:30,NasDem,neutral
@anto_suro @Miduk17 @aniesbaswedan @AgusYudhoyono Kalo ini bebas cidukan.... https://t.co/KYQe6upXpv,2023-05-28 00:05:09,PartaiDemokrat,neutral
@ramaArsy1 Tegakkan Keadilan,2023-05-28 00:05:16,PartaiDemokrat,negative
@AgusYudhoyono Alhamdulillah kerja nyata bukan hanya pencitraan berkah selalu para kader @PDemokrat .,2023-05-28 00:05:22,PartaiDemokrat,positive
